"stk","yr","ets","totalSpwn","rec2","rec3","rec4","rec5","rec6"
"1",2012,0.019822,0.02623,NA,NA,NA,NA,NA
"1",2013,0.07531,0.086262,NA,NA,NA,NA,NA
"1",2014,0.045781,0.06861,NA,NA,NA,NA,NA
"1",2015,0.0075703,0.010087,NA,NA,NA,NA,NA
"10",1948,0.077394,0.083787,0,0,0.179637,0.012353,0
"10",1949,0.068459,0.070504,0,0.044548,0.228462,0.008696,0
"10",1950,0.059929,0.06444,0,0.013166,0.183919,0.03083,0
"10",1951,0.020017,0.021296,0,0.031161,0.107397,0.066404,0
"10",1952,0.040587,0.047041,0,0.014902,0.180787,0.033154,0
"10",1953,0.029553,0.042491,0,0.008205,0.102206,0.016671,0
"10",1954,0.01618,0.018213,0,0.012671,0.128222,0.017949,0
"10",1955,0.013836,0.014553,0,0.0351,0.22116,0.007193,0
"10",1956,0.043689,0.049754,0,0.0205,0.209127,0.042071,0
"10",1957,0.013708,0.014536,0,0.003587,0.037495,0.00534,0
"10",1958,0.013619,0.015166,0,0.021115,0.074626,0.011443,0
"10",1959,0.023488,0.026159,0,0.026205,0.188393,0.036763,0
"10",1960,0.032952,0.036838,0,0.028566,0.119526,0.010607,0
"10",1961,0.020431,0.031681,0,0.021891,0.067104,0.017364,0
"10",1962,0.023516,0.026369,0,0.021342,0.066117,0.008304,0
"10",1963,0.03227,0.048893,0,0.095525,0.281641,0.048565,0
"10",1964,0.047783,0.048908,0,0.039236,0.225898,0.085137,0
"10",1965,0.014897,0.01623,0,0.030602,0.109033,0.01477,0
"10",1966,0.018616,0.020116,0,0.056603,0.155016,0.061319,0
"10",1967,0.030749,0.039876,0,0.054257,0.365358,0.045896,0
"10",1968,0.043924,0.057947,0,0.021213,0.218223,0.035366,0
"10",1969,0.023528,0.037382,0,0.073972,0.451184,0.239195,0
"10",1970,0.028362,0.030656,0,0.119108,0.531214,0.030799,0
"10",1971,0.023669,0.024629,0,0.062316,0.245897,0.046347,0
"10",1972,0.04841,0.054516,0,0.042841,0.424942,0.046655,0
"10",1973,0.052342,0.056653,0,0.044117,0.140353,0.024973,0
"10",1974,0.115688,0.119637,0,0.054695,0.424633,0.207538,0
"10",1975,0.033027,0.061538,0,0.009335,0.080976,0.018616,0
"10",1976,0.075318,0.077305,0,0.029279,0.479356,0.084392,0
"10",1977,0.021515,0.023845,0,0.01558,0.28702,0.098126,0
"10",1978,0.094308,0.094782,0,0.042233,0.493542,0.117215,0
"10",1979,0.054609,0.060988,0,0.013881,0.273583,0.121177,0
"10",1980,0.059109,0.078613,0,0.010131,0.115564,0.036212,0
"10",1981,0.046831,0.049023,0,0.00455,0.105179,0.15643,0
"10",1982,0.118049,0.119738,0,0.048333,1.471487,0.281339,0
"10",1983,0.038858,0.044029,0,0.015268,0.625519,0.149561,0
"10",1984,0.038384,0.040245,0,0.005918,0.347631,0.086729,0
"10",1985,0.01131,0.011905,0,0.012226,0.123208,0.093098,0
"10",1986,0.331644,0.33563,0,0.024019,0.869228,0.315301,0
"10",1987,0.157636,0.164849,0,0.005671,0.6983,0.279598,0
"10",1988,0.141072,0.166591,0,0.029507,0.200724,0.664723,0
"10",1989,0.028932,0.029334,0,0.036435,0.935181,0.173958,0
"10",1990,0.166148,0.166773,0,0.010179,0.200407,0.024968,0
"10",1991,0.288623,0.293626,0,0.000244,0.05527,0.061746,0
"10",1992,0.183942,0.185908,0,0.003522,0.047661,0.046563,0
"10",1993,0.244257,0.244954,0,0.008716,0.180208,0.380162,0
"10",1994,0.039155,0.039234,0,0.001028,0.021899,0.040686,0
"10",1995,0.036635,0.039871,0,0.000486,0.141021,0.028997,0
"10",1996,0.051506,0.056112,0,0.000723,0.034094,0.041519,0
"10",1997,0.047569,0.050202,0,0,0.018165,0.0102,0
"10",1998,0.282019,0.295669,0,0.000277,0.213323,0.403021,0
"10",1999,0.047445,0.048916,0,0,0.047311,0.036027,0
"10",2000,0.012922,0.013842,0,0.000652,0.06371,0.037603,0
"10",2001,0.043409,0.04445,0,5.6e-05,0.110415,0.081203,0
"10",2002,0.214962,0.21890224,0,0.000898,0.502582,0.129934,0
"10",2003,0.306759,0.309878,0,8e-05,0.006064,0.00701,0
"10",2004,0.037323,0.037617,0,4.7e-05,0.046487,0.029866108,0
"10",2005,0.053371,0.053546,0,0.000361,0.033022688,0.051280156,0
"10",2006,0.263476,0.266459,0,0.000179,0.257768251,0.178227046,0
"10",2007,0.089161,0.09348,0,0.00018,0.188793867,0.054063086,0
"10",2008,0.012935,0.0195,0,0.001015278,0.046215218,0.022852304,0
"10",2009,0.053908,0.053977,0,0.000207188,0.066739115,0.065973984,0
"10",2010,0.126009,0.128285,0,1.75e-05,0.026130872,0.00563714,0
"10",2011,0.169371,0.227742,0,0.000211,0.055490597,0.031284,0
"10",2012,0.006064,0.055321,NA,NA,NA,NA,NA
"10",2013,0.077219,0.080085,NA,NA,NA,NA,NA
"10",2014,0.033298,0.035548,NA,NA,NA,NA,NA
"10",2015,0.0439925,0.0449731,NA,NA,NA,NA,NA
"11",1948,0.012746,0.012746,0,0,0.03782,0.001256,0
"11",1949,0.009055,0.009055,0,0.001662,0.037489,0,0
"11",1950,0.029928,0.029928,0,0.003623,0.101664,0,0
"11",1951,0.012677,0.012677,0,0.003498,0.166043,0.004527,0
"11",1952,0.017833,0.017833,0,0.000159,0.032999,0.011266,0
"11",1953,0.011543,0.011543,0,0.000497,0.062317,0.000855,0
"11",1954,0.022036,0.022036,0,0.001631,0.061631,0.001933,0
"11",1955,0.025922,0.025922,0,0.00161,0.27449,0.001184,0
"11",1956,0.013718,0.013718,0,0.001273,0.035165,0.001067,0
"11",1957,0.020375,0.020375,0,9.5e-05,0.026724,0.001264,0
"11",1958,0.013324,0.013324,0,0.003547,0.046269,0.001097,0
"11",1959,0.047779,0.047779,0,0.000114,0.050631,0.001449,0
"11",1960,0.01764,0.01764,0,0.000483,0.022606,0.000414,0
"11",1961,0.013396,0.013396,0,0.000194,0.005954,0,0
"11",1962,0.026997,0.026997,0,0.000524,0.035483,0,0
"11",1963,0.020303,0.020303,0,0.003825,0.131466,0.003157,0
"11",1964,0.011067,0.011067,0,0.001357,0.067696,0.00155,0
"11",1965,0.002455,0.002455,0,0.00138,0.019606,0,0
"11",1966,0.016919,0.016919,0,0.004551,0.040079,0.000435,0
"11",1967,0.033198,0.033198,0,0.007716,0.096671,0.006114,0
"11",1968,0.025314,0.025314,0,3.6e-05,0.042418,0,0
"11",1969,0.005942,0.005942,0,0.001446,0.005031,0,0
"11",1970,0.013941,0.013941,0,0.00091,0.044797,0.00015,0
"11",1971,0.009128,0.009128,0,0.002673,0.047715,0.000313,0
"11",1972,0.010366,0.010366,0,0.000337,0.03002,3e-06,0
"11",1973,0.000641,0.000641,0,4.4e-05,0.00048,0.000189,0
"11",1974,0.008984,0.008984,0,0.000636,0.027251,0.002406,0
"11",1975,0.011349,0.011349,0,0.006742,0.12224,0.000267,0
"11",1976,0.004435,0.004435,0,1.4e-05,0.006109,0,0
"11",1977,8.2e-05,8.2e-05,0,0.000114,0.001457,0,0
"11",1978,0.005076,0.005076,0,0.004837,0.069111,0,0
"11",1979,0.032031,0.032031,0,0.001662,0.106617,0.001627,0
"11",1980,0.001657,0.001657,0,0.000186,0.004639,0,0
"11",1981,0.000256,0.000256,0,0.000579,0.000965,0,0
"11",1982,0.016725,0.016725,0,0.000883,0.012419,0.005529,0
"11",1983,0.019944,0.019944,0,0.000423,0.095192,0.000711,0
"11",1984,0.00072,0.000994,0,0.000215,0.009074,3.2e-05,0
"11",1985,0.000424,0.000424,0,0.000329,0.00198,0.000122,0
"11",1986,0.00321,0.003256,0,0.00021,0.010278,0,0
"11",1987,0.032162,0.032184,0,1.9e-05,0.064919,0.000917,0
"11",1988,0.000861,0.000861,0,9.9e-05,0.006584,0.001142,0
"11",1989,0.000418,0.000418,0,4e-06,0.009729,0.001012,0
"11",1990,0.00186,0.00186,0,0.000236,0.022231,0.002336,0
"11",1991,0.020157,0.020157,0,2.3e-05,0.016737,0.000618,0
"11",1992,0.001203,0.001203,0,7.1e-05,0.001813,0,0
"11",1993,0.001063,0.001063,0,1.1e-05,0.000934,0,0
"11",1994,0.004399,0.004399,0,7e-06,0.002299,0.000142,0
"11",1995,0.010316,0.010316,0,0.00024,0.014024,0.000512,0
"11",1996,0.002022,0.002022,0,1.2e-05,0.001503,0,0
"11",1997,8.8e-05,8.8e-05,0,0,0.000699,1.8e-05,0
"11",1998,0.001959,0.001959,0,0.00016,0.005947,7.8e-05,0
"11",1999,0.012427,0.012392,0,9e-06,0.002807,3.6e-05,0
"11",2000,0.001227,0.001227,0,1e-06,7.2e-05,8e-06,0
"11",2001,0.000515,0.000515,0,0,0.000212,0,0
"11",2002,0.004873,0.004873,0,0.000182,0.005003,0.000107,0
"11",2003,0.001939,0.001939,0,1.2e-05,0.000716,0,0
"11",2004,5.2e-05,5.2e-05,0,0.000111,0.001172,3.47e-05,0
"11",2005,0.000112,0.000112,0,2e-05,0.000905755,0,0
"11",2006,0.003509,0.003509,0,0.000834,0.02022683,0.000245491,0
"11",2007,0.000538,0.000538,0,0.000643,0.012192713,0.000220372,0
"11",2008,0.000338,0.00034,0,0.000272,0.001873159,6.25e-05,0
"11",2009,0.000705,0.000705,0,7.3e-05,0.002514464,0.000124609,0
"11",2010,0.009669,0.009669,0,0.001248,0.015991503,0.000138372,0
"11",2011,0.006948,0.006948,0,3.3e-05,0.001594924,0,0
"11",2012,0.000835,0.000835,NA,NA,NA,NA,NA
"11",2013,0.002327,0.002106,NA,NA,NA,NA,NA
"11",2014,0.004378,0.004378,NA,NA,NA,NA,NA
"11",2015,0.001113,0.001113,NA,NA,NA,NA,NA
"12",1965,0.000981,0.000981,0,0.000155,0.003308,0,0
"12",1966,0.02970355,0.031343,0,0.000332,0.030704,0.000303,0
"12",1967,0.003855833,0.004025,0,0.000167,0.004005,0.000114,0
"12",1968,8.27e-05,8.6e-05,0,0,0.001046,0,0
"12",1969,0.000945666,0.000963,0,0.003839,0.030743,0,0
"12",1970,0.003828256,0.003873,0,0.001317,0.056751,0,0
"12",1971,0.000281,0.000281,0,0.00205,0.015812,0,0
"12",1972,0.00019,0.00019,0,0.002127,0.013156,0,0
"12",1973,0.002834553,0.003963,0,0.010591,0.080696,0,0
"12",1974,0.008263424,0.008475,0,0.001645,0.040703,0.000263,0
"12",1975,0.003080562,0.003175,0,0.00081,0.014691,0.000235,0
"12",1976,0.001011116,0.001042,0,0.000118,0.007097,0,0
"12",1977,0.007304632,0.00761,0,0.000768,0.03806,0.001161,0
"12",1978,0.009448701,0.009978,0,0.001315,0.099561,0.004769,0
"12",1979,0.003552173,0.003575,0,0.000233,0.051559,0.000597,0
"12",1980,0.0017611,0.0018,0,0.000675,0.011292,0.000184,0
"12",1981,0.005765133,0.005855,0,0.000154,0.015829,0.000676,0
"12",1982,0.023148899,0.023867,0,0.001276,0.198075,0.011246,0
"12",1983,0.007684385,0.007747,0,0.000432,0.036858,0,0
"12",1984,0.001702762,0.00171,0,0.000517,0.024388,0.025188,0
"12",1985,0.001679286,0.001765,0,0.001174,0.023668,0.000329,0
"12",1986,0.013806559,0.014291,0,0.000255,0.067751,0.003588,0
"12",1987,0.006728876,0.00682,0,0.000292,0.060858,0.001015,0
"12",1988,0.00105,0.00105,0,0.000394,0.015654,0.00504,0
"12",1989,0.00781517,0.0079,0,0.000178,0.185837,0.009777,0
"12",1990,0.018029614,0.018336,0,0,0.050136,0.000834,0
"12",1991,0.011885122,0.012053,0,0,0.015705,0.000124,0
"12",1992,0.002704038,0.002706,0,0.001049,0.013925,0.002162,0
"12",1993,0.01976,0.01976,0,7e-06,0.169441,0.004361,0
"12",1994,0.009015075,0.00927,0,2.3e-05,0.124712,0.002935,0
"12",1995,0.007289354,0.007875,0,4.3e-05,0.037059,0.000918,0
"12",1996,0.002968096,0.003422,0,0.000234,0.08337,0.001817,0
"12",1997,0.008798449,0.009766,0,0,0.040148,0.001033,0
"12",1998,0.02278758,0.025179,0,9e-06,0.017568,0.00011,0
"12",1999,0.00415005,0.006264,0,1.2e-05,0.008262,0.000689,0
"12",2000,0.001182638,0.001269,0,8.6e-05,0.012743,0,0
"12",2001,0.002845608,0.00315,0,2.5e-05,0.018585,0,0
"12",2002,0.014871219,0.014953,0,8e-06,0.048183,0,0
"12",2003,0.004922966,0.00494,0,0,0.004835,0,0
"12",2004,0.001287,0.001287,0,0,0.005627,6.15e-05,0
"12",2005,0.011991998,0.012082,0,0,0.002520024,0,0
"12",2006,0.017720652,0.018882,0,5.04e-05,0.171209338,0.001231552,0
"12",2007,0.001699,0.001699,0,0,0.002660152,0.000160061,0
"12",2008,8.3e-05,9.7e-05,0,0,0.000160061,0.000205432,0
"12",2009,0.001544792,0.001773,0,0,0.011966392,0,0
"12",2010,0.047723421,0.05787,0,0.000182,0.088725693,3.2e-05,0
"12",2011,0.000879474,0.001114,0,0,5.76e-05,0,0
"12",2012,2.5e-05,2.5e-05,NA,NA,NA,NA,NA
"12",2013,0.006952834,0.007327,NA,NA,NA,NA,NA
"12",2014,0.021581227,0.024275,NA,NA,NA,NA,NA
"12",2015,3.4e-05,3.6e-05,NA,NA,NA,NA,NA
"13",1966,0.018955,0.019489,0,0.00066,0.073515,0.001939,0
"13",1967,0.020051,0.022581,0,0.001764,0.077288,0.008421,0
"13",1968,0.003606,0.003799,0,0.002976,0.141825,0.010577,0
"13",1969,0.056211,0.058727,0,0.003031,0.371636,0.038246,0
"13",1970,0.00994,0.010435,0,0.007393,0.371993,0.004653,0
"13",1971,0.004916,0.00499,0,0.010694,0.139598,0.002345,0
"13",1972,0.02542,0.025738,0,0.007439,0.331589,0.011114,0
"13",1973,0.046951,0.048541,0,0.004227,0.257812,0.011669,0
"13",1974,0.04864,0.064093,0,0.005905,0.252878,0.026097,0
"13",1975,0.027741,0.029736,0,0.002922,0.165459,0.001479,0
"13",1976,0.047956,0.049932,0,0.009408,0.271322,0.023704,0
"13",1977,0.04733,0.052627,0,0.002995,0.217049,0.015719,0
"13",1978,0.073948,0.075171,0,0.010226,1.184905,0.170418,0
"13",1979,0.044076,0.045026,0,0.001244,0.128249,0.011535,0
"13",1980,0.071771,0.07383,0,0.003167,0.331805,0.029742,0
"13",1981,0.040667,0.042002,0,0.002908,0.206879,0.060505,0
"13",1982,0.24814,0.294083,0,0.009112,1.275213,0.22167,0
"13",1983,0.037911,0.039341,0,0.002374,0.219473,0.018144,0
"13",1984,0.057406,0.059602,0,0.007491,0.575398,0.051913,0
"13",1985,0.035583,0.037019,0,0.001101,0.048781,0.019418,0
"13",1986,0.092163,0.110738,0,4.5e-05,0.039242,0.003417,0
"13",1987,0.056484,0.059968,0,0.000798,0.192151,0.027769,0
"13",1988,0.047265,0.049257,0,0.003179,0.334751,0.175848,0
"13",1989,0.016372,0.017167,0,0.002243,0.684087,0.070074,0
"13",1990,0.016126,0.016377,0,0.005895,0.60089,0.027875,0
"13",1991,0.037175,0.038124,0,7e-05,0.048888,0.016397,0
"13",1992,0.05451,0.058686,0,0.000684,0.6241,0.128433,0
"13",1993,0.078144,0.084456,0,0.000449,0.38102,0.119185,0
"13",1994,0.05453,0.064956,0,5.7e-05,0.646785,0.06909,0
"13",1995,0.02167,0.033125,0,0.000114,0.170376,0.095953,0
"13",1996,0.04675,0.07207,0,0.000227,0.350965,0.032221,0
"13",1997,0.020965,0.025504,0,1e-05,0.192696,0.023291,0
"13",1998,0.052905,0.057091,0,0.000176,0.500753,0.065956,0
"13",1999,0.024323,0.034634,0,1.8e-05,0.182595,0.064316,0
"13",2000,0.005058,0.006613,0,0.000389,0.104221,0.009522,0
"13",2001,0.013907,0.019915,0,5e-05,0.145865,0.050168,0
"13",2002,0.076688,0.101033,0,0.000321,0.227687,0.014822,0
"13",2003,0.043594,0.049488,0,2.3e-05,0.127468,0.061308,0
"13",2004,0.024376,0.025379,0,9.2e-05,0.055327,0.05564321,0
"13",2005,0.042117,0.048516,0,5.7e-05,0.060581957,0.004453129,0
"13",2006,0.025283,0.039781,0,0.000417,0.223928794,0.021721115,0
"13",2007,0.030678,0.0373,0,0.001366,0.317317156,0.014163305,0
"13",2008,0.001162,0.002756,0,0,0.016272734,0.046778935,0
"13",2009,0.024121,0.035556,0,6e-06,0.203872373,0.026439593,0
"13",2010,0.045575,0.059897,0,0.00054,0.117961262,0.010892682,0
"13",2011,0.050105,0.072569,0,0,0.000532349,0.000177,0
"13",2012,0.000657,0.000918,NA,NA,NA,NA,NA
"13",2013,0.02944,0.035537,NA,NA,NA,NA,NA
"13",2014,0.020878,0.024646,NA,NA,NA,NA,NA
"13",2015,0.001959186,0.0569841,NA,NA,NA,NA,NA
"14",1967,0.000588,0.000916,0,0,0.015201,0,0
"14",1968,0.000759,0.000954,0,1.4e-05,0.014846,0.000169,0
"14",1969,4.4e-05,5.2e-05,0,0,0.000881,0,0
"14",1970,9e-06,9e-06,0,0,0.00074,0,0
"14",1971,0.000602,0.001293,0,0.000263,0.015407,0.000819,0
"14",1972,0.00181,0.001931,0,0.000156,0.028193,0.000205,0
"14",1973,0.000125,0.000201,0,0,0.001106,0,0
"14",1974,0.00014,0.00014,0,0,0.000536,0,0
"14",1975,0.003396,0.004005,0,0.000569,0.058841,0.002143,0
"14",1976,0.003917,0.00409,0,6.4e-05,0.020252,0.001106,0
"14",1977,0.000317,0.000355,0,0,0.007426,0.001704,0
"14",1978,9.11e-05,0.000107,0,0.00016,0.00223,0,0
"14",1979,0.014746,0.015507,0,8e-06,0.009084,0.005145,0
"14",1980,0.007723,0.008437,0,6e-05,0.034268,0.001702,0
"14",1981,0.001768,0.002076,0,0,0.002742,0.001205,0
"14",1982,0.001132,0.001132,0,6.1e-05,0.009104,0.001724,0
"14",1983,0.004762,0.004977,0,0.000124,0.035855,0.002395,0
"14",1984,0.009746,0.011021,0,0.000361,0.042781,0.004283,0
"14",1985,0.001408,0.001598,0,5e-06,0.023647,0.008179,0
"14",1986,0.005888,0.006024,0,0.000115,0.033093,0.001113,0
"14",1987,0.016283,0.016633,0,3.6e-05,0.065946,0.010502,0
"14",1988,0.022461,0.027102,0,0,0.043984,0.004663,0
"14",1989,0.003946,0.003988,0,0.000104,0.013765,0.005689,0
"14",1990,0.011339,0.011862,0,0,0.014471,0.007886,0
"14",1991,0.020485,0.020554,0,0,0.010613,0.000771,0
"14",1992,0.009203,0.009357,0,9e-06,0.042702,0.007561,0
"14",1993,0.007632,0.007703,0,5.2e-05,0.028621,0.013201,0
"14",1994,0.005873,0.00593,0,0,0.004865,0.008122,0
"14",1995,0.010866,0.011249,0,0,0.031391,0.005357,0
"14",1996,0.02797,0.03272,0,0,0.009409,0.003534,0
"14",1997,0.00843,0.00911,0,1.7e-05,0.00367,0.002475,0
"14",1998,0.008153,0.00875,0,2.5e-05,0.009255,0.00386,0
"14",1999,0.005544,0.00571,0,0,0.030308,0.012588,0
"14",2000,0.009598,0.010465,0,0.000239,0.056019,0.003934,0
"14",2001,0.005649,0.00586,0,0,0.009545,0.002316,0
"14",2002,0.007187,0.007331,0,4.6e-05,0.066869,0.009039,0
"14",2003,0.00918,0.009218,0,0,0.010416,0.002932,0
"14",2004,0.002742,0.002763,0,6e-06,0.006985,0.000671847,0
"14",2005,0.004286,0.004304,0,0,0.000906212,0.000626507,0
"14",2006,0.011244,0.011482,0,0,0.018951828,0.011746958,0
"14",2007,0.011181,0.011403,0,0,0.004841171,0.000379407,0
"14",2008,0.000431,0.00227,0,0,0.007872701,0.000706517,0
"14",2009,0.001143,0.00117,0,0,0.006744025,0.001855572,0
"14",2010,0.009421,0.010808,0,4.2e-05,0.025746056,0.001657276,0
"14",2011,0.008405,0.009988,0,1.6e-05,0.001325821,0.000562,0
"14",2012,0.001371,0.001967,NA,NA,NA,NA,NA
"14",2013,0.003229,0.003471,NA,NA,NA,NA,NA
"14",2014,0.011195,0.011451,NA,NA,NA,NA,NA
"14",2015,0.00139,0.00142,NA,NA,NA,NA,NA
"16",1968,0.00663,0.010113,0,0.003891,0.078371,0.000403,0
"16",1969,0.000553,0.000777,0,0.001042,0.003556,0.000168,0
"16",1970,3.52e-05,7.8e-05,0,0.000258,0.000154,0,0
"16",1971,0.000164,0.000426,0,0.004926,0.007721,0,0
"16",1972,0.005543,0.008323,0,0.00418,0.128111,0.000322,0
"16",1973,0.000617,0.000795,0,0.001344,0.009447,0.003794,0
"16",1974,5.51e-05,7e-05,0,0.001559,0.001413,0,0
"16",1975,0.00174,0.001982,0,0.003841,0.015888,0,0
"16",1976,0.014497,0.017133,0,0.003009,0.067835,0.00235,0
"16",1977,0.001939,0.002582,0,0.00069,0.017045,0.002975,0
"16",1978,0.000195,0.000258,0,0.000589,0.00086,0.000198,0
"16",1979,0.002368,0.003828,0,0.001866,0.015902,0,0
"16",1980,0.018549,0.025088,0,0.001496,0.076467,0.001381,0
"16",1981,0.003433,0.00467,0,0.000412,0.014267,0.003085,0
"16",1982,0.000718,0.00093,0,0.003361,0.005472,0.000868,0
"16",1983,0.004992,0.007384,0,0.001542,0.026208,0.000348,0
"16",1984,0.017075,0.028899,0,0.00173,0.115017,0.021116,0
"16",1985,0.003404,0.004578,0,0.00634,0.114856,0.010766,0
"16",1986,0.003075,0.003572,0,0.006349,0.02039,0.00061,0
"16",1987,0.006837,0.009417,0,0.001683,0.022546,0.003604,0
"16",1988,0.034756,0.044913,0,0.009599,0.305722,0.004031,0
"16",1989,0.015065,0.016963,0,0.005779,0.038792,0.008523,0
"16",1990,0.004917,0.005374,0,0.000826,0.013177,0.001607,0
"16",1991,0.007553,0.00904,0,0.001242,0.018884,0.001559,0
"16",1992,0.015918,0.041747,0,0.011639,0.175651,0.008143,0
"16",1993,0.013441,0.017952,0,0.000557,0.05441,0.012557,0
"16",1994,0.00265,0.003411,0,0.000815,0.021039,0.01251,0
"16",1995,0.00706,0.007181,0,0.00197,0.020949,0.00054,0
"16",1996,0.024971,0.099998,0,0.000413,0.189011,0.008576,0
"16",1997,0.003831,0.006498,0,0.000742,0.011493,0.001174,0
"16",1998,0.004446,0.007248,0,0.000408,0.003841,0.000563,0
"16",1999,0.002621,0.004135,0,0.002508,0.037729,0.002405,0
"16",2000,0.036979,0.088647,0,0.000624,0.087114,0.004264,0
"16",2001,0.006294,0.012921,0,0.000315,0.04319,0.006741,0
"16",2002,0.00185,0.002173,0,0.001262,0.011045,0.000694,0
"16",2003,0.008126,0.009811,0,0.000213,0.003861,0.000687,0
"16",2004,0.008376,0.009606,0,0.000343,0.040513,0.00846099,0
"16",2005,0.013618,0.01515,0,0.00018,0.014037552,0.000871358,0
"16",2006,0.002055,0.002858,0,0.000978,0.024833696,0.013659254,0
"16",2007,0.001932,0.002555,0,0.006665,0.106618066,0.001191901,0
"16",2008,0.003425,0.014838,0,0.001573,0.066746453,0.010485661,0
"16",2009,0.008858,0.009878,0,0.002695,0.101155787,0.018398812,0
"16",2010,0.010561,0.015766,0,0.002387,0.038010733,0.004145447,0
"16",2011,0.041377,0.05586,0,0.001178,0.03383581,0.00243,0
"16",2012,0.010841,0.028484,NA,NA,NA,NA,NA
"16",2013,0.043751,0.054939,NA,NA,NA,NA,NA
"16",2014,0.013454,0.01575,NA,NA,NA,NA,NA
