"stk","yr","ets","rec2","rec3","rec4","rec5","rec6"
"1",1983,16067.08217,0,1682.655672,14422.73553,9622.461618,129.3175369
"1",1984,32134.16433,0,2984.014248,42280.51317,4267.478719,61.79480443
"1",1985,33706.83057,0,8747.69238,18751.04286,2039.228546,213.1842728
"1",1986,5891.263461,0,3879.526109,8960.246642,7035.081004,118.9490319
"1",1987,11552.99718,0,1853.844133,30911.71956,3925.318054,427.7143279
"1",1988,42233.47312,0,6395.528186,17247.60963,14114.57282,134.0003474
"1",1989,12754.77106,0,3568.470958,62018.57755,4422.011465,128.4095386
"1",1990,7108.462857,0,12831.42984,19430.05038,4237.514774,89.04242816
"1",1991,19012.82293,0,4020.010423,18619.3831,2938.400129,87.23412005
"1",1992,11055.2134,0,3852.286159,12911.15208,2878.725962,424.868026
"1",1993,27207.58514,0,2671.272845,12648.94741,14020.64486,191.8545859
"1",1994,16680.28011,0,2617.023602,61605.86377,6331.201333,124.8925789
"1",1995,13400.75089,0,12746.04078,27818.91495,4121.455102,117.1159061
"1",1996,9681.027311,0,5755.637576,18109.42393,3864.824903,103.3912623
"1",1997,12575.5895,0,3746.777366,16981.80639,3411.911657,53.66990947
"1",1998,63836.30425,0,3513.477185,14991.73304,1771.107013,249.8461153
"1",1999,18073.9582,0,3101.73787,7782.136874,8244.921805,123.370089
"1",2000,16969.4682,0,1610.097284,36227.68672,4071.212937,134.2774611
"1",2001,18212.74721,0,7495.383459,17888.6629,4431.156216,110.1718049
"1",2002,15972.02287,0,3701.10267,19470.23186,3635.669562,119.2629469
"1",2003,8172.871211,0,4028.323833,15974.91171,3935.677246,83.29738502
"1",2004,39207.91351,0,3305.154147,17293.12729,2748.813706,49.29527029
"1",2005,20603.53415,0,3577.888406,12078.12083,1626.74392,53.23259401
"1",2006,22927.17947,0,2498.921551,7147.814193,1756.675602,78.69180696
"1",2007,18277.98673,0,1478.858109,7718.726132,2596.82963,60.3042538
"1",2008,21099.65094,0,1596.97782,11410.31201,1990.040375,76.0156813
"2",1954,NA,0,NA,101510.1013,36489.06774,1591.835651
"2",1955,NA,0,6978.819467,208508.9585,22285.69912,3385.910991
"2",1956,NA,0,14334.9909,127346.8521,47402.75388,NA
"2",1957,NA,0,8755.096082,270872.8793,NA,693.7488091
"2",1958,67749.398,0,18622.51045,NA,9712.483327,6083.911432
"2",1959,149048.6756,0,NA,55499.90472,85174.76005,973.7298605
"2",1960,94849.1572,0,3815.61845,486712.9146,13632.21805,3190.518171
"2",1961,203248.194,0,33461.51288,77898.38884,44667.25439,4624.310991
"2",1962,NA,0,5355.514233,255241.4537,64740.35387,119.4021499
"2",1963,54199.5184,0,17547.84994,369944.8793,1671.630098,NA
"2",1964,406496.388,0,25433.71045,9552.171991,NA,319.4859379
"2",1965,54199.5184,0,656.7118244,NA,4472.803131,NA
"2",1966,203248.194,0,NA,25558.87503,NA,NA
"2",1967,203248.194,0,1757.172659,NA,NA,NA
"2",1968,6774.9398,0,NA,NA,NA,46.02220784
"2",1969,NA,0,NA,NA,644.3109098,NA
"2",1970,20324.8194,0,NA,3681.776627,NA,181.7512819
"2",1971,NA,0,253.1221431,NA,2544.517947,NA
"2",1972,NA,0,NA,14540.10255,NA,NA
"2",1973,NA,0,999.6320504,NA,NA,NA
"2",1974,2709.97592,0,NA,NA,NA,NA
"2",1975,NA,0,NA,NA,NA,48.48583973
"2",1976,13549.8796,0,NA,NA,678.8017562,116.9687245
"2",1977,NA,0,NA,3878.867178,1637.562143,124.9767419
"2",1978,NA,0,266.6721185,9357.497962,1749.674386,NA
"2",1979,NA,0,643.3279849,9998.139351,NA,NA
"2",1980,NA,0,687.3720803,NA,NA,NA
"2",1981,2709.97592,0,NA,NA,NA,121.3027468
"2",1982,6774.9398,0,NA,NA,1698.238456,389.0998883
"2",1983,5419.95184,0,NA,9704.219748,5447.398437,114.2774151
"2",1984,NA,0,667.1651077,31127.99107,1599.883812,97.98326693
"2",1985,NA,0,2140.049386,9142.193211,1371.765737,126.3817052
"2",1986,NA,0,628.5257833,7838.661354,1769.343873,NA
"2",1987,6774.9398,0,538.9079681,10110.53642,NA,NA
"2",1988,27099.7592,0,695.0993787,NA,NA,NA
"2",1989,5419.95184,0,NA,NA,NA,NA
"2",1990,5419.95184,0,NA,NA,NA,NA
"2",1991,5419.95184,0,NA,NA,NA,NA
"2",1992,NA,0,NA,NA,NA,NA
"2",1993,NA,0,NA,NA,NA,NA
"2",1994,NA,0,NA,NA,NA,NA
"2",1995,NA,0,NA,NA,NA,NA
"2",1996,NA,0,NA,NA,NA,NA
"2",1997,NA,0,NA,NA,NA,NA
"2",1998,NA,0,NA,NA,NA,NA
"2",1999,NA,0,NA,NA,NA,236.2173822
"2",2000,NA,0,NA,NA,3307.043351,NA
"2",2001,NA,0,NA,18897.39058,NA,NA
"2",2002,NA,0,1299.195602,NA,NA,NA
"2",2003,NA,0,NA,NA,NA,168.3910473
"2",2004,NA,0,NA,NA,2357.474663,216.3693319
"2",2005,18969.83144,0,NA,13471.28379,3029.170647,250.0144601
"2",2006,NA,0,926.1507604,17309.54655,3500.202441,102.9003872
"2",2007,NA,0,1190.031325,20001.1568,1440.605421,64.93656699
"2",2008,NA,0,1375.07953,8232.030975,909.1119378,81.23215003
"3",1954,15177.40404,0,17031.3529,80356.33337,53048.43487,460.1911532
"3",1955,7629.944965,0,16625.44828,233091.6077,15186.30805,740.0589461
"3",1956,37118.65118,0,48225.84988,66727.71721,24421.94522,44.98611092
"3",1957,56252.43209,0,13805.7346,107308.5472,1484.54166,317.8104811
"3",1958,61534.47507,0,22201.76838,6522.986084,10487.74588,366.1719673
"3",1959,191175.5062,0,1349.583328,46082.51976,12083.67492,188.1249667
"3",1960,57023.48279,0,9534.314434,53094.93525,6208.1239,112.074415
"3",1961,92384.1985,0,10985.15902,27278.12017,3698.455694,150.0677884
"3",1962,6536.830651,0,5643.749,16250.79017,4952.237016,206.3435893
"3",1963,51634.69513,0,3362.232449,21759.82931,6809.338448,81.31210903
"3",1964,50879.06544,0,4502.033651,29919.82046,2683.299598,108.4860131
"3",1965,21776.27536,0,6190.307681,11790.25581,3580.038431,125.2884722
"3",1966,14847.46047,0,2439.363271,15730.4719,4134.519584,354.70259
"3",1967,13716.62825,0,3254.580392,18166.82847,11705.18547,347.8057681
"3",1968,24348.06762,0,3758.654167,51431.87556,11477.59035,1118.174423
"3",1969,9898.306982,0,10641.0777,50431.83637,36899.75595,185.3799782
"3",1970,14352.54512,0,10434.17304,162135.2913,6117.53928,453.7633148
"3",1971,16992.09365,0,33545.23268,26880.09684,14974.18939,572.9808979
"3",1972,47016.95816,0,5561.399345,65795.68065,18908.36963,520.8045956
"3",1973,50375.31232,0,13612.89944,83082.23019,17186.55165,405.0008113
"3",1974,136926.5799,0,17189.42694,75516.66636,13365.02677,460.6612876
"3",1975,27706.42177,0,15624.13787,58725.11764,15201.82249,135.2576489
"3",1976,70350.56014,0,12150.02434,66795.88671,4463.502415,154.5994836
"3",1977,52443.14483,0,13819.83863,19612.3591,5101.78296,529.4956567
"3",1978,58358.98739,0,4057.729468,22416.92513,17473.35667,659.7342883
"3",1979,50937.49449,0,4637.984509,76776.87023,21771.23151,317.6234263
"3",1980,53767.35529,0,15884.8697,95661.47181,10481.57307,402.2879055
"3",1981,15721.44892,0,19792.02865,46055.39682,13275.50088,306.2770929
"3",1982,18621.89827,0,9528.70279,58331.74629,10107.14406,197.2131942
"3",1983,47753.90108,0,12068.63716,44410.17847,6508.035408,405.8348972
"3",1984,56125.57263,0,9188.312786,28595.91316,13392.55161,356.5602049
"3",1985,38912.15821,0,5916.395825,58846.0601,11766.48676,299.4949358
"3",1986,42254.34967,0,12175.04692,51701.22971,9883.332883,301.9435703
"3",1987,35573.74157,0,10696.80615,43426.7657,9964.13782,1545.023565
"3",1988,28564.09819,0,8984.848075,43781.8177,50985.77764,592.9955153
"3",1989,40028.0683,0,9058.30711,224028.4169,19568.852,470.0188919
"3",1990,41016.31191,0,46350.70695,85984.34972,15510.62343,234.5411056
"3",1991,26710.43275,0,17789.86546,68152.73933,7739.856484,155.7595575
"3",1992,28062.86483,0,14100.56676,34008.46031,5140.065396,1024.018485
"3",1993,98281.39354,0,7036.233168,22585.13583,33792.61,373.4281328
"3",1994,73815.71384,0,4672.786724,148482.6803,12323.12838,135.9062918
"3",1995,49050.92062,0,30720.55455,54147.07925,4484.90763,194.3465117
"3",1996,25500.19014,0,11202.84398,19706.41231,6413.434885,95.23607463
"3",1997,22454.15274,0,4077.188754,28180.24419,3142.790463,422.6801347
"3",1998,153858.4962,0,5830.395351,13809.23082,13948.44444,313.9455931
"3",1999,35179.37522,0,2857.082239,61288.61953,10360.20457,179.7081262
"3",2000,18465.92903,0,12680.40404,45522.11099,5930.368166,301.0994168
"3",2001,30222.9134,0,9418.367792,26057.6783,9936.280754,66.12641015
"3",2002,14712.19838,0,5391.243787,43659.41544,2182.171535,17.21183761
"3",2003,64365.86791,0,9032.982504,9588.329471,567.990641,118.2031653
"3",2004,49266.93234,0,1983.792304,2495.716453,3900.704456,47.62548745
"3",2005,30012.31941,0,516.3551282,17139.45898,1571.641086,34.36742318
"3",2006,51411.16246,0,3546.094961,6905.69568,1134.124965,89.43006622
"3",2007,10970.66213,0,1428.764623,4983.276362,2951.192185,82.77303275
"3",2008,3045.067853,0,1031.022696,12967.3596,2731.510081,117.094941
