"stk","alpha","beta0","sigma","deviance"
5,1.415,20.5,0.7497,-342.7
5,1.402,25.3,0.6731,-338.7
5,1.461,22.59,0.782,-343.6
5,1.521,24.43,0.7416,-343.9
5,1.568,37.19,0.792,-341.9
5,1.559,12.95,0.6901,-338.1
5,1.509,30.35,0.677,-340.7
5,1.595,28.66,0.7356,-343.8
5,1.394,16.1,0.6738,-339.4
5,1.443,20.22,0.6813,-341.1
5,1.405,13.01,0.8422,-341.3
5,1.513,27.12,0.7905,-343.8
5,1.442,16.25,0.7426,-342.7
5,1.491,12.1,0.9526,-337.3
5,1.452,19.83,0.6629,-340.1
5,1.479,28.96,0.7761,-343
5,1.421,6.012,0.8843,-338.1
5,1.515,16.5,0.7441,-342.6
5,1.587,11.21,0.7692,-338.7
5,1.527,21.05,0.7617,-343.8
5,1.459,21.3,0.6933,-342
5,1.703,34.91,0.8182,-342.4
5,1.481,19.52,0.6905,-341.9
5,1.59,37.71,0.7467,-341.8
5,1.43,12.32,0.7936,-341.9
5,1.407,9.777,0.8607,-340.1
5,1.605,28.3,0.6717,-341.4
5,1.639,29.71,0.8451,-342.8
5,1.443,32.07,0.715,-339.6
5,1.58,26.05,0.8479,-343
5,1.729,31.84,0.7806,-342.2
5,1.289,10.92,0.8833,-338.4
5,1.33,27.12,0.729,-337.2
5,1.519,25.09,0.6987,-342.8
5,1.773,35.07,0.8114,-341.1
5,1.65,30.23,0.6938,-342
5,1.551,26.66,0.8324,-343.4
5,1.472,33.81,0.7754,-341.1
5,1.662,36.8,0.7658,-342.8
5,1.639,21.01,0.7967,-342.1
5,1.534,22.61,0.8006,-343.8
5,1.714,33.06,0.7319,-342.1
5,1.402,16.75,0.8694,-341.2
5,1.633,19.17,0.8544,-340.7
5,1.29,8.822,0.8676,-338.6
5,1.494,22.47,0.7082,-343
5,1.442,19.07,0.7743,-343.3
5,1.493,26.06,0.6756,-341.3
5,1.504,32.62,0.8446,-341.7
5,1.488,20.88,0.9223,-340.2
5,1.567,21.37,0.66,-340.1
5,1.446,7.232,0.822,-339.6
5,1.461,28.03,0.8384,-342.1
5,1.72,37.48,0.7592,-342.1
5,1.597,27.51,0.7497,-344
5,1.564,25.3,0.8608,-342.7
5,1.53,14.04,0.7828,-341.8
5,1.393,8.475,0.797,-340.5
5,1.35,14.2,0.7805,-341.4
5,1.386,32.19,0.7483,-338
5,1.705,26.92,0.8411,-341.4
5,1.721,29.28,0.7179,-341.1
5,1.661,23.3,0.8642,-341.1
5,1.101,11.81,1.075,-325.6
5,1.602,25.76,0.7647,-343.9
5,1.445,17.18,0.9549,-338.3
5,1.419,22.15,0.7909,-342.9
5,1.514,26.44,0.8245,-343.4
5,1.667,30.63,0.794,-343.3
5,1.446,9.169,0.6627,-336.2
5,1.375,19.09,0.9924,-335.9
5,1.523,19.08,0.784,-343.5
5,1.701,31.79,0.9465,-338.5
5,1.564,20.98,0.7469,-343.4
5,1.506,18.47,0.6663,-340.3
5,1.403,5.721,0.8056,-339.2
5,1.61,24.29,0.6484,-339.2
5,1.566,25.32,0.7367,-343.9
5,1.45,25.59,0.7694,-343.1
5,1.489,25.48,0.7079,-342.8
5,1.449,20.12,0.7563,-343.4
5,1.575,20.87,0.7691,-343.4
5,1.785,42.4,0.6854,-337.4
5,1.652,28.78,0.7064,-342.4
5,1.502,15.5,0.8255,-342.2
5,1.447,22.94,0.7723,-343.4
5,1.181,9.262,0.7443,-334.5
5,1.775,44.94,0.7632,-339.5
5,1.464,15.09,0.7379,-342.3
5,1.53,6.881,0.8168,-337.8
5,1.381,26.05,0.8578,-340.2
5,1.384,14.34,0.6174,-333.7
5,1.396,11.8,0.7362,-341.1
5,1.329,26.91,0.7181,-336.8
5,1.443,18.1,0.7804,-343.2
5,1.355,14.13,0.7688,-341.5
5,1.46,26.18,0.6864,-341.2
5,1.422,14.71,0.7311,-342
5,1.683,33.49,0.8156,-342.8
5,1.459,5.283,0.7101,-336.2
5,1.265,15.05,0.9051,-337.2
5,1.408,11.9,0.9911,-335.8
5,1.706,11.73,0.9194,-333.1
5,1.43,14.8,0.7693,-342.5
5,1.558,19.77,0.7302,-342.9
5,1.558,16.84,0.708,-341.1
5,1.489,21.07,0.794,-343.7
5,1.574,26.4,0.6991,-342.9
5,1.64,30.94,0.8381,-342.9
5,1.493,16.75,0.8823,-341.2
5,1.544,19.26,0.8996,-340.8
5,1.68,21.91,0.7429,-340.8
5,1.521,18.83,0.8049,-343.2
5,1.445,13.81,0.7487,-342.1
5,1.537,15.89,0.792,-342.3
5,1.755,23.52,0.8537,-338.5
5,1.468,21.41,0.9695,-338
5,1.321,13.96,0.9065,-338.6
5,1.306,8.132,0.9457,-336.3
5,1.677,19.66,0.7691,-340.3
5,1.589,13.38,0.8461,-339.6
5,1.513,26.25,0.8116,-343.6
5,1.509,19.86,0.7249,-343.2
5,1.541,20.05,0.7204,-342.9
5,1.646,32.41,0.7307,-343.2
5,1.406,9.639,0.6959,-338.8
5,1.427,15.23,0.8856,-340.7
5,1.315,7.364,0.889,-338.1
5,1.551,33.64,0.7899,-342.9
5,1.398,12.57,0.7444,-341.5
5,1.477,17.32,0.7223,-342.6
5,1.437,19.71,0.7809,-343.3
5,1.522,14.82,0.8418,-341.5
5,1.339,10.44,0.6831,-337.6
5,1.343,7.996,0.7694,-339.9
5,1.724,25.47,0.7141,-339.7
5,1.414,8.226,0.8257,-340.2
5,1.471,29.18,0.8837,-340.9
5,1.659,25.23,0.7638,-342.8
5,1.452,12.78,0.8238,-341.7
5,1.531,20.63,0.8796,-341.8
5,1.252,15.54,0.7427,-337.5
5,1.225,8.602,0.8499,-337.3
5,1.58,32.2,0.9215,-340.1
5,1.644,27.64,0.7875,-343.5
5,1.654,24.97,0.8189,-342.6
5,1.387,20.72,0.6997,-340.7
5,1.478,20.82,0.746,-343.6
5,1.603,9.603,0.8886,-336.3
5,1.395,30.3,0.6993,-337.7
5,1.508,21.97,0.8943,-341.4
5,1.415,12.5,0.7525,-341.7
5,1.412,19.5,0.6749,-340.1
5,1.592,8.713,0.7585,-336.4
5,1.656,27.68,0.7356,-343
5,1.51,24.42,0.6561,-340.4
5,1.353,19.25,0.9402,-337.9
5,1.488,11.23,0.7265,-340.3
5,1.605,21.79,0.8941,-340.8
5,1.353,6.005,0.8437,-339
5,1.698,19.86,0.7847,-339.7
5,1.505,19.17,0.8577,-342.3
5,1.392,23.3,0.9081,-339.5
5,1.638,27.49,0.8012,-343.5
5,1.194,8.394,0.8815,-335.7
5,1.771,29.22,0.9103,-338.2
5,1.691,26.94,0.9252,-339.1
5,1.517,10.77,0.7869,-340.4
5,1.467,13.38,0.8391,-341.6
5,1.695,24.17,0.8266,-341.2
5,1.533,38.83,0.8209,-340.2
5,1.609,30.75,0.7895,-343.8
5,1.462,20.03,0.8422,-342.7
5,1.615,33.18,0.7788,-343.6
5,1.452,14.18,0.7648,-342.4
5,1.61,25.13,0.7179,-343
5,1.537,28.38,0.9325,-339.9
5,1.41,19.54,0.7428,-342.6
5,1.633,30.44,0.7976,-343.6
5,1.4,21.64,0.7634,-342.4
5,1.638,29.57,0.652,-339.7
5,1.594,36.37,0.6776,-340
5,1.478,10.01,0.7688,-340.6
5,1.295,16.7,0.7568,-339.5
5,1.475,15.86,0.7597,-342.8
5,1.459,24.31,0.8963,-341
5,1.67,32.56,0.7152,-342.5
5,1.518,11.17,0.8143,-340.5
5,1.324,10.73,0.721,-339.2
5,1.344,15.62,0.8088,-341.3
5,1.383,14.06,0.8172,-341.7
5,1.487,17.54,0.7782,-343.3
5,1.56,17.18,0.8204,-342.2
5,1.418,18.55,0.7577,-342.9
5,1.639,32.79,0.7869,-343.5
5,1.748,19.67,0.7473,-336.5
5,1.505,21.96,0.827,-343.3
5,1.657,21,0.7924,-341.6
5,1.353,16.51,0.8447,-341
5,1.366,20.89,0.8427,-341.1
5,1.661,28.31,0.7477,-343.2
5,1.566,30.82,0.7836,-343.8
5,1.407,13.05,0.7433,-341.7
5,1.481,25.92,0.8004,-343.4
5,1.509,21.41,0.779,-343.9
5,1.661,19.61,0.8182,-340.8
5,1.527,16.71,0.6837,-340.5
5,1.391,11.86,0.7336,-341
5,1.467,17.03,0.9075,-340.3
5,1.439,20.96,0.6726,-340.6
5,1.402,20.18,0.7951,-342.6
5,1.433,16.38,0.7264,-342.3
5,1.556,22.87,0.6435,-339.3
5,1.453,24.28,0.6971,-341.9
5,1.812,34.94,0.7508,-339.6
5,1.361,16.12,0.7037,-340.2
5,1.451,25.27,0.8065,-343
5,1.443,23.09,0.7427,-343
5,1.757,31.82,0.7552,-341.2
5,1.756,24.6,0.7929,-339.5
5,1.465,19.55,0.9078,-340.6
5,1.556,16.17,0.9115,-339.5
5,1.537,25.28,0.7185,-343.5
5,1.494,9.626,0.8876,-338.8
5,1.406,11.36,0.7082,-340.1
5,1.469,27.32,0.7781,-343.1
5,1.76,22.11,0.7775,-338
5,1.589,30.84,0.785,-343.9
5,1.41,25.24,0.8911,-340.2
5,1.51,37.07,0.781,-340.6
5,1.476,13.89,0.8358,-341.7
5,1.51,32.19,0.8064,-342.5
5,1.357,18.08,0.7865,-341.7
5,1.609,48.1,0.9316,-334.7
5,1.611,31.11,0.7844,-343.8
5,1.595,12.15,0.8358,-339
5,1.61,25.27,0.8227,-343.3
5,1.407,16.32,0.7927,-342.6
5,1.469,24.3,0.845,-342.6
5,1.526,30.51,0.9136,-340.3
5,1.389,15.07,0.7168,-341.2
5,1.533,33.47,0.8229,-342.3
5,1.732,26.55,0.7481,-340.7
5,1.655,31.73,0.7908,-343.5
5,1.456,15.42,0.8556,-341.7
5,1.447,25.37,0.871,-341.5
5,1.535,17.74,0.6872,-341
5,1.84,19.11,1.037,-327.5
5,1.49,26.44,0.7366,-343.4
5,1.604,31.82,0.8094,-343.5
5,1.645,31.26,0.8533,-342.5
5,1.751,25.72,0.7626,-339.9
5,1.353,13.26,0.7528,-341.1
5,1.557,24.98,0.7854,-344.1
5,1.585,16.65,0.7407,-341.4
5,1.638,29.57,0.8067,-343.5
5,1.697,32.87,0.8031,-342.8
5,1.569,20.51,0.6709,-340.5
5,1.444,32.47,0.811,-340.7
5,1.622,19.28,0.805,-341.8
5,1.295,10.51,0.7105,-338
5,1.528,16.61,0.7786,-342.8
5,1.533,15.38,0.8321,-341.8
5,1.419,9.604,0.8244,-340.7
5,1.705,27.85,0.6903,-340.2
5,1.595,21.45,0.767,-343.2
5,1.556,21.56,0.7941,-343.6
5,1.694,30.65,0.7559,-342.8
5,1.509,14.24,0.7073,-340.8
5,1.456,27.91,0.6428,-337.5
5,1.73,34.7,0.8088,-342.1
5,1.325,13.34,0.8084,-340.7
5,1.726,28.36,0.9434,-337.9
5,1.474,19.31,0.7327,-343.2
5,1.454,12.89,0.9889,-336.1
5,1.431,29.8,0.7588,-341.3
5,1.663,23.38,0.7982,-342.2
5,1.212,9.327,0.7313,-335.5
5,1.638,34.55,0.8806,-341.4
5,1.326,27.61,0.8026,-338.1
5,1.441,13.43,0.7279,-341.6
5,1.508,19.94,0.856,-342.4
5,1.61,30.41,0.8478,-342.8
5,1.301,22.85,0.777,-338.7
5,1.381,9.613,0.8013,-340.8
5,1.35,18.77,0.7396,-341
5,1.442,13.91,0.8461,-341.6
5,1.465,20.41,0.7938,-343.5
5,1.515,20.01,0.9924,-336.9
5,1.416,22.74,0.8092,-342.6
5,1.719,31.73,0.8184,-342.2
5,1.599,28.64,0.9438,-339.5
5,1.595,30.01,0.8235,-343.4
5,1.598,34.63,0.9148,-340.1
5,1.781,39.64,0.8072,-340.8
5,1.482,20.99,0.7157,-343
5,1.432,21.42,0.776,-343.2
5,1.682,26.57,0.7782,-342.6
5,1.314,9.779,0.7388,-339.4
5,1.627,21.33,0.7768,-342.5
5,1.568,30.78,0.6824,-341.8
5,1.365,19.42,0.782,-341.8
5,1.467,22.56,0.7805,-343.6
5,1.361,8.417,0.7425,-339.8
5,1.539,15.11,0.7395,-341.6
5,1.656,14.33,0.8033,-338.3
5,1.52,32.35,0.7966,-342.8
5,1.58,25.78,0.7343,-343.8
5,1.608,13.33,0.7784,-339.4
5,1.559,15.48,0.6554,-337.3
5,1.425,18.53,0.9005,-340.5
5,1.59,23.55,0.8937,-341.3
5,1.697,34.27,0.7878,-342.9
5,1.58,18.98,0.9078,-340
5,1.611,23.71,0.8291,-342.9
5,1.666,27.64,0.6718,-340.3
5,1.684,14.11,0.9393,-334.7
5,1.43,14.43,0.8477,-341.6
5,1.402,22.15,0.79,-342.5
5,1.16,8.421,0.8693,-334.7
5,1.518,24.44,0.7054,-343.1
5,1.401,14.58,0.7479,-342
5,1.569,17.15,0.7322,-341.8
5,1.505,40.03,0.7058,-336.6
5,1.585,23.88,0.7261,-343.4
5,1.405,16.1,0.8116,-342.3
5,1.517,30.4,0.8332,-342.7
5,1.455,11.33,0.8922,-339.6
5,1.788,30.04,0.7607,-339.7
5,1.401,20.56,0.877,-341
5,1.332,19.02,0.9552,-336.8
5,1.564,35.26,0.8179,-342.3
5,1.41,22.57,0.8882,-340.6
5,1.455,22.16,0.7302,-343.1
5,1.529,19.41,0.8136,-343.2
5,1.398,8.398,0.7745,-340.4
5,1.625,16.95,0.7478,-340.5
5,1.646,28.13,0.8038,-343.4
5,1.361,20.23,0.7407,-341.2
5,1.257,14.72,0.7663,-338.3
5,1.368,24.69,0.8283,-340.7
5,1.452,16.08,0.9597,-338
5,1.588,12.73,0.8547,-339.1
5,1.702,15.02,0.8488,-336.6
5,1.634,24.53,0.7274,-342.7
5,1.545,20.6,0.7351,-343.3
5,1.29,6.638,0.8363,-338.7
5,1.337,6.308,0.6422,-332.4
5,1.398,16.21,0.8431,-341.7
5,1.55,37.42,0.8007,-341.5
5,1.315,18.12,0.8185,-340.3
5,1.694,31.72,0.709,-341.9
5,1.493,32.59,0.918,-339.2
5,1.579,23.27,0.746,-343.7
5,1.603,20.84,0.8765,-341.2
5,1.591,21.44,0.8997,-340.7
5,1.47,11.91,0.7677,-341.5
5,1.33,13.09,0.8725,-339.7
5,1.712,25.56,0.8257,-341.1
5,1.371,9.441,0.6897,-338.2
5,1.397,16.98,0.8743,-341
5,1.407,17.49,0.6935,-340.9
5,1.594,42.48,0.7509,-339.5
5,1.444,12.77,0.7499,-341.8
5,1.478,30.51,0.8462,-341.7
5,1.433,25.06,0.7527,-342.7
5,1.592,19.63,0.8223,-342.4
5,1.672,24.29,0.7705,-342.3
5,1.464,34.71,0.8918,-338.8
5,1.517,27.33,0.7687,-343.9
5,1.348,14.29,0.9954,-335.4
5,1.37,17.84,0.837,-341.5
5,1.541,24.03,0.7465,-344
5,1.461,25.36,0.7758,-343.3
5,1.548,31.27,0.8932,-341.2
5,1.601,27.06,0.7709,-344
5,1.686,35.41,0.7959,-342.8
5,1.424,10.67,0.7556,-341.1
5,1.546,24.55,0.7824,-344.1
5,1.661,22.51,0.6965,-340.2
5,1.292,15.71,0.7955,-339.8
5,1.611,23.27,0.6795,-341.1
5,1.362,6.144,0.7098,-337.6
5,1.632,31.45,0.7782,-343.7
5,1.415,8.631,0.8157,-340.4
5,1.58,38.43,0.782,-341.6
5,1.631,29.83,0.807,-343.6
5,1.501,18.71,0.7586,-343.4
5,1.27,17.21,0.877,-337.9
5,1.488,8.501,0.7413,-339.1
5,1.511,10.92,0.7536,-340.3
5,1.317,15.8,0.716,-339.3
5,1.515,20.45,0.8145,-343.4
5,1.586,21.21,0.7251,-342.7
5,1.316,7.325,0.7101,-337.6
5,1.259,9.038,0.8793,-337.7
5,1.642,28.8,0.7483,-343.5
5,1.446,10.31,0.7735,-341.1
5,1.634,30.41,0.7536,-343.7
5,1.451,17.16,0.8064,-342.9
5,1.318,5.818,0.7678,-338.8
5,1.59,24.88,0.7106,-343.1
5,1.441,13.39,0.7527,-342.1
5,1.448,7.705,0.8182,-339.8
5,1.453,23.6,0.8341,-342.7
5,1.565,7.077,0.8754,-336.3
5,1.568,9.675,0.8078,-338.5
5,1.752,30.15,0.765,-341.2
5,1.453,23.44,0.8172,-343.1
5,1.639,25.86,0.8773,-341.6
5,1.636,24.94,0.7165,-342.5
5,1.428,24.38,0.8337,-342.2
5,1.479,11.54,0.8141,-341.2
5,1.256,8.832,0.7896,-338.5
5,1.459,11,0.7877,-341.3
5,1.43,9.789,0.7463,-340.6
5,1.561,20.13,0.7912,-343.3
5,1.323,12.81,0.8279,-340.4
5,1.502,7.888,1.069,-330.3
5,1.595,22.69,0.7754,-343.5
5,1.522,27.83,0.8843,-341.7
5,1.682,45.8,0.8701,-338.6
5,1.469,5.721,0.7315,-337.2
5,1.584,23.9,0.8804,-341.8
5,1.482,25.34,0.8617,-342.3
5,1.596,20.3,0.7554,-342.8
5,1.563,37.48,0.7382,-341.3
5,1.491,24.03,0.8661,-342.3
5,1.581,25.21,0.6539,-340.3
5,1.523,22.44,0.8112,-343.7
5,1.357,31.56,0.8564,-337.3
5,1.55,24.19,0.7005,-342.9
5,1.553,26.71,0.7224,-343.6
5,1.642,32.62,0.8924,-341.2
5,1.261,11.75,0.7921,-338.9
5,1.455,9.656,0.7818,-340.8
5,1.378,18.93,0.7268,-341.5
5,1.334,9.727,0.7209,-339.2
5,1.473,7.923,0.7428,-339
5,1.54,30.55,0.7414,-343.4
5,1.341,10.03,0.946,-337
5,1.678,20.76,0.855,-340.1
5,1.65,29.13,0.7113,-342.7
5,1.398,20.01,0.8888,-340.6
5,1.507,45.89,0.7975,-334.7
5,1.544,22.5,0.8345,-343.2
5,1.256,8.847,0.8265,-338.4
5,1.541,26.17,0.8579,-342.8
5,1.667,28.58,0.6761,-340.7
5,1.553,20.04,0.7719,-343.5
5,1.555,29.49,0.8664,-342.3
5,1.547,16.26,0.8251,-342
5,1.611,18.57,0.8146,-341.7
5,1.595,17.65,0.876,-340.5
5,1.582,20.6,0.8975,-340.7
5,1.367,31.33,0.8374,-338.1
5,1.146,11.52,0.7722,-333.2
5,1.482,21.58,0.6513,-339.7
5,1.496,14.2,0.7248,-341.5
5,1.321,21.35,0.788,-340
5,1.572,7.522,0.8365,-336.9
5,1.448,13.43,0.7593,-342.1
5,1.351,16.29,0.7897,-341.6
5,1.404,20.35,0.7217,-342
5,1.359,12.63,0.9289,-338.2
5,1.621,25.94,0.7412,-343.5
5,1.703,42.22,0.7563,-340.9
5,1.514,26.17,0.7993,-343.8
5,1.649,33.43,0.8909,-341.2
5,1.778,37.41,0.7418,-340.6
5,1.655,31.58,0.9057,-340.7
5,1.509,29.58,0.6761,-340.9
5,1.494,24.36,0.7889,-343.8
5,1.474,14.23,0.7731,-342.4
5,1.523,29.68,0.8088,-343.3
5,1.395,12.27,0.8466,-341
5,1.642,30.3,0.747,-343.6
5,1.503,16.57,0.8883,-340.9
5,1.541,25.74,0.7861,-344.1
5,1.5,17.55,0.7941,-343.2
5,1.884,33.59,0.8241,-336.7
5,1.397,7.25,0.7586,-339.7
5,1.635,22.5,0.6722,-339.7
5,1.551,24.17,0.736,-343.8
5,1.851,28.47,0.7625,-335.9
5,1.608,13.59,0.845,-339.2
5,1.525,28.79,0.6845,-341.8
5,1.533,23.54,0.7273,-343.7
5,1.756,40.98,0.732,-340.4
5,1.573,24.27,0.7653,-344
5,1.585,23.82,0.6945,-342.4
5,1.554,16.64,0.7518,-342.2
5,1.463,9.101,0.7425,-339.9
5,1.443,13.34,0.7031,-340.7
5,1.592,26.52,0.8717,-342.3
5,1.471,8.977,0.7123,-338.7
5,1.668,15.39,0.777,-338.3
5,1.343,11.91,0.9212,-338.2
5,1.608,27.62,0.7687,-344
5,1.685,19.03,0.7561,-339.4
5,1.549,27.99,0.7511,-344
5,1.504,30.67,0.7399,-342.7
5,1.772,31.51,0.8074,-340.8
5,1.343,13.52,0.8077,-341.1
5,1.34,16.85,0.7418,-340.8
5,1.405,26.03,0.7192,-340.8
5,1.395,7.472,0.831,-339.8
5,1.57,24.24,0.7325,-343.7
5,1.387,19.85,0.7702,-342.3
5,1.43,36.54,1.021,-332.1
5,1.541,37.35,0.7477,-341
5,1.388,16.82,0.7844,-342.4
5,1.437,22.79,0.7338,-342.8
5,1.294,15.24,0.8105,-339.9
5,1.534,20.19,0.7355,-343.3
5,1.33,12.69,0.7371,-340.2
5,1.67,30.84,0.7871,-343.3
5,1.479,7.018,0.8739,-338.2
5,1.472,11.9,0.7256,-340.8
5,1.675,37.56,0.7769,-342.6
5,1.431,16.88,0.8383,-342.2
5,1.363,18.27,0.7904,-341.8
5,1.51,19.42,0.7955,-343.5
5,1.514,13.06,0.7994,-341.5
5,1.475,19.72,0.6818,-341.5
5,1.7,11.07,0.9499,-332.1
5,1.464,22.11,0.8333,-342.9
5,1.342,7.383,0.9251,-337.2
5,1.47,21.5,0.8668,-342.1
5,1.663,23.36,0.9018,-339.9
5,1.355,8.121,0.7786,-340.1
5,1.279,13.96,0.695,-336.8
5,1.782,46.95,0.7937,-339
5,1.338,10.71,0.8182,-340.5
5,1.376,21.52,0.7022,-340.3
5,1.431,15.57,0.7553,-342.6
5,1.227,6.384,0.9611,-334.1
5,1.719,17.18,0.8446,-337.1
5,1.414,20.8,0.7383,-342.5
5,1.556,21.38,0.7613,-343.7
5,1.475,23.6,0.7707,-343.7
5,1.464,10.32,0.7217,-339.9
5,1.429,12.65,0.8061,-341.9
5,1.649,15.46,0.7692,-339
5,1.471,31.83,0.7763,-341.9
5,1.597,14.53,0.8042,-340.4
5,1.611,9.081,0.8738,-336.1
5,1.354,9.882,0.7971,-340.7
5,1.688,30.84,0.6596,-339.3
5,1.571,26.25,0.7411,-344
5,1.45,26.35,0.8604,-341.7
5,1.252,5.68,0.886,-336.8
5,1.57,31.55,0.6512,-339.6
5,1.539,26.65,0.7803,-344.1
5,1.389,12.51,0.8897,-339.9
5,1.371,16.29,0.9948,-335.8
5,1.453,22.58,0.7574,-343.4
5,1.898,37.98,0.8111,-336.9
5,1.618,25.51,0.7735,-343.7
5,1.8,35.05,0.8355,-340.1
5,1.44,12.38,0.8138,-341.7
5,1.496,18.59,0.6824,-341.3
5,1.505,18.22,0.7905,-343.3
5,1.85,43.02,0.7902,-338.7
5,1.539,16.55,0.8484,-341.7
5,1.566,20.4,0.7719,-343.4
5,1.601,25.82,0.9785,-337.8
5,1.616,27.19,0.8077,-343.6
5,1.18,5.148,0.7811,-335.2
5,1.312,10.95,0.7346,-339.4
5,1.576,24.45,0.8304,-343.3
5,1.538,24.74,0.7601,-344.1
5,1.574,30.59,0.6607,-340.6
5,1.622,32.27,0.7227,-343.1
5,1.485,17.5,0.7275,-342.8
5,1.544,22.07,0.7281,-343.5
5,1.565,23.17,0.8392,-343.1
5,1.601,22.19,0.8336,-342.7
5,1.601,26.23,0.6741,-341.5
5,1.545,12.55,0.8433,-340.2
5,1.506,7.798,0.7845,-338.9
5,1.501,24.67,0.7462,-343.8
5,1.593,38.73,0.8468,-341
5,1.564,29.25,0.7213,-343.5
5,1.711,31.15,0.8718,-341.1
5,1.702,27.96,0.6762,-339.5
5,1.624,18.24,0.9524,-337.3
5,1.756,23.16,0.8697,-338.1
5,1.582,31.49,0.7788,-343.8
5,1.752,41.06,0.7997,-341.1
5,1.609,19.72,0.8757,-340.8
5,1.725,33.71,0.7489,-342.2
5,1.458,10.55,0.6912,-338.8
5,1.457,25.8,0.6489,-338.7
5,1.527,20.31,0.6949,-342.2
5,1.433,10.32,0.8436,-340.6
5,1.693,18.6,0.7603,-338.9
5,1.557,17.28,0.7274,-342
5,1.533,26.91,0.7811,-344
5,1.315,12.77,0.8071,-340.5
5,1.604,21.76,0.7595,-343.1
5,1.447,23.49,0.7307,-342.9
5,1.513,24.96,0.6906,-342.4
5,1.738,35.38,0.8108,-341.9
5,1.26,19.28,0.8255,-338
5,1.574,16.79,0.8708,-340.7
5,1.425,18.8,0.7823,-343.1
5,1.458,17.62,0.7601,-343.2
5,1.259,18.54,0.7892,-338.1
5,1.488,18.51,0.7194,-342.8
5,1.572,30.24,0.7254,-343.4
5,1.579,27.14,0.7357,-343.9
5,1.356,14.45,0.7774,-341.6
5,1.375,10.96,0.8363,-340.8
5,1.579,9.587,0.6934,-334.9
5,1.621,24.06,0.8993,-340.8
5,1.498,23.53,0.7596,-343.9
5,1.748,35.8,0.8675,-340.6
5,1.613,31.14,0.8305,-343.2
5,1.744,22.25,0.7478,-338.3
5,1.502,33.24,0.9198,-339.1
5,1.67,28.61,0.7497,-343.1
5,1.575,13.63,0.7891,-340.6
5,1.581,22.31,0.757,-343.6
5,1.867,40.56,0.7594,-337.9
5,1.483,26.58,0.7547,-343.5
5,1.484,30.16,0.8263,-342.3
5,1.42,24.36,0.9076,-339.9
5,1.536,9.617,0.8398,-339.1
5,1.362,18.57,0.8133,-341.6
5,1.337,18.13,0.7902,-341.1
5,1.524,29.66,0.936,-339.5
5,1.442,16.86,0.7747,-343
5,1.416,17.91,0.8031,-342.7
5,1.444,20.51,0.8592,-342.1
5,1.689,31.7,0.72,-342.3
5,1.484,15.42,0.918,-339.6
5,1.461,25.07,0.7637,-343.4
5,1.627,22.83,0.7966,-342.9
5,1.485,22.6,0.6986,-342.5
5,1.967,51.63,0.8807,-333.3
5,1.424,16.17,0.7767,-342.8
5,1.394,23.36,0.7861,-342.1
5,1.351,24.35,0.8095,-340.4
5,1.244,7.096,0.8836,-337
5,1.6,27.07,0.8474,-342.9
5,1.811,39.71,0.8636,-339.3
5,1.745,32.83,0.9149,-339.1
5,1.501,17.75,0.7477,-343.1
5,1.447,25.17,0.7648,-343.1
5,1.328,17.88,0.8798,-339.5
5,1.597,17.98,0.8078,-341.9
5,1.526,17.8,0.8366,-342.4
5,1.643,30.19,0.7457,-343.5
5,1.48,23.46,0.7676,-343.8
5,1.572,18.85,0.8326,-342.3
5,1.499,17.34,0.7506,-343.1
5,1.403,17.42,0.7734,-342.6
5,1.401,19.5,0.779,-342.7
5,1.556,35.65,0.7985,-342.3
5,1.663,31.56,0.7464,-343.3
5,1.822,37.75,0.8586,-339.2
5,1.273,8.002,0.7536,-338.3
5,1.56,20.86,0.73,-343.1
5,1.485,9.817,0.723,-339.4
5,1.542,30.39,0.8583,-342.4
5,1.556,31.33,0.7496,-343.5
5,1.71,22.02,0.7724,-340.1
5,1.833,37.41,0.7633,-339.2
5,1.491,19.12,0.7794,-343.6
5,1.402,10.79,0.8421,-340.8
5,1.63,18.97,0.8508,-340.8
5,1.511,28.18,0.8322,-343
5,1.612,28.73,0.7706,-344
5,1.423,12.2,0.6707,-338.5
5,1.488,19.23,0.7599,-343.6
5,1.687,25.46,0.935,-338.6
5,1.536,21.35,0.8351,-343.1
5,1.486,13.48,0.7396,-341.7
5,1.379,7.35,0.8562,-339.4
5,1.605,28.57,0.7632,-344
5,1.47,25.1,0.7783,-343.5
5,1.431,30.16,0.7052,-339.7
5,1.633,30.85,0.6896,-342.1
5,1.497,39.3,0.7976,-339
5,1.445,21.12,0.8043,-343.2
5,1.581,21.94,0.8637,-342.1
5,1.476,13.83,0.6495,-337.4
5,1.509,16.23,0.8569,-341.7
5,1.528,16.23,0.8833,-340.8
5,1.581,11.84,0.8452,-339
5,1.599,22.3,0.8811,-341.4
5,1.832,29.29,0.7892,-337.8
5,1.668,23.62,0.8249,-341.9
5,1.564,23.7,0.9223,-340.4
5,1.655,27.66,0.7357,-343
5,1.236,16.41,0.7097,-335.1
5,1.548,25.29,0.76,-344.1
5,1.346,20.43,0.9319,-338
5,1.298,21.27,0.8241,-339.1
5,1.5,19.05,0.7446,-343.4
5,1.468,22.37,0.7823,-343.7
5,1.465,9.792,0.9574,-336.6
5,1.623,28.97,0.6822,-341.8
5,1.44,12.59,0.864,-340.8
5,1.614,37.8,0.7929,-342.3
5,1.56,37.26,0.8405,-341.2
5,1.609,33.17,0.7385,-343.3
