stk,yr,ets,rec2,rec3,rec4,rec5,rec6
16,2010,0.010561,0,0.002387,0.038010733,0.004145447,0
16,2011,0.041377,0,0.001178,0.03383581,0.00243,0
16,2012,0.010841,NA,NA,NA,NA,NA
16,2013,0.043751,NA,NA,NA,NA,NA
16,2014,0.013454,NA,NA,NA,NA,NA
16,2015,0.01693,NA,NA,NA,NA,NA
17,1973,0.018428,0,0.000146,0.067467,0.005741,0
17,1974,0.003634,0,0.000195,0.020017,0,0
17,1975,0.013998,0,0.00034,0.152807,0.005729,0
17,1976,0.001685,0,2.70E-05,0.007247,0,0
17,1977,0.017648,0,0.000172,0.125303,0.006574,0
17,1978,0.002561,0,8.30E-05,0.028397,0.002767,0
17,1979,0.036634,0,5.00E-06,0.083912,0.017456,0
17,1980,0.002908,0,4.00E-06,0.016037,0.005331,0
17,1981,0.019148,0,5.00E-06,0.073214,0.00353,0
17,1982,0.002315,0,0,0.005364,0.001411,0
17,1983,0.027352,0,3.20E-05,0.13848,0.011219,0
17,1984,0.007721,0,0,0.020594,0.004323,0
17,1985,0.013638,0,0,0.041411,0.005442,0
17,1986,0.003511,0,0,0.01608,0.004758,0
17,1987,0.032364,0,1.60E-05,0.170901,0.020119,0
17,1988,0.008784,0,0,0.048538,0.009201,0
17,1989,0.00494,0,0,0.015466,0.003412,0
17,1990,0.005998,0,0,0.014995,0.000739,0
17,1991,0.060761,0,0.000112,0.047222,0.009005,0
17,1992,0.004503,0,9.00E-06,0.05495,0.049754,0
17,1993,0.009052,0,0,0.051434,0.005268,0
17,1994,0.001948,0,0,0.009887,0.008471,0
17,1995,0.016646,0,2.50E-05,0.065492,0,0
17,1996,0.036224,0,4.00E-06,0.451557,0.095036,0
17,1997,0.007432,0,0,0.002444,0.000742,0
17,1998,0.003544,0,9.00E-06,0.003913,0.000957,0
17,1999,0.009807,0,0,0.011388,0,0
17,2000,0.119329,0,0,0.233547,0.02599,0
17,2001,0.039062,0,0,0.04802,0.048105,0
17,2002,0.001901,0,0,0.005758,0.000422,0
17,2003,0.003133,0,0,0.00337,0.000335,0
17,2004,0.022359,0,3.20E-05,0.200535,0.018897465,0
17,2005,0.021798,0,0,0.0115626,0.004647403,0
17,2006,0.008084,0,2.00E-06,0.043268923,0.021608825,0
17,2007,0.001724,0,0,0.01034465,0.001161134,0
17,2008,0.018491,0,4.00E-06,0.085923949,0.005137997,0
17,2009,0.007896,0,0,0.017151843,0.004628786,0
17,2010,0.019526,0,0.000273,0.12060558,0.077944541,0
17,2011,0.004266,0,0,0.009084445,0.002139,0
17,2012,0.029977,NA,NA,NA,NA,NA
17,2013,0.012637,NA,NA,NA,NA,NA
17,2014,0.053945,NA,NA,NA,NA,NA
17,2015,0.02306,NA,NA,NA,NA,NA
18,1948,0.052810368,0,0,0.026803,0.095917,0
18,1949,0.008858944,0,0,0.006085,0.013251,0
18,1950,0.029212481,0,6.20E-05,0.091231,0.055044,0
18,1951,0.036081363,0,0,0.041761,0.078541,0
18,1952,0.04645405,0,0,0.039952,0.03189,0
18,1953,0.017029776,0,0,0.012688,0.012372,0
18,1954,0.016885554,0,4.20E-05,0.037926,0.013126,0
18,1955,0.0170525,0,5.00E-06,0.078394,0.085616,0
18,1956,0.030999595,0,1.50E-05,0.028169,0.038686,0
18,1957,0.011138505,0,0,0.003474,0.024544,0
18,1958,0.010288609,0,1.20E-05,0.012978,0.003157,0
18,1959,0.015524924,0,1.00E-05,0.0218,0.039932,0
18,1960,0.025488935,0,0,0.005842,0.027406,0
18,1961,0.012931788,0,7.40E-05,0.026282,0.074479,0
18,1962,0.016595272,0,4.60E-05,0.024085,0.032679,0
18,1963,0.01377372,0,6.80E-05,0.088616,0.054052,0
18,1964,0.015255708,0,6.80E-05,0.048016,0.142584,0
18,1965,0.007973816,0,0,0.014943,0.024041,0
18,1966,0.02234458,0,6.50E-05,0.024568,0.051336,0
18,1967,0.012105154,0,2.90E-05,0.024122,0.042747,0
18,1968,0.018392855,0,4.50E-05,0.038212,0.067282,0
18,1969,0.026493482,0,0,0.009262,0.051821,0
18,1970,0.007198327,0,8.10E-05,0.021806,0.032749,0
18,1971,0.015746564,0,0.000462,0.091337,0.123848,0
18,1972,0.01471294,0,3.10E-05,0.0783,0.044584,0
18,1973,0.012363415,0,1.10E-05,0.011903,0.017262,0
18,1974,0.021871979,0,0.000178,0.053388,0.078361,0
18,1975,0.041955304,0,8.10E-05,0.06418,0.020578,0
18,1976,0.037989808,0,4.10E-05,0.013812,0.091485,0
18,1977,0.015999355,0,5.70E-05,0.015331,0.018676,0
18,1978,0.029311027,0,0,0.010736,0.024013,0
18,1979,0.038066117,0,2.20E-05,0.00377,0.034444,0
18,1980,0.019987935,0,8.00E-06,0.010736,0.006169,0
18,1981,0.026741006,0,0,0.002416,0.031641,0
18,1982,0.010056814,0,3.70E-05,0.004318,0.01391,0
18,1983,0.019771924,0,2.20E-05,0.01173,0.050301,0
18,1984,0.01841745,0,0.000107,0.018612,0.056977,0
18,1985,0.004335756,0,2.60E-05,0.00618,0.017002,0
18,1986,0.03044751,0,0,0.006413,0.033585,0
18,1987,0.014960163,0,3.00E-06,0.007374,0.014591,0
18,1988,0.036340357,0,0,0.002587,0.05849,0
18,1989,0.023989454,0,7.00E-06,0.004944,0.011658,0
18,1990,0.014122097,0,1.80E-05,0.001561,0.007538,0
18,1991,0.0225,0,1.00E-06,0.00171,0.032177,0
18,1992,0.011850624,0,0,0.029707,0.070846,0
18,1993,0.025675223,0,1.10E-05,0.016103,0.086635,0
18,1994,0.0106607,0,8.10E-05,0.004617,0.030016,0
18,1995,0.006651,0,0,0.008821,0.04415,0
18,1996,0.056449779,0,1.80E-05,0.021331,0.129612,0
18,1997,0.040717556,0,1.10E-05,0.012324,0.083927,0
18,1998,0.08346836,0,1.90E-05,0.033437,0.098506,0
18,1999,0.037368997,0,0,0.024538,0.118076,0
18,2000,0.04621822,0,1.50E-05,0.041913,0.06936,0
18,2001,0.137313306,0,0,0.007379,0.047231,0
18,2002,0.089790485,0,1.50E-05,0.02498,0.044165,0
18,2003,0.076602053,0,0,0.000373,0.013413,0
18,2004,0.061507201,0,9.00E-06,0.009201,0.030713253,0
18,2005,0.063214116,0,0,0.001726485,0.006609082,0
18,2006,0.03959811,0,8.00E-06,0.012709774,0.054306598,0
18,2007,0.042521507,0,0,0.011425159,0.069776353,0
18,2008,0.013444786,0,9.00E-06,0.014412244,0.06553857,0
18,2009,0.031920542,0,0,0.009166234,0.039967184,0
18,2010,0.016791152,0,3.80E-05,0.015542794,0.028122456,0
18,2011,0.056636435,0,1.10E-05,0.026530619,0.050181,0
18,2012,0.078088966,NA,NA,NA,NA,NA
18,2013,0.056020969,NA,NA,NA,NA,NA
18,2014,0.030292808,NA,NA,NA,NA,NA
18,2015,0.039075901,NA,NA,NA,NA,NA
19,1948,0.026162,0,0,0.043283,0,0
19,1949,0.007949,0,0.011423,0.02565,0,0
19,1950,0.032833,0,0.048269,0.02983,0,0
19,1951,0.017035,0.000903,0.103041,0.018078,0,0
19,1952,0.025751,0,0.018421,0.004633,0,0
19,1953,0.020441,0,0.002232,0.007552,0,0
19,1954,0.027784,0,0.006146,0.008651,0,0
19,1955,0.005584,8.70E-05,0.060115,0.080836,0,0
19,1956,0.002586,0,0.087258,0.0096,0,0
19,1957,0.003785,4.30E-05,0.025371,0.034739,0,0
19,1958,0.014587,0.000107,0.055305,0.00448,0,0
19,1959,0.027738,1.40E-05,0.010452,0.031079,0,0
19,1960,0.017039,0,0.026094,0.003357,0,0
19,1961,0.042346,4.10E-05,0.001634,0.01155,0,0
19,1962,0.008065,0,0.031134,0.019678,0,0
19,1963,0.022258,0,0.050277,0.037548,0,0
19,1964,0.0022,4.70E-05,0.043883,0.007247,0,0
19,1965,0.015003,6.50E-05,0.008237,0.012043,0,0
19,1966,0.032499,1.90E-05,0.042848,0.012577,0,0
19,1967,0.020406,0.000145,0.021814,0.028976,0,0
19,1968,0.005366,0.000126,0.013492,0.004193,0,0
19,1969,0.014685,0,0.00215,0.005152,0,0
19,1970,0.012573,9.80E-05,0.01881,0.020855,0,0
19,1971,0.00379,0,0.061283,0.023176,0,0
19,1972,0.001346,0,0.001153,0.00081,0,0
19,1973,0.003052,0,0.032256,0.005425,0,0
19,1974,0.01692,0,0.006133,0.034205,0,0
19,1975,0.00585,0,0.022979,0.105641,0,0
19,1976,0.005058,0,0.04341,0.001184,0,0
19,1977,0.002236,0,0.016076,0.007982,0,0
19,1978,0.019655,0,0.007016,0.034177,0,0
19,1979,0.045543,0,0.00047,0.010425,0,0
19,1980,0.005092,0,0.013416,0.000977,0,0
19,1981,0.003193,0,0.012466,0.005403,0,0
19,1982,0.009167,0,0.004275,0.024681,0,0
19,1983,0.004171,0,0.007855,0.009995,0,0
19,1984,0.001265,6.90E-05,0.003558,0.001569,0,0
19,1985,0.0041,6.90E-05,0.003694,0.010713,0,0
19,1986,0.007,0,0.00568,0.003927,0,0
19,1987,0.004973,0,0.0033,0.041748,0,0
19,1988,0.001544,0.000185,0.002005,0.001786,0,0
19,1989,0.002867,0,0.000489,0.012934,0,0
19,1990,0.004515,0,0.061732,0.064156,0,0
19,1991,0.014768,0,0.004426,0.033685,0,0
19,1992,0.000313,0,0.000517,0.003219,0,0
19,1993,0.003249,0,0.014645,0.004451,0,0
19,1994,0.009294,0,0.000286,0.020396,0,0
19,1995,0.01646,0,0.001537,0.048276,0,0
19,1996,0.015303,0,0.003058,0.004502,0,0
19,1997,0.001409,0,0.010357,0.071883,0,0
19,1998,0.00445,0,0.01816,0.04605,0,0
19,1999,0.008565,0,0.016673,0.074656,0,0
19,2000,0.004343,0,0.00795,0.003873,0,0
19,2001,0.015234,0,0.05396,0.333007,0,0
19,2002,0.041177,0,0.088078,0.188564,0,0
19,2003,0.008234,0,0.020138,0.083148,0,0
19,2004,0.002106,0,0.107366,0.03485,0,0
19,2005,0.386264,0,0.00577,0.010133059,0,0
19,2006,0.168093,0,0.390122771,0.998291568,0,0
19,2007,0.128166,0,0.304932697,1.33184975,0,0
19,2008,0.006708,0,0.057906511,0.118829728,0,0
19,2009,0.287754,0,0.025206306,0.149543523,0,0
19,2010,0.713749,0,0.229656125,1.263346311,0,0
19,2011,0.72917,0,0.059103921,0.170651137,0,0
19,2012,0.070261,0,0.01456778,0.067387,0,0
19,2013,0.239145,NA,NA,NA,NA,NA
19,2014,0.386606,NA,NA,NA,NA,NA
19,2015,0.11479,NA,NA,NA,NA,NA
