stk,yr,ets,rec2,rec3,rec4,rec5,rec6
3,1969,0.044324,0,0.000131,0.235729,0.017385,0
3,1970,0.041923,0,0.00117,0.228808,0.00413,0
3,1971,0.03858,0,0.000496,0.508759,0,0
3,1972,0.03532,0,0.000204,0.711226,0.044784,0
3,1973,0.029383,0,1.10E-05,0.075813,0.010077,0
3,1974,0.040008,0,0.001823,0.281752,0.019534,0
3,1975,0.111969,0,0.003852,1.832708,0.064645,0
3,1976,0.129085,0,0.00015,0.216701,0.027506,0
3,1977,0.020348,0,7.40E-05,0.209138,0.056488,0
3,1978,0.05736,0,0.00086,0.388505,0.04804,0
3,1979,0.269624,0,3.10E-05,0.478737,0.145156,0
3,1980,0.052417,0,0.000207,0.535944,0.219255,0
3,1981,0.021014,0,2.80E-05,0.234136,0.051734,0
3,1982,0.06295,0,0.0019,0.309369,0.046504,0
3,1983,0.111823,0,0.001129,1.097744,0.158607,0
3,1984,0.059694,0,0.00017,0.744589,0.26643,0
3,1985,0.040151,0,8.70E-05,0.097659,0.030996,0
3,1986,0.07486,0,2.30E-05,0.445398,0.116424,0
3,1987,0.183961,0,1.40E-05,0.353471,0.082191,0
3,1988,0.333462,0,0.000158,0.566227,0.425114,0
3,1989,0.038749,0,2.80E-05,0.127212,0.095047,0
3,1990,0.093359,0,0.001145,0.861027,0.089664,0
3,1991,0.094311,0,0.000259,0.299039,0.037271,0
3,1992,0.097338,0,0.000275,0.734393,0.133793,0
3,1993,0.087626,0,1.30E-05,0.068158,0.241673,0
3,1994,0.12298,0,0.000127,0.593409,0.088649,0
3,1995,0.087748,0,7.50E-05,0.127344,0.05654,0
3,1996,0.309564,0,1.60E-05,0.635499,0.176479,0
3,1997,0.051642,0,0,0.068515,0.056658,0
3,1998,0.182986,0,7.30E-05,0.504421,0.133503,0
3,1999,0.125908,0,0,0.143988,0.030474,0
3,2000,0.346687,0,0,0.647582,0.070089,0
3,2001,0.137938,0,0,0.20341,0.083718,0
3,2002,0.321556,0,4.70E-05,0.224262,0.024066,0
3,2003,0.07788,0,5.00E-06,0.034522,0.014605,0
3,2004,0.08649,0,0.000153,0.213103,0.032646743,0
3,2005,0.17455,0,1.20E-05,0.006640015,0.004885414,0
3,2006,0.145611,0,8.70E-05,0.391375934,0.081433672,0
3,2007,0.038803,0,2.00E-05,0.113252126,0.024678208,0
3,2008,0.137941,0,0.000454,0.259519218,0.014452617,0
3,2009,0.027404,0,0,0.151519373,0.047533591,0
3,2010,0.195995254,0,0.012308,1.441852257,0.129017383,0
3,2011,0.051111,0,0,0.042845325,0.00914,0
3,2012,0.078930486,NA,NA,NA,NA,NA
3,2013,0.097523,NA,NA,NA,NA,NA
3,2014,0.458126,NA,NA,NA,NA,NA
3,2015,0.09415,NA,NA,NA,NA,NA
4,1948,0.023945,0,0,0.080266,0,0
4,1949,0.019672,0,4.50E-05,0.062746,0,0
4,1950,0.014253,0,0.00055,0.065365,0.009633,0
4,1951,0.019186,0,0.000378,0.103443,0,0
4,1952,0.016461,0,8.00E-06,0.036992,0.006304,0
4,1953,0.011721,0,3.00E-06,0.070599,0.004977,0
4,1954,0.009283,0,0.000652,0.062971,0.003293,0
4,1955,0.008255,0,4.30E-05,0.092623,0.004289,0
4,1956,0.006174,0,0,0.027586,0.01016,0
4,1957,0.010603,0,0,0.041008,0.000958,0
4,1958,0.013104,0,4.30E-05,0.017945,0.000167,0
4,1959,0.025819,0,1.10E-05,0.056454,0.0054,0
4,1960,0.006728,0,4.00E-06,0.017278,0.000451,0
4,1961,0.006576,0,0,0.026835,0.001313,0
4,1962,0.00555,0,6.00E-06,0.018822,0.002499,0
4,1963,0.019275,0,2.80E-05,0.204973,0.009315,0
4,1964,0.001324,0,0,0.025416,0.002091,0
4,1965,0.002128,0,5.00E-05,0.01677,0.001029,0
4,1966,0.002092,0,0,0.021196,0.001053,0
4,1967,0.027981,0,0.000124,0.193857,0.012513,0
4,1968,0.003419,0,0,0.037393,0.00615,0
4,1969,0.003872,0,0,0.016003,0.001208,0
4,1970,0.000874,0,0.000371,0.015826,0,0
4,1971,0.019965,0,0,0.124161,0.000346,0
4,1972,0.003654,0,0,0.01686,0.000111,0
4,1973,0.004024,0,0,0.010538,0.000124,0
4,1974,0.00185,0,0,0.015702,0.001729,0
4,1975,0.026219,0,0.000122,0.121742,0.000634,0
4,1976,0.002037,0,0,0.007112,0,0
4,1977,0.002207,0,0,0.005875,0.009521,0
4,1978,0.002773,0,0,0.039903,0.000724,0
4,1979,0.030898,0,0,0.015714,0.01427,0
4,1980,0.002639,0,0,0.039381,0.005789,0
4,1981,0.001032,0,0,0.014724,0.001808,0
4,1982,0.001647,0,0,0.003066,0.002211,0
4,1983,0.005806,0,1.70E-05,0.036597,0.001535,0
4,1984,0.009563,0,1.20E-05,0.044712,0.005879,0
4,1985,0.005845,0,0,0.016449,0.002728,0
4,1986,0.002851,0,0,0.020562,0.000636,0
4,1987,0.011071,0,0.000132,0.018171,0.004289,0
4,1988,0.012464,0,0,0.011669,0.001381,0
4,1989,0.002534,0,0,0.004945,0.007897,0
4,1990,0.007513,0,0,0.018847,0.012283,0
4,1991,0.004919,0,0.000114,0.047542,0.001083,0
4,1992,0.00256,0,1.40E-05,0.010556,0.002313,0
4,1993,0.001184,0,0,0.016961,0.003506,0
4,1994,0.00438,0,0,0.006743,0.004106,0
4,1995,0.027558,0,4.00E-05,0.025092,0.002259,0
4,1996,0.008148,0,0,0.020695,0.006081,0
4,1997,0.004755,0,0,0.001335,0.003689,0
4,1998,0.004751,0,0,0.011272,0.005729,0
4,1999,0.008238,0,0,0.019734,0,0
4,2000,0.01248,0,0,0.023887,0.001396,0
4,2001,0.005504,0,0,0.004433,0.002392,0
4,2002,0.008433,0,0,0.007279,0.000395,0
4,2003,0.006076,0,0,0.003702,9.00E-05,0
4,2004,0.000916,0,0,0.003008,0.00308248,0
4,2005,0.00173,0,0,0.001876292,0.000382325,0
4,2006,0.001432,0,0,0.014783217,0.002639654,0
4,2007,0.002133,0,0,0.008358904,1.95E-05,0
4,2008,0.000774,0,0,0.00023418,0.000547969,0
4,2009,0.001686,0,0,0.004968249,0.001241236,0
4,2010,0.008189,0,2.30E-05,0.023583475,0.003044102,0
4,2011,0.003991,0,0,0.005197248,0.000961,0
4,2012,5.90E-05,NA,NA,NA,NA,NA
4,2013,0.003225,NA,NA,NA,NA,NA
4,2014,0.011419,NA,NA,NA,NA,NA
4,2015,0.00346,NA,NA,NA,NA,NA
5,1948,0.010359,0,0,0.062653,0.000684,0
5,1949,0.005484,0,0,0.036748,0.002878,0
5,1950,0.003597,0,1.70E-05,0.039549,0.00599,0
5,1951,0.006769,0,8.00E-06,0.034636,0.013009,0
5,1952,0.010353,0,5.00E-06,0.046167,0.00501,0
5,1953,0.006259,0,0,0.030285,0.001839,0
5,1954,0.009918,0,0.000231,0.038964,0.011293,0
5,1955,0.004657,0,7.00E-06,0.052497,0.00786,0
5,1956,0.008476,0,0,0.017335,0.008029,0
5,1957,0.006813,0,7.20E-05,0.018932,0.002011,0
5,1958,0.010112,0,2.30E-05,0.022591,0.000512,0
5,1959,0.009825,0,0,0.020417,0.003167,0
5,1960,0.004389,0,6.40E-05,0.014715,0.002049,0
5,1961,0.005477,0,3.20E-05,0.022139,0.002154,0
5,1962,0.007213,0,0,0.037568,0.002981,0
5,1963,0.004932,0,1.80E-05,0.00909,0.000265,0
5,1964,0.004959,0,8.10E-05,0.040283,0.008228,0
5,1965,0.004327,0,7.30E-05,0.018867,0.001686,0
5,1966,0.005492,0,0.00032,0.020483,0.002736,0
5,1967,0.00064,0,3.70E-05,0.008226,0.001395,0
5,1968,0.007507,0,9.80E-05,0.100888,0.005411,0
5,1969,0.004852,0,0.000381,0.010279,0.00371,0
5,1970,0.002206,0,3.70E-05,0.0083,0.000523,0
5,1971,0.000422,0,3.30E-05,0.00957,0.002116,0
5,1972,0.007918,0,8.70E-05,0.056973,0.000761,0
5,1973,0.002425,0,2.20E-05,0.001616,0.007723,0
5,1974,0.002343,0,0.000206,0.011541,0.000476,0
5,1975,0.002541,0,7.00E-06,0.005632,0.000797,0
5,1976,0.008628,0,5.60E-05,0.018539,0.001331,0
5,1977,0.00036,0,0,0.002728,0.003189,0
5,1978,0.002493,0,0.000253,0.011888,0.006562,0
5,1979,0.001473,0,0,0.001183,0.001856,0
5,1980,0.005119,0,0.000112,0.047827,0.003784,0
5,1981,0.000639,0,2.90E-05,0.007366,0.001244,0
5,1982,0.002992,0,0,0.002509,0.001233,0
5,1983,0.00278,0,3.80E-05,0.002855,0.001196,0
5,1984,0.014407,0,0.000325,0.032692,0.014038,0
5,1985,0.003264,0,7.00E-06,0.00283,0.001591,0
5,1986,0.002042,0,0,0.002902,0.000111,0
5,1987,0.001388,0,0,0.001399,0.002421,0
5,1988,0.019013,0,0,0.041783,0.008304,0
5,1989,0.001635,0,7.00E-06,0.007357,0.003935,0
5,1990,0.00063,0,0,0.00161,0.000934,0
5,1991,0.000464,0,0,0.000908,0.000553,0
5,1992,0.008224,0,6.00E-06,0.065321,0.002024,0
5,1993,0.005037,0,2.40E-05,0.022386,0.010727,0
5,1994,0.001642,0,0,0.004738,0.022745,0
5,1995,0.001021,0,4.10E-05,0.022745,0.004484,0
5,1996,0.039613,0,0,0.089315,0.022684,0
5,1997,0.005025,0,0,0.025983,0.025281,0
5,1998,0.006746,0,8.00E-06,0.004905,0.011325,0
5,1999,0.006676,0,9.20E-05,0.026426,0.034631,0
5,2000,0.057397,0,5.30E-05,0.107671,0.007672,0
5,2001,0.030014,0,0,0.079275,0.016425,0
5,2002,0.017756,0,4.50E-05,0.021369,0.021419,0
5,2003,0.009458,0,0,0.002439,0.00593,0
5,2004,0.00558,0,4.00E-06,0.039136,0.008848711,0
5,2005,0.0264,0,0,0.006441341,0.00245384,0
5,2006,0.005977,0,0,0.00718197,0.00965152,0
5,2007,0.013813,0,0,0.006256848,0.004426859,0
5,2008,0.007285,0,2.00E-06,0.014789734,0.003640755,0
5,2009,0.011098,0,5.00E-06,0.019972142,0.01521795,0
5,2010,0.004608,0,2.60E-05,0.038268668,0.005849682,0
5,2011,0.008055,0,2.40E-05,0.017945634,0.004859,0
5,2012,0.003218,NA,NA,NA,NA,NA
5,2013,0.015834,NA,NA,NA,NA,NA
5,2014,0.016656,NA,NA,NA,NA,NA
5,2015,0.01559,NA,NA,NA,NA,NA
6,1948,9.60E-05,0,0,0.000618,0,0
6,1949,0.029124,0,0.022455,0.463409,0,0
6,1950,0.000379,0,3.40E-05,0.002014,0,0
6,1951,2.00E-05,0,0,0.000413,0,0
6,1952,0.000102,0,0,0.000562,0,0
6,1953,0.08317,0,0.005902,0.604123,0.00022,0
6,1954,0.000291,0,0,0.010692,0,0
6,1955,5.91E-05,0,0,0.00018,0,0
6,1956,7.70E-05,0,1.80E-05,0.001115,0,0
6,1957,0.209784,0,0.008359,0.98958,0.000144,0
6,1958,0.001834,0,2.70E-05,0.003362,2.30E-05,0
6,1959,6.28E-05,0,0,0.000165,0,0
6,1960,0.000219,0,6.00E-06,0.001469,0,0
6,1961,0.11507,0,0.044481,1.195807,0.000509,0
6,1962,0.000991,0,3.00E-05,0.007257,0,0
6,1963,7.06E-05,0,0,0.000956,0,0
6,1964,0.000358,0,0,0.002812,0,0
6,1965,0.194338,0,0.014161,1.652107,0.000821,0
6,1966,0.001603,0,2.80E-05,0.007038,0.000396,0
6,1967,4.76E-05,0,1.10E-05,0.00175,0,0
6,1968,0.000665,0,0,0.000428,0,0
6,1969,0.131074,0,0.006413,1.626582,0.007768,0
6,1970,0.000585,0,0,0.020339,0,0
6,1971,2.58E-05,0,0,0.000747,0,0
6,1972,7.19E-05,0,9.00E-06,0.000856,0,0
6,1973,0.203768,0,0.005114,2.326864,0.003929,0
6,1974,0.004415,0,2.10E-05,0.029304,0.00157,0
6,1975,0.000193,0,0,0.001865,0,0
6,1976,0.000305,0,0,0.001233,0,0
6,1977,0.30968,0,0.008446,3.810786,0.054029,0
6,1978,0.008476,0,0.000142,0.186073,0.010473,0
6,1979,0.000454,0,0,0.002103,0.003908,0
6,1980,0.000196,0,0,0.002446,0,0
6,1981,0.618483,0,0.019608,9.553856,0.213188,0
6,1982,0.038857,0,0,0.499074,0.056312,0
6,1983,0.001627,0,3.30E-05,0.031515,0.008864,0
6,1984,0.000852,0,8.50E-05,0.006868,0,0
6,1985,1.277377,0,0.028135,12.137664,0.334171,0
6,1986,0.169407,0,4.10E-05,2.364628,0.168115,0
6,1987,0.017835,0,1.10E-05,0.119437,0.057144,0
6,1988,0.006108,0,0,0.026342,0,0
6,1989,1.838399,0,0.010417,10.339444,0.280053,0
6,1990,0.481278,0,0.000585,2.946813,0.336236,0
6,1991,0.045324,0,2.60E-05,0.100196,0.050671,0
6,1992,0.005862,0,1.00E-06,0.029213,0,0
6,1993,2.557017,0,0.001642,6.446036,0.398551,0
6,1994,0.65167,0,0.000248,2.263471,0.212902,0
6,1995,0.210237,0,0,0.119078,0.048228,0
6,1996,0.039378,0,0,0.067906,0.019609,0
6,1997,1.658898,0,7.90E-05,4.358762,0.318446,0
6,1998,1.043457,0,5.60E-05,4.467804,0.272015,0
6,1999,0.174234,0,0,0.581976,0.22861,0
6,2000,0.062846,0,0,0.038143,0.015667,0
6,2001,3.205043,0,4.20E-05,3.576455,0.115416,0
6,2002,2.857293,0,3.80E-05,0.603583,0.036207,0
6,2003,0.276199,0,0,0.082424,0.060604,0
6,2004,0.01017,0,0,0.006545,0.005986006,0
6,2005,1.44329,0,0,0.19805493,0.008051135,0
6,2006,0.160045,0,5.58E-05,0.600702732,0.04795137,0
6,2007,0.069876,0,2.10E-05,0.073106843,0.003424802,0
6,2008,0.004216,0,0,0.003845035,0.006324999,0
6,2009,0.148142,0,1.90E-05,0.286898579,0.021465336,0
6,2010,0.235148,0,0.002958,2.395466731,0.030969297,0
6,2011,0.03133,0,3.07E-05,0.036032515,0.00677,0
6,2012,0.000198,NA,NA,NA,NA,NA
6,2013,0.172695,NA,NA,NA,NA,NA
6,2014,0.817922,NA,NA,NA,NA,NA
6,2015,0.0436,NA,NA,NA,NA,NA
7,1948,0.622337,0,0.032,1.643062,0.011182,0
7,1949,0.056267,0,0.003732,0.560635,0.010368,0
7,1950,0.015141,0,0.001489,0.183278,0.004705,0
7,1951,0.099133,0,0.003925,0.644911,0.020763,0
7,1952,0.434113,0,0.018732,1.763929,0.035975,0
7,1953,0.173398,0,0.001172,0.514554,0.014004,0
7,1954,0.033369,0,0.012234,0.632132,0.004415,0
7,1955,0.114018,0,0.032418,1.407963,0.031011,0
7,1956,0.617148,0,0.013905,2.379854,0.016684,0
7,1957,0.137827,0,7.60E-05,0.117362,0.003149,0
7,1958,0.119983,0,0.004055,0.27832,0.013613,0
7,1959,0.462227,0,0.023792,2.080497,0.018659,0
7,1960,0.422281,0,0.005472,0.958877,0.00598,0
7,1961,0.02493,0,0.000256,0.052713,0.011583,0
7,1962,0.066133,0,0.010657,0.960609,0.013582,0
7,1963,0.105115,0,0.037579,1.112861,0.004045,0
7,1964,0.233125,0,0.007252,1.818921,0.05581,0
7,1965,0.031918,0,0.001787,0.138555,0.00236,0
7,1966,0.196539,0,0.026456,0.744469,0.027636,0
7,1967,0.153941,0,0.028734,1.933329,0.023351,0
7,1968,0.31288,0,0.046952,2.349375,0.021925,0
7,1969,0.042662,0,0.004126,0.369954,0.015839,0
7,1970,0.095882,0,0.016775,0.630046,0.001084,0
7,1971,0.153756,0,0.058786,0.740253,0,0
7,1972,0.555361,0,0.042709,1.947465,0.034424,0
7,1973,0.054489,0,0.008835,0.200775,0.006807,0
7,1974,0.106658,0,0.026487,0.641497,0.004312,0
7,1975,0.216337,0,0.022821,1.389008,0.007375,0
7,1976,0.378066,0,0.008457,1.650944,0.025168,0
7,1977,0.035086,0,0.003346,0.190527,0.002743,0
7,1978,0.146147,0,0.008616,1.169034,0.077743,0
7,1979,0.227928,0,0.009358,1.615466,0.072206,0
7,1980,0.462572,0,0.012504,3.920494,0.473961,0
7,1981,0.032362,0,0.001722,0.180656,0.004547,0
7,1982,0.241916,0,0.052424,1.355953,0.131741,0
7,1983,0.362093,0,0.045476,1.71733,0.036418,0
7,1984,0.560392,0,0.011108,0.500714,0.00289,0
7,1985,0.071274,0,0.00097,0.366037,0.1844,0
7,1986,0.276193,0,0.047835,4.413216,0.279555,0
7,1987,0.401728,0,0.011552,4.032356,0.316979,0
7,1988,0.356008,0,0.002697,2.979547,0.157913,0
7,1989,0.062246,0,0.011841,3.015024,0.086942,0
7,1990,0.807859,0,0.013262,2.412516,0.178745,0
7,1991,1.004286,0,0.004495,1.126703,0.128342,0
7,1992,0.510065,0,0.003754,1.773513,0.078754,0
7,1993,0.551475,0,0.018173,3.380892,0.548667,0
7,1994,0.436491,0,0.010606,1.331935,0.072717,0
7,1995,0.507915,0,0.002778,1.045307,0.179013,0
7,1996,0.923575,0,0.000359,1.175834,0.159331,0
7,1997,0.901643,0,0.000222,0.663879,0.204615,0
7,1998,0.803336,0,0.001084,0.423716,0.073801,0
7,1999,0.857098,0,0.002228,1.44998,0.109275,0
7,2000,0.731788,0,0.003918,0.42496,0.027152,0
7,2001,0.657006,0,0.000176,1.001606,0.089122,0
7,2002,0.381791,0,0.004514,1.119367,0.106118,0
7,2003,0.606449,0,0.000557,0.321849,0.029357,0
7,2004,0.090263,0,0.000854,0.388845,0.033231053,0
7,2005,0.535467,0,0.00072,0.262014068,0.0380082,0
7,2006,0.456669,0,0.004234551,4.459628756,0.339677843,0
7,2007,0.299216,0,0.002369218,1.05734306,0.015920844,0
7,2008,0.131447,0,0.001830392,0.466387067,0.04465155,0
7,2009,0.212488,0,0.001081,1.621556291,0.173906447,0
7,2010,2.124215,0,0.036811643,2.478166869,0.078991769,0
7,2011,0.747985,0,0.0021735,0.786936864,0.083108,0
7,2012,0.164071,NA,NA,NA,NA,NA
7,2013,1.183946,NA,NA,NA,NA,NA
7,2014,1.020713,NA,NA,NA,NA,NA
7,2015,0.65358,NA,NA,NA,NA,NA
8,1948,0.003889,0,0,0.029658,0,0
8,1949,0.010701,0,0.000733,0.025617,0,0
8,1950,0.010277,0,0.000909,0.161081,0,0
8,1951,0.022757,0,0.000125,0.067964,0.000731,0
8,1952,0.005449,0,9.30E-05,0.011156,0,0
8,1953,0.00535,0,0.00015,0.04487,0,0
8,1954,0.023428,0,0.023882,0.428958,0.003444,0
8,1955,0.008774,0,0.000372,0.308775,0.00055,0
8,1956,0.002443,0,2.60E-05,0.010971,0.001766,0
8,1957,0.010175,0,0.000262,0.011959,0,0
8,1958,0.077666,0,0.006184,0.188824,0.00051,0
