"stk","alpha","beta0","beta1","beta2","beta3","sigma","deviance"
13,2.736,8.469,1.864,0.8007,6.289,0.9316,-6.738
13,2.459,6.274,2.774,1.073,1.787,0.8387,-6.421
13,2.568,3.103,1.445,2.818,8.166,1.035,-0.06245
13,3.074,4.769,2.171,5.699,4.533,1.151,6.061
13,2.529,1.75,5.478,2.783,7.815,0.8744,6.099
13,2.972,5.939,3.276,2.877,5.247,0.7607,-0.176
13,2.801,10.81,0.06625,0.9314,10.14,0.8435,-0.7427
13,2.638,5.255,0.235,1.369,5.542,0.8986,-5.971
13,2.599,10.11,1.259,2.217,4.448,0.8609,-3.174
13,2.844,1.319,5.659,0.6474,7.051,1.084,3.382
13,2.223,1.406,1.626,0.001822,4.625,1.089,-0.6927
13,2.598,3.918,5.556,0.8845,3.777,0.8443,-3.768
13,2.841,4.906,7.226,2.433,5.977,0.8831,0.01885
13,3.104,9.114,1.238,0.2906,8.746,0.843,-3.482
13,2.855,2.446,4.11,2.15,5.408,1.126,3.192
13,3.083,11.36,2.912,0.3848,5.819,0.7328,-2.453
13,2.716,9.478,0.8119,0.5677,5.04,1.092,-3.212
13,2.172,4.782,0.0005872,2.039,2.051,0.8984,-3.514
13,2.485,6.394,1.805,0.1516,0.77,0.9115,-5.856
13,2.592,7.759,4.182,0.8329,2.801,0.7837,-5.254
13,2.244,3.844,0.5341,0.01565,4.691,0.891,-6.078
13,2.708,6.254,2.155,0.3329,2.84,0.7433,-2.832
13,2.732,9.565,2.487,0.09879,7.36,0.8694,-5.598
13,2.342,1.728,1.983,3.973,1.037,0.8865,0.195
13,3.02,4.558,4.561,5.908,4.638,0.8816,2.373
13,2.926,8.366,1.67,1.795,7.69,0.81,-5.365
13,2.505,3.946,2.063,3.064,3.256,0.8244,-3.534
13,2.37,2.659,5.946,0.3235,0.4966,0.9986,-1.052
13,2.385,7.136,0.7976,0.05423,1.671,0.8947,-7.522
13,2.361,6.32,1.339,2.179,1.698,0.8553,-4.771
13,2.665,4.327,3.949,0.5484,3.12,0.8426,-4.328
13,3.237,8.491,4.203,2.022,8.084,0.7304,2.342
13,2.582,2.708,4.269,0.8483,4.458,1.017,-2.284
13,2.484,1.992,5.147,0.5617,3.637,1.185,2.794
13,2.636,3.631,6.783,0.01317,7.818,1.03,1.487
13,2.286,6.185,0.8291,0.4086,3.638,0.7901,-5.686
13,2.501,1.655,1.216,0.7678,8.379,0.9181,-2.033
13,2.167,2.568,0.6924,0.5086,3.147,0.7937,-4.039
13,2.562,8.295,3.414,0.9675,1.417,0.9465,-5.384
13,2.519,8.486,4.114,0.6363,5.54,1.036,0.356
13,2.939,1.744,8.1,0.3571,4.178,0.7695,11.84
13,2.853,10.19,1.23,1.134,6.011,0.9021,-6.64
13,2.502,4.7,0.8492,0.7683,7.073,1.011,-4.028
13,3.116,5.803,5.976,1.71,8.109,0.8804,-0.9697
13,2.833,7.854,1.123,0.2615,5.828,0.8854,-6.71
13,2.453,4.853,3.885,1.208,1.546,0.9147,-4.925
13,2.859,7.782,2.619,1.985,3.247,0.9024,-4.856
13,2.664,5.22,3.195,1.887,2.93,0.9007,-5.077
13,2.82,2.17,6.783,3.631,3.222,0.8112,4.808
13,2.446,4.981,3.19,0.6954,2.188,0.6938,-1.933
13,2.273,1.745,2.457,1.034,5.142,1.123,1.205
13,2.732,5.701,3.04,1.181,7.714,0.9467,-4.558
13,2.598,2.392,5.219,0.9597,2.406,1.032,-0.3287
13,2.949,6.659,1.175,3.056,1.3,0.873,5.67
13,2.694,7.099,1.997,0.4913,5.004,0.8173,-7.978
13,2.252,3.987,3.964,2.366,1.536,0.989,0.1209
13,3.036,6.919,4.426,3.51,6.364,0.903,-2.684
13,2.314,6.514,0.2609,1.099,1.608,0.8868,-6.337
13,3.042,9.243,2.283,0.1629,6.172,0.8319,-4.587
13,2.688,4.748,3.164,2.614,4.924,0.8759,-4.617
13,2.672,2.615,3.204,2.342,5.412,1.192,3.032
13,2.997,6.382,4.211,4.894,5.467,0.8772,-1.038
13,2.217,3.94,4.08,0.4532,2.996,0.7961,-0.2257
13,2.722,4.9,1.086,0.5295,3.566,0.9659,-1.844
13,2.425,4.756,0.3091,0.4213,6.809,0.9781,-4.911
13,2.601,11.59,1.894,0.1297,3.131,0.8471,-5.21
13,3.362,9.684,4.956,1.323,13.54,1.054,4.291
13,2.763,2.617,2.683,1.513,5.957,0.8996,-1.343
13,2.317,1.723,0.3122,5.214,3.292,1.073,2.814
13,2.684,6.638,3.009,2.294,3.492,0.8437,-5.845
13,3.057,7.19,2.415,3.302,8.032,0.9473,-2.636
13,2.628,9.562,1.409,0.8341,4.175,0.791,-6.789
13,3.254,8.429,12,0.7447,5.27,1.264,9.522
13,2.423,5.101,1.242,0.8669,2.902,0.8807,-7.002
13,2.824,8.991,5.35,1.317,1.569,0.9547,-3.79
13,2.969,8.788,5.475,2.599,4.656,0.9242,-3.415
13,2.031,3.643,0.4792,0.4705,0.1733,0.9444,-3.552
13,3.069,10.25,1.018,2.282,4.531,1.018,-1.26
13,2.668,6.646,0.9171,0.1139,7,0.8234,-7.746
13,2.623,5.307,3.5,1.154,6.824,0.7603,-2.704
13,2.505,7.506,0.06604,1.409,3.983,0.8727,-7.229
13,2.333,4.81,0.4194,0.4747,2.731,0.8644,-7.117
13,2.684,1.167,9.33,2.293,0.3544,0.8205,9.572
13,2.447,2.308,0.8644,3.384,6.433,0.9502,-1.041
13,3.036,7.054,6.252,1.078,5.899,0.8542,-3.275
13,2.471,3.825,3.376,0.2753,5.908,0.73,-1.982
13,2.298,5.326,0.0386,0.5362,3.164,0.9837,-5.592
13,2.613,4.753,2.373,0.4045,8.03,0.8988,-5.042
13,2.728,8.041,3.267,1.984,6.679,1.001,-2.547
13,3.57,10.91,5.45,1.43,9.385,1.053,3.668
13,2.964,5.85,4.679,0.5384,10.4,0.7324,2.85
13,3.252,8.076,2.428,2.272,10,0.7516,3.131
13,2.634,7.091,0.6287,1.464,6.717,0.7635,-5.407
13,3.023,6.965,1.901,3.19,6.076,0.7537,0.2144
13,2.547,3.77,3.971,1.276,2.895,0.9681,-3.899
13,2.877,9.577,0.3987,1.201,3.742,0.8704,-4.634
13,2.593,6.678,2.54,1.207,3.241,0.9796,-5.681
13,3.059,6.344,4.096,4.775,6.99,0.9777,-0.429
13,2.474,3.799,1.871,0.387,5.558,0.813,-6.096
13,2.663,10.58,1.07,0.6934,6.054,0.7868,-4.489
13,3.025,5.122,6.356,0.5335,6.956,1.022,-0.4933
13,2.707,4.048,4.903,1.503,4.099,0.7676,-2.041
13,3.248,7.651,5.742,3.614,7.093,1.118,2.436
13,2.202,1.38,3.324,2.335,2.431,0.9047,0.001585
13,2.471,9.945,0.2056,2.721,3.521,0.9093,-1.442
13,3.477,5.679,1.274,9.949,10.72,1.06,11.97
13,2.337,5.349,0.5872,4.165,2.317,0.9055,-1.138
13,2.693,9.424,1.253,0.435,2.134,0.8161,-6.475
13,2.361,7.095,0.003294,0.5604,4.681,0.8443,-6.585
13,2.782,10.08,2.306,1.393,3.868,0.8636,-6.598
13,2.249,4.47,0.232,1.242,1.46,0.8169,-5.229
13,2.679,8.845,1.392,4.429,1.578,1.036,-0.7329
13,3.277,9.887,1.153,3.021,11.85,0.9511,0.7373
13,2.983,7.781,5.534,3.117,1.997,0.9029,-1.533
13,2.835,8.417,3.49,0.3851,5.624,0.867,-7.362
13,2.544,7.151,2.79,0.5697,6.121,0.7476,-3.004
13,2.429,9.036,4.163,2.477,1.626,1.1,3.733
13,2.274,6.804,3.574,0.07729,0.46,0.9118,-4.226
13,2.958,9.671,0.5865,1.198,8.755,0.858,-5.349
13,2.471,6.132,1.627,0.7199,1.4,0.8838,-6.561
13,2.554,3.98,1.983,1.443,8.723,1.038,-0.6402
13,2.569,7.826,1.5,0.6796,4.991,0.9193,-7.118
13,2.403,5.42,2.351,2.672,2.209,0.9102,-3.792
13,2.797,6.853,2.446,4.434,6.184,0.9395,-2.027
13,2.387,8.635,2.485,0.4195,1.94,0.7615,-3.369
13,3.019,6.464,1.511,6.764,7.211,0.7883,4.59
13,2.555,5.685,2.071,1.967,2.581,0.8134,-5.734
13,2.587,7.486,0.1495,1.828,2.793,0.9254,-6.02
13,2.397,7.933,1.813,1.201,3.178,0.8844,-4.683
13,3.034,13.26,0.7334,2.058,2.32,0.7588,2.87
13,2.189,1.571,2.043,1.09,1.47,0.8601,-2.783
13,2.65,4.431,1.838,0.1505,6.61,0.8438,-6.128
13,2.198,1.883,3.329,0.83,1.585,0.9002,-2.727
13,2.326,2.364,2.516,3.942,2.265,0.8788,0.01078
13,2.82,8.648,1.678,0.4475,3.779,0.8699,-6.417
13,2.821,7.123,2.455,0.5172,4.864,0.9533,-5.664
13,2.171,2.652,2.105,0.103,0.3448,1.009,-2.689
13,2.585,6.206,3.463,0.4487,4.801,0.7137,-4.065
13,2.525,5.029,2.253,2.235,2.9,0.7824,-4.572
13,2.749,7.357,1.55,1.462,3.599,0.7389,-4.173
13,2.761,2.971,3.563,0.4685,9.501,0.846,-1.073
13,2.68,3.943,1.511,1.735,3.406,0.9838,-1.807
13,2.758,5.691,1.764,1.184,6.968,0.8726,-6.142
13,2.716,11.31,3.3,0.5731,6.006,0.9023,-2.197
13,2.907,8.636,5.429,4.093,4.588,0.9426,-0.4957
13,2.648,11.9,0.2825,1.67,1.096,0.9041,-3.547
13,2.98,9.136,0.7845,0.2394,4.916,0.8379,-2.662
13,2.48,7.657,0.1348,4.88,0.4676,0.9337,-0.5452
13,2.466,8.337,0.549,0.02627,2.675,0.9206,-7.607
13,2.13,3.617,1.875,0.4099,0.8634,0.7346,-1.48
13,2.669,3.424,6.094,0.8231,0.4154,1.049,1.599
13,2.717,5.517,3.21,0.81,7.675,0.9326,-4.9
13,2.534,1.905,3.163,1.032,3.278,1.021,-1.056
13,2.732,10.58,1.322,1.641,3.894,0.8953,-5.931
13,3.261,10.69,1.551,3.024,9.103,0.8242,-0.6034
13,2.519,3.891,4.274,0.4968,0.9224,1.06,-1.166
13,3.189,14.75,0.001773,0.7816,10.47,0.8585,0.9225
13,2.096,2.422,0.9251,0.6718,3.667,0.8315,-2.6
13,3.386,8.117,5.097,4.665,10.09,1.3,9.213
13,2.83,4.261,0.7943,1.387,5.663,1.108,1.868
13,2.372,7.395,0.485,2.106,2.932,0.8257,-4.225
13,3.478,8.919,4.708,4.33,8.008,0.9633,3.035
13,2.627,4.026,0.9633,2.2,5.386,0.9348,-4.36
13,3.029,4.377,1.736,3.901,10.5,0.9643,1.314
13,2.343,4.81,1.874,1.945,3.797,0.9045,-3.997
13,2.61,7.222,2.465,0.8318,1.405,0.8424,-6.221
13,2.549,4.716,2.738,3.253,4.192,1.006,-2.296
13,2.665,7.889,1.709,0.417,0.6353,0.8293,-3.71
13,2.867,6.745,1.755,7.041,2.982,1.443,13.16
13,2.817,6.429,6.528,0.7977,3.313,0.9294,-3.91
13,2.708,7.434,4.156,0.7092,4.122,1.116,-1.809
13,2.159,2.072,0.8346,0.4566,1.032,0.8984,-3.71
13,2.897,4.582,1.618,1.079,7.851,0.8243,-1.671
13,2.871,7.619,5.072,1.894,2.932,0.9105,-4.41
13,2.255,5.591,4.346,0.5152,0.2088,0.9423,-2.746
13,2.477,3.385,3.548,0.01895,4.734,0.9978,-4.105
13,2.896,3.124,7.035,2.144,4.038,0.9108,1.028
13,2.957,8.741,2.054,0.04758,5.848,0.8086,-5.433
13,2.379,6.767,0.1339,0.2761,5.059,0.9096,-6.825
13,2.828,6.707,8.206,0.7566,8.788,0.9799,5.071
13,2.822,7.351,0.2582,4.971,6.714,1.241,4.926
13,3.317,13.46,8.42,0.2964,5.322,1.089,2.876
13,2.453,5.303,3.887,6.563,0.5546,0.9893,5.802
13,2.393,2.606,2.16,0.2554,4.513,0.9048,-5.231
13,2.703,3.49,3.266,2.65,3.278,1.049,-0.5261
13,2.24,2.352,1.69,0.284,2.51,0.8471,-4.86
13,2.809,3.788,7.302,1.539,6.525,1.017,0.5726
13,2.731,8.158,2.805,0.7618,8.236,0.9609,-3.513
13,2.763,10.09,0.5029,2.698,5.055,0.8408,-4.887
13,2.754,8.021,0.9276,1.387,4.084,0.9286,-6.199
13,2.602,3.215,3.219,0.1407,6.106,0.9825,-3.858
13,2.517,4.772,2.83,4.2,4.468,0.876,-0.3755
13,2.341,5.262,3.239,0.448,1.113,0.8982,-5.68
13,2.56,4.26,4.465,0.2972,5.627,0.9301,-4.613
13,2.523,2.743,1.356,0.3297,7.209,0.8852,-4.519
13,2.577,5.099,2.357,0.4922,5.962,0.7892,-6.404
13,2.787,5.178,1.659,3.844,0.8012,0.9587,1.975
13,2.498,3.177,5.804,1.018,5.246,0.9708,-0.8478
13,2.862,9.68,3.62,1.961,4.417,0.8909,-5.447
13,2.938,7.206,5.685,1.184,5.76,1.005,-3.201
13,2.779,5.371,4.858,2.691,3.995,0.8111,-3.046
13,2.515,4.726,2.247,1.538,7.828,1.101,0.6589
13,3.208,7.739,4.141,1.1,8.218,0.8055,-0.5522
13,2.214,1.345,5.513,0.05111,1.44,0.7386,3.827
13,2.542,4.052,1.532,0.03393,5.43,0.9737,-5.306
13,2.276,2.014,0.04823,0.9551,5.281,0.7462,-1.488
13,2.924,6.991,6.474,4.749,3.942,1.149,3.873
13,2.776,6.102,2.375,2.345,5.842,0.897,-5.547
13,2.468,1.851,1.122,1.137,1.666,0.9225,0.3734
13,2.897,5.559,3.394,1.318,7.964,1.021,-2.666
13,2.576,5.954,4.406,1.031,7.381,0.9208,-0.8538
13,2.697,4.171,4.498,1.243,6.027,0.9736,-3.491
13,2.887,8.494,2.303,3.224,4.496,0.9484,-4.331
13,2.861,3.769,8.381,3.298,2.132,0.9792,2.438
13,2.649,5.084,2.714,3.305,4.387,0.8677,-4.137
13,2.565,2.77,5.421,1.654,4.961,0.9196,-1.857
13,2.168,1.827,3.078,0.8843,3.284,0.9786,-1.29
13,2.787,3.699,4.324,2.716,1.875,0.8141,2.029
13,2.487,1.861,1.666,1.047,8.8,0.912,-1.22
13,2.618,7.306,1.449,0.9587,5.227,0.8073,-7.63
13,2.834,6.562,1.549,0.04387,8.793,0.8163,-5.669
13,2.537,4.311,0.3211,2.208,2.773,0.7468,-1.35
13,2.57,2.994,4.067,0.2229,3.758,0.8172,-3.713
13,2.447,6.438,3.779,0.777,3.987,1.127,0.006236
13,2.662,7.96,0.3776,1.849,2.231,0.9108,-5.302
13,2.955,10.57,1.449,2.262,6.873,0.8068,-4.407
13,2.245,6.297,1.216,1.364,2.357,0.8136,-3.445
13,2.263,2.903,2.083,1.326,3.468,1.202,2.588
13,2.784,7.209,1.263,3.086,6.284,0.72,-1.595
13,2.955,10.12,0.6552,5.397,4.261,0.8249,-0.03465
13,2.961,9.085,2.753,0.817,5.533,0.7935,-5.736
13,2.983,5.913,6.844,4.979,2.584,0.8261,3.079
13,2.89,7.074,0.05129,2.367,9.74,0.8404,-3.096
13,3.086,10.1,2.734,2.213,6.264,0.963,-3.882
13,2.673,6.408,2.541,3.189,3.192,0.84,-4.697
13,2.417,5.435,3.442,0.6019,1.671,0.7976,-5.646
13,2.642,5.854,2.632,1.574,3.216,0.9015,-6.131
13,2.328,5.175,0.5255,0.8831,5.019,0.8441,-5.761
13,2.71,6.525,5.411,0.0234,0.973,0.9723,-3.244
13,2.934,5.843,7.149,0.1918,7.102,0.9822,-1.812
13,3.021,9.452,1.193,0.6717,5.481,0.8845,-3.907
13,2.487,3.875,0.03681,0.5411,6.037,0.7448,-4.174
13,2.424,6.2,2.751,3.651,1.137,0.9598,-1.365
13,2.587,1.95,0.9124,4.077,5.729,0.9861,-0.2541
13,3.014,2.019,5.006,4.028,13.54,0.9502,10.7
13,2.869,9.393,2.464,0.778,6.327,0.9099,-6.777
13,2.725,7.554,7.184,0.01396,4.389,1.073,-0.499
13,2.475,5.17,0.5798,1.845,6.133,0.8964,-5.177
13,2.813,3.954,1.755,0.2028,8.326,0.8517,-2.697
13,2.681,10.18,0.331,2.502,4.091,0.9702,-4.104
13,2.474,10.22,3.445,0.1439,0.7301,0.8082,-3.399
13,2.743,8.603,4.947,0.4404,5.328,1.138,-0.1093
13,2.658,5.022,0.3619,1.504,4.414,0.8714,-4.81
13,2.758,8.89,1.636,2.255,8.536,1.045,-0.3029
13,2.685,1.91,4.509,0.7534,5.871,0.8448,-1.148
13,2.637,6.918,1.227,3.205,5.349,0.9055,-4.471
13,2.347,8.275,3.166,0.09023,0.578,1.002,-3.388
13,2.611,11.82,2.342,0.2094,0.553,1.055,-1.943
13,2.836,6.925,1.185,2.19,3.523,0.9388,-3.321
13,2.902,6.82,1.57,1.744,4.743,0.8285,-3.33
13,2.791,6.906,1.103,1.112,11.66,0.9463,-0.5714
13,2.414,2.102,1.648,0.3546,4.7,0.9084,-4.46
13,2.9,7.764,4.09,3.958,4.115,0.9026,-3.084
13,2.602,4.882,1.327,3.222,4.043,0.9692,-3.793
13,2.618,5.188,4.107,0.8409,1.849,0.8701,-5.019
13,2.259,5.91,5.941,1.326,2.45,1.038,5.179
13,2.675,3.603,1.302,2.968,6.407,0.9176,-3.259
13,2.575,4.082,4.709,4.367,1.26,0.9912,0.208
13,3.004,10.06,1.392,2.845,11.42,0.8429,2.929
13,2.516,3.518,4.237,0.1146,3.772,1.005,-3.687
13,2.489,8.128,2.282,1.457,4.746,0.7699,-1.726
13,2.53,1.732,2.417,0.9488,3.464,1.041,-0.283
13,3.034,14.58,3.021,0.6722,5.388,0.9819,-1.651
13,2.117,3.417,1.664,0.3587,1.685,0.8609,-4.428
13,2.426,4.109,1.008,0.9946,4.724,0.7756,-5.563
13,2.575,5.318,2.639,0.3652,5.306,0.9389,-6.51
13,2.612,4.803,0.9427,6.862,4.54,0.9648,2.428
13,2.688,7.226,4.81,2.229,5.108,0.9225,-2.644
13,2.432,2.662,2.283,3.892,2.993,0.8778,-1.388
13,2.187,5.445,0.9766,0.06791,3.583,0.7823,-4.071
13,2.294,4.537,4.509,1.758,2.012,0.8969,-0.8154
13,2.57,4.156,2.652,0.3407,6.552,0.88,-5.898
13,2.739,7.581,1.836,2.131,7.11,0.7139,-1.337
13,2.848,6.096,0.8745,0.5212,9.509,0.9196,-4.493
13,2.34,3.014,5.844,0.5242,0.3631,0.8909,-1.846
13,2.716,6.008,3.751,2.51,4.888,0.904,-4.754
13,2.286,4.539,2.145,1.628,2.75,0.9772,-3.319
13,2.921,8.326,1.782,2.984,5.214,0.7896,-4.059
13,2.814,8.702,0.8681,1.331,7.869,0.9255,-5.759
13,2.91,5.499,4.886,1.385,8.009,1.052,-1.206
13,2.465,7.643,0.03555,1.194,7.869,0.8813,-1.98
13,2.263,6.52,0.9966,3.18,2.033,1.156,3.283
13,2.622,7.35,1.064,1.779,4.475,0.9171,-6.688
13,2.718,8.919,3.493,0.1815,0.4944,0.9399,-4.386
13,2.425,2.677,0.1631,1.656,8.646,1.016,-0.5018
13,2.283,2.924,0.8118,0.2646,5.545,0.896,-5.098
13,2.631,9.127,0.8104,1.401,4.778,0.8633,-6.848
13,2.854,4.215,4.425,0.009358,4.016,0.797,1.125
13,2.84,8.066,2.49,2.317,5.88,0.6885,-0.903
13,2.526,2.963,0.01616,0.8897,7.117,0.7611,-2.363
13,2.461,4.082,3.689,1.681,5.2,0.8072,-2.092
13,2.906,8.722,4.812,0.3131,5.451,0.8495,-6.379
13,2.545,7.672,2.572,0.3395,2.952,0.8064,-7.713
13,2.119,1.194,0.07675,0.6171,4.469,0.9403,-2.739
13,2.153,1.208,0.2643,1.535,1.997,0.9755,-1.897
13,2.866,1.93,6.08,2.553,7.477,0.9905,1.9
13,2.419,3.641,5.445,0.3346,4.566,0.8385,-1.796
13,2.667,7.607,2.774,0.9887,1.976,0.9862,-5.003
13,2.84,8.648,1.68,0.1324,2.19,0.9818,-2.422
13,2.573,5.691,0.3655,0.1387,5.001,0.8715,-7.493
13,2.682,5.251,4.824,0.166,9.013,0.9669,-0.9888
13,2.642,1.463,8.019,3.904,2.793,0.9999,4.485
13,2.789,5.777,2.366,0.3886,5.359,0.8333,-5.613
13,2.778,4.5,1.157,7.084,2.613,0.8854,3.098
13,2.594,9.854,1.878,0.5626,3.132,0.9177,-6.548
13,2.257,2.317,3.691,2.388,1.355,0.9947,-0.4923
13,2.332,1.501,0.9196,0.1112,7.096,0.8141,-2.383
13,2.891,2.33,5.1,3.27,11.01,0.8918,5.946
13,2.837,5.163,4.471,2.508,3.695,0.8761,-3.196
13,2.512,4.843,1.428,0.2156,6.804,0.9634,-5.548
13,2.604,6.686,2.019,1.295,3.429,0.6823,-2.666
13,2.701,3.946,5.691,0.2587,1.778,0.9116,-1.627
13,2.446,4.318,0.1387,0.8807,7.024,0.9716,-4.533
13,2.742,3.208,5.094,5.01,0.623,1.016,2.986
13,2.722,8.09,1.516,0.3579,5.968,0.8365,-8.228
13,2.835,9.425,1.838,4.675,4.079,0.8318,-1.595
13,2.85,3.886,3.177,4.599,7.053,1.013,0.2483
13,2.499,4.567,0.2294,0.2244,5.624,0.891,-6.896
13,2.276,1.86,3.7,2.088,4.868,0.9815,1.166
13,2.637,3.26,3.623,2.952,5.809,1.178,2.724
13,2.733,5.883,1.983,0.9852,5.819,0.8094,-6.491
13,2.453,1.323,0.7902,0.5983,8.812,0.9436,-1.237
13,2.766,3.775,5.497,2.115,3.401,0.876,-1.99
13,2.36,6.634,2.657,0.1892,0.2611,0.84,-6.169
13,2.492,2.194,0.1289,1.653,4.95,0.8402,-2.564
13,2.532,3.153,3.306,1.429,1.383,0.7496,0.5868
13,2.713,7.366,0.2464,0.8226,6.433,0.7564,-6.359
13,2.592,6.038,3.17,1.141,3.48,0.7874,-6.289
13,2.832,5.091,3.778,6.004,5.691,0.8834,1.676
13,2.723,7.055,3.591,2.223,0.9239,0.9614,-3.272
13,2.843,11.47,2.158,0.4966,5.444,0.8186,-6.178
13,3.264,7.754,6.251,3.522,5.75,0.9179,0.358
13,2.516,7.27,2.087,1.879,3.412,0.8777,-5.81
13,2.977,9.135,0.964,0.551,6.326,0.816,-4.904
13,2.552,6.102,1.928,3.688,2.105,0.8334,-3.392
13,2.557,7.926,1.906,1.284,0.11,0.8388,-4.925
13,3.339,7.386,4.662,1.564,7.515,1.08,3.653
13,2.725,11.06,4.594,1.869,2.498,0.8214,-0.9518
13,2.803,6.51,1.471,1.336,4.387,0.8333,-4.897
13,2.656,7.3,2.312,0.2812,5.776,0.85,-7.988
13,2.736,4.346,3.141,2.095,7.769,0.9214,-3.278
13,2.355,4.735,0.8946,1.207,2.814,0.8289,-6.382
13,2.859,6.265,3.864,2.363,4.65,0.8919,-4.743
13,2.943,6.82,2.145,3.061,6.077,0.8865,-4.106
13,2.329,7.208,2.083,1.224,2.352,0.7723,-2.637
13,2.386,4.734,2.163,3.952,2.263,0.8661,-1.112
13,2.648,9.716,1.618,0.5146,3.531,0.7197,-5.276
13,2.988,9.794,1.074,1.336,6.743,0.7418,-3.542
13,2.283,4.562,1.261,2.991,0.467,0.8461,-2.468
13,2.502,6.484,0.07598,0.4052,3.143,1.141,-1.409
13,2.683,3.31,3.525,0.6405,5.02,1.089,-0.6981
13,2.634,4.196,3.925,0.4536,6.189,0.9256,-4.997
13,2.569,7.121,0.09855,0.3041,5.007,0.7795,-7.978
13,2.976,5.885,3.168,4.907,7.477,0.8122,0.5984
13,3.021,9.514,4.671,1.419,5.805,0.9135,-4.938
13,2.803,7.795,1.9,0.08146,6.786,0.7412,-6.197
13,2.65,3.072,1.367,3.399,7.646,0.8393,-1.102
13,2.725,5.038,1.376,2.495,5.294,0.9361,-4.488
13,2.307,2.151,0.3715,3.472,3.423,1.111,1.296
13,2.752,7.383,5.921,1.864,2.318,0.9545,-3.371
13,2.358,3.877,4.825,0.08259,1.324,0.9315,-4.09
13,2.925,9.063,1.664,2.499,2.842,0.7349,0.1739
13,2.286,4.003,0.1173,1.223,2.827,0.7003,-1.612
13,2.372,2.814,1.604,3.544,1.324,0.8983,-1.783
13,2.537,4.488,1.24,3.763,0.9858,1.09,0.6306
13,2.69,10.43,2.262,0.0295,5.997,0.7819,-5.085
13,2.649,7.101,2.673,1.989,4.035,0.78,-5.531
13,2.693,6.4,2.743,0.7655,2.387,0.7681,-4.302
13,2.75,7.581,1.03,1.554,4.63,0.9993,-4.995
13,3.089,4.882,4.606,6.193,3.93,1.117,4.966
13,2.835,5.06,7.969,0.8606,9.721,0.9352,5.363
13,2.453,7.039,2.592,0.3126,2.022,1.009,-5.113
13,3.107,5.621,6.076,4.734,7.75,0.942,1.701
13,2.489,4.274,0.7932,1.464,4.873,0.9126,-5.913
13,3.257,6.573,5.43,0.0024,14.76,1.066,6.069
13,2.917,7.7,1.092,0.9729,11.7,0.8632,-1.711
13,2.558,3.406,6.045,2.352,1.432,0.8218,-0.2404
13,2.18,2.314,0.2583,0.6113,2.007,0.7825,-3.228
13,2.891,9.738,3.557,2.924,0.4293,0.9581,-1.441
13,2.876,1.317,1.772,1.195,10.2,0.9508,3.611
13,2.406,1.829,2.363,0.6616,5.177,1.321,6.627
13,3.087,12.86,3.059,3.399,2.605,0.9928,-0.3004
13,2.807,6.065,3.002,0.7433,6.945,0.8149,-6.011
13,2.838,2.886,2.981,2.649,5.646,0.9674,-0.2232
13,2.622,2.489,1.527,2.541,5.914,0.9216,-2.565
13,2.576,5.985,1.38,3.08,3.895,0.9071,-4.973
13,2.286,1.331,0.009432,0.5453,3.387,0.7165,1.866
13,2.493,2.564,4.669,1.588,2.874,0.8068,-1.897
13,2.299,2.694,1.994,2.519,2.538,0.8925,-2.888
13,2.296,2.765,0.5071,0.4993,2.542,0.8418,-4.883
13,2.696,3.762,0.06393,1.451,8.532,0.8477,-3.08
13,2.65,7.732,2.164,0.948,2.451,1.035,-4.264
13,3.013,11.87,6.435,0.9287,7.141,1.031,1.597
13,2.795,8.359,1.638,0.0563,5.68,0.804,-7.823
13,2.664,3.771,3.304,1.257,4.844,0.891,-4.689
13,2.625,4.149,1.451,1.555,3.621,0.7643,-2.368
13,2.567,7.542,1.522,0.1467,4.159,0.8262,-8.652
13,2.565,4.557,0.1016,2.085,5.066,0.986,-4.2
13,2.323,1.407,3.309,3.136,1.327,0.8118,1.211
13,2.687,7.841,3.596,2.95,0.6054,1.108,0.1088
13,2.689,5.641,1.01,2.354,5.293,0.7687,-4.506
13,2.964,5.771,6.747,0.1879,6.342,0.737,0.6741
13,2.697,4.72,3.608,0.1885,4.111,0.9415,-4.829
13,2.831,8.333,5.302,2.805,2.283,0.8597,-3.184
13,2.741,3.579,3.243,3.249,4.478,0.9006,-2.448
13,2.488,3.213,1.478,4.889,2.333,0.8131,0.6316
13,2.729,6.688,2.903,2.799,4.249,0.8243,-5.12
13,2.346,3.095,1.888,0.1921,2.271,0.9573,-4.685
13,2.348,3.619,3.188,1.138,6.045,0.8326,-0.552
13,2.522,4.154,2.386,6.551,0.1324,0.9063,3.096
13,2.434,2.691,6.001,2.031,4.077,1.101,2.859
13,2.426,5.524,3.35,0.8341,3.547,0.9068,-5.426
13,2.457,4.394,6.046,1.967,0.4646,0.9789,-0.9157
13,2.756,7.553,0.8674,1.926,3.111,1.079,-1.807
13,2.385,4.797,1.381,1.296,1.956,0.974,-4.95
13,2.505,1.912,3,2.827,5.573,1.15,2.469
13,3.129,9.489,3.784,1.297,8.484,0.7919,-3.078
13,2.658,5.787,2.203,4.188,4.071,0.9417,-2.978
13,2.65,6.142,2.814,1.809,3.521,0.7733,-5.394
13,2.598,8.035,4.7,2.557,2.019,1.092,0.4113
13,2.427,5.172,1.123,0.2368,5.084,0.7691,-6.733
13,2.968,2.6,2.495,1.201,6.487,0.9436,4.854
13,2.899,8.822,7.003,3.208,3.474,0.9874,0.2442
