"stk","alpha","beta0","beta1","beta2","beta3","sigma","deviance"
12,2.74,29.52,64.47,20.85,20.05,1.266,-188.9
12,2.51,37.7,53.58,17.06,10.24,1.038,-192.2
12,2.94,37.92,50.79,29.56,25.72,1.007,-192
12,3.117,41.37,77.98,17.8,27.14,0.9418,-192.2
12,3.141,56.27,74.12,19.91,7.604,1.096,-193
12,2.884,24.68,87.07,0.5018,44.75,1.044,-188.9
12,2.938,57.96,67.93,24.18,7.079,1.022,-193.6
12,2.696,24.39,75.04,3.476,5.725,1.072,-192
12,2.693,42.8,51.9,4.931,22.64,0.8917,-192.8
12,2.739,8.287,89.08,0.6929,23.64,1.061,-187
12,3.353,61.39,73.15,1.8,37.62,0.975,-190.7
12,2.302,23.22,7.103,29.65,9.144,1.123,-186.9
12,2.247,48.22,19.31,18.27,6.545,0.882,-185.3
12,2.786,77.68,11.72,10.61,14.08,1.226,-187.6
12,2.917,54.8,0.9431,45.28,12.9,1.131,-187
12,2.706,35.87,47.51,31.55,28.44,1.174,-188.7
13,2.46,2.664,2.183,0.6158,4.733,0.827,-4.812
13,2.811,7.394,3.289,2.643,2.066,0.8954,-4.026
13,2.418,7.988,1.471,1.39,0.631,1.036,-3.181
13,3.271,9.72,9.119,3.66,4.393,1.099,4.281
13,2.91,9.263,1.233,1.834,5.992,0.9797,-4.901
13,2.324,3.085,3.67,1.908,3.853,0.9072,-1.596
13,2.769,3.513,4.406,1.27,5.951,0.8476,-3.041
13,2.474,6.358,1.778,0.3519,2.893,0.7579,-7.004
13,2.801,6.067,2.968,6.103,2.802,1.05,1.321
13,2.469,4.542,3.64,0.2084,4.764,1.044,-3.226
13,2.854,12.7,1.393,0.2342,5.49,0.9822,-4.363
13,2.62,3.405,7.058,2.299,3.934,1.061,1.561
13,2.671,3.356,1.729,4.3,2.816,1.071,1.147
13,2.81,4.406,3.034,4.596,4.054,0.8572,-1.058
13,2.075,3.669,0.3,3.796,1.384,0.8812,2.443
13,2.914,11.09,1.545,0.1792,7.631,0.9097,-6.032
13,3.09,8.695,1.749,1.357,9.817,0.8854,-3.691
13,2.538,5.931,1.086,0.8666,7.496,0.943,-4.894
13,2.914,7,4.894,0.2733,5.218,0.9579,-4.706
13,2.678,5.642,1.52,1.325,5.903,0.8191,-6.561
13,2.878,9.95,2.119,0.439,4.418,0.8303,-6.912
13,2.85,6.426,2.591,4.676,1.719,0.9312,-0.6209
13,2.736,9.606,3.692,1.934,3.783,0.8247,-4.303
13,2.82,5.585,5.997,0.7063,8.222,0.9973,-1.079
13,2.654,10.95,0.1931,1.488,1.941,0.872,-5.229
13,2.531,3.896,6.614,0.1476,0.2541,0.9224,-1.778
13,2.439,5.194,0.2348,1.005,6.486,0.8395,-5.875
13,2.583,7.913,1.177,0.4766,2.49,0.8282,-7.681
13,2.475,2.624,3.161,0.03744,0.9063,0.9438,-1.24
13,3.081,6.075,3.869,0.9544,8.513,0.9457,-2.1
13,2.608,4.221,1.12,1.976,6.801,0.7599,-3.132
13,2.534,5.033,0.004763,0.2182,3.929,0.9927,-4.577
13,2.65,2.522,1.8,4.367,3.27,0.9833,0.266
13,2.556,6,0.3362,3.094,5.388,0.8596,-4.631
13,2.329,2.199,1.179,0.875,5.377,0.882,-4.314
13,2.622,3.951,2.719,3.225,7.604,0.9502,-0.8027
13,2.448,3.978,4.04,0.2038,4.675,0.8255,-4.882
13,2.308,3.001,3.37,2.03,1.321,0.893,-2.787
13,3.413,9.401,4.7,3.664,7,0.8344,2.821
13,2.196,5.1,1.016,0.5992,1.198,0.8353,-5.646
13,3.303,4.638,9.908,1.566,11.77,1.004,8.67
13,2.466,4.188,2.566,0.2642,3.914,0.6978,-2.859
13,2.45,3.326,3.622,0.4709,5.632,0.9708,-3.552
13,2.56,4.603,3.197,3.416,0.5676,1.068,-0.0299
13,3.015,9.631,1.136,0.4721,10.71,0.9172,-3.7
13,3.21,2.93,4.78,1.91,6.47,0.8455,12.88
13,2.832,9.162,2.3,1.776,2.377,0.7779,-3.959
13,2.438,5.301,3.219,0.2174,3.876,0.8548,-6.676
13,2.787,7.755,2.712,0.2652,7.716,0.7955,-6.231
13,2.831,8.546,4.053,0.9378,2.554,0.7557,-4.061
13,2.949,12.34,1.949,4.537,2.027,0.888,0.2553
13,2.837,11.33,0.5667,1.763,2.476,0.8553,-4.244
13,2.071,1.346,2.762,0.6511,0.4554,1.046,-0.1676
13,2.612,2.68,2.165,0.7667,11.95,1.123,4.777
13,2.55,10.1,4.982,0.5077,1.333,0.7622,0.1475
13,2.069,4.228,0.2974,2.474,1.774,1.126,2.575
13,2.803,7.251,1.5,3.499,7.797,0.9282,-2.831
13,2.463,4.961,1.527,0.6915,7.153,0.8901,-4.817
13,2.574,3.526,1.904,1.369,5.301,0.9918,-3.888
13,2.328,6.124,0.4385,2.393,3.149,0.8284,-3.714
13,2.746,6.744,5.58,1.416,3.491,0.8956,-4.802
13,2.699,7.291,0.7505,0.4062,5.986,0.7995,-7.771
13,2.838,9.49,4.042,0.5685,2.12,1.028,-3.396
13,2.643,4.922,4.27,0.8636,5.623,0.7445,-3.169
13,2.391,2.568,0.4289,1.024,3.672,0.8433,-4.272
13,2.511,7.464,1.061,0.6654,1.339,0.8576,-6.822
13,3.206,8.429,4.066,4.994,3.236,0.8747,2.463
13,2.574,4.669,2.408,0.4302,4.053,0.9088,-6.388
13,2.607,2.952,0.8141,0.4363,11.31,1.125,2.715
13,2.658,8.924,2.361,0.1759,7.241,0.9517,-4.572
13,3.43,10.35,2.143,5.271,5.227,1.074,5.829
13,2.388,3.507,0.2358,0.9326,4.262,0.8916,-5.866
13,2.775,6.423,3.333,0.249,7.31,0.877,-6.466
13,2.128,1.328,0.3609,1.054,3.897,0.8352,-2.384
13,2.68,1.963,1.82,5.403,6.059,0.7718,5.185
13,2.694,8.507,2.241,2.198,3.814,0.9941,-4.55
13,2.558,6.366,0.6773,0.2985,4.4,0.7864,-7.803
13,2.789,10.97,0.03186,0.6486,7.793,0.6926,-0.4194
13,2.276,4.264,0.6921,0.7624,2.787,0.8525,-6.39
13,2.776,5.785,3.535,3.627,4.963,0.9233,-3.411
13,2.794,4.798,3.616,1.512,4.805,0.8911,-4.378
13,2.661,4.289,0.9848,2.292,4.271,0.8898,-3.97
13,2.333,3.729,2.127,1.09,1.445,0.892,-5.107
13,2.568,3.88,3.468,2.046,0.05947,1.047,0.2865
13,2.577,4.423,0.8703,0.3484,8.001,0.8274,-5.487
13,3.137,13.47,1.021,0.5994,7.425,0.865,-3.432
13,2.726,8.939,1.659,0.07346,5.399,1.062,-4.399
13,2.708,8.526,4.17,1.584,5.133,0.7535,-1.878
13,2.265,2.06,1.675,1.309,1.805,0.8435,-3.35
13,2.637,2.044,5.867,1.281,10.09,0.8929,6.073
13,2.969,6.376,8.461,1.612,4.928,1.055,0.8227
13,2.771,7.049,5.48,2.991,0.668,0.8677,-1.902
13,2.759,10.92,2.653,0.1322,3.102,1.116,-1.815
13,2.739,5.482,0.1332,0.07826,5.48,0.9407,-3.584
13,2.653,3.838,1.012,0.4756,3.868,0.8784,-2.209
13,2.56,2.344,7.201,0.281,1.339,0.9363,-0.07939
13,2.571,6.433,1.879,0.7272,3.222,0.9793,-6.02
13,2.918,8.593,0.195,0.09988,12.86,0.91,-0.7772
13,2.302,7.984,3.51,0.7185,1.543,0.9107,-1.701
13,2.79,5.224,1.953,2.448,10.15,0.8495,-0.7056
13,2.458,2.122,1.836,0.9683,11.22,0.8834,4.866
13,2.636,6.393,2.506,0.03134,2.242,0.8897,-6.119
13,2.023,1.812,0.5992,1.144,2.311,0.7638,0.6226
13,2.748,2.544,3.483,2.333,7.606,0.8152,-0.3025
13,2.503,3.038,2.866,0.09966,6.34,0.905,-4.911
13,2.347,6.46,1.403,0.1179,6.637,0.9102,-2.964
13,2.682,3.187,3.598,3.37,5.825,0.7732,0.3814
13,2.717,3.038,7.287,2.556,2.296,1.043,1.507
13,2.462,5.446,2.394,1.755,1.406,0.9173,-5.275
13,2.566,4.993,2.758,1.302,3.247,0.846,-6.258
13,2.83,5.776,3.958,0.6378,9.195,0.7815,-1.996
13,2.816,8.716,3.972,0.4189,2.415,0.918,-5.666
13,3.019,6.699,0.5639,4.934,10.44,0.8023,3.297
13,2.43,5.401,1.42,4.171,1.64,0.8388,-1.637
13,2.462,6.861,0.3719,1.902,2.503,0.8981,-6.264
13,2.837,6.78,3.731,0.537,3.348,0.7761,-3.606
13,2.5,2.409,1.675,2.019,2.973,0.7547,0.08424
13,2.486,4.126,0.446,1.485,0.5115,0.8041,0.264
13,2.491,5.839,1.447,0.1163,1.828,1.138,-0.9895
13,2.705,8.834,0.7022,0.8956,4.684,0.753,-6.715
13,2.377,3.187,3.194,1.356,6.615,1.047,0.5742
13,2.243,4.682,3.978,0.4069,1.976,0.81,-2.434
13,2.453,8.227,2.049,0.5575,4.523,0.9607,-4.424
13,2.489,4.501,3.927,0.1867,4.68,0.7558,-4.22
13,2.625,7.198,0.96,1.239,5.838,0.7601,-6.279
13,2.893,4.127,5.681,1.94,6.368,1.023,-0.7972
13,2.466,5.719,6.154,0.8875,2.02,0.8464,-1.982
13,2.585,4.729,3.807,0.855,7.078,0.705,1.332
13,2.839,4.931,7.275,3.003,3.33,0.9233,-0.5437
13,2.649,6.736,4.068,2.155,5.26,0.9289,-3.467
13,2.446,7.334,2.408,1.691,1.419,0.8401,-5.264
13,2.499,5.677,3.512,0.2774,4.302,0.9631,-5.592
13,2.592,6.987,5.041,2.335,2.476,0.94,-2.666
13,2.506,2.177,5.403,2.907,1.092,0.9256,0.03439
13,2.545,1.758,0.2955,0.8028,6.557,0.9523,-1.838
13,2.937,7.663,3.596,3.989,3.925,0.9569,-2.749
13,2.893,6.983,1.63,1.948,7.536,0.7385,-2.936
13,2.735,7.572,5.423,0.3613,1.28,0.9669,-4.041
13,2.472,3.811,0.5408,0.3645,8.335,0.9532,-3.898
13,2.485,1.281,1.041,1.104,6.296,0.943,-2.173
13,3.07,6.406,1.842,2.277,9.67,0.7879,-0.2165
13,2.156,1.585,6.203,0.7908,0.4904,0.9217,1.938
13,3.251,10.21,5.836,0.2881,9.458,0.8061,-0.5875
13,2.511,3.671,2.068,2.307,2.389,0.8988,-4.016
13,2.533,2.075,5.386,3.28,6.152,0.9443,2.834
13,2.379,8.05,0.2574,0.8899,1.252,0.764,-5.322
13,2.295,4.693,0.7054,1.697,4.256,0.9787,-3.548
13,2.958,3.167,5.331,0.7369,11.2,1.012,2.522
13,2.239,2.552,1.112,1.362,3.606,0.9243,-3.971
13,2.49,4.138,0.3306,0.3946,4.588,0.8978,-6.149
13,2.368,2.278,3.791,1.046,1.676,0.8968,-3.206
13,2.652,5.831,0.8463,4.496,6.403,1.022,-0.6458
13,2.747,3.027,4.063,0.3126,9.813,1.004,-0.2815
13,2.609,5.945,2.898,0.157,4.853,0.75,-6.497
13,2.493,3.624,4.712,4.794,1.883,1.006,1.932
13,2.278,2.456,0.9845,0.1132,4.5,0.8433,-5.366
13,2.224,1.391,0.2035,1.558,4.115,0.8316,-2.546
13,2.51,1.573,5.396,0.4245,6.813,1.026,0.5738
13,2.512,6.552,1.742,4.588,2.607,0.7415,2.898
13,2.375,5.322,3.03,0.1369,1.503,0.7762,-5.761
13,2.664,6.285,0.1473,1.704,7.085,0.8375,-6.171
13,2.172,2.757,3.364,1.728,0.4455,1.029,-0.3473
13,2.565,10.45,2.117,1.296,2.736,0.8758,-4.385
13,3.011,6.861,3.502,0.4136,7.981,0.9541,-3.9
13,2.866,9.873,2.544,0.2813,5.542,0.8269,-7.498
13,3.226,11.89,5.601,3.095,5.156,0.9202,-0.9241
13,3.084,11.64,2.385,3.324,1.626,1.005,0.7558
13,2.325,1.99,0.1207,1.309,3.51,0.8528,-3.598
13,2.352,3.141,3.915,0.7135,3.359,0.8295,-3.759
13,3.018,5.958,3.417,0.07063,12.59,0.9159,0.2598
13,2.381,2.168,0.533,0.4611,6.642,0.8153,-3.716
13,2.216,1.801,0.6675,1.167,4.03,0.8332,-3.37
13,2.999,10.11,2.539,1.344,5.726,0.8684,-5.912
13,2.507,4.696,5.785,0.456,1.932,0.8887,-4.147
13,2.602,5.837,1.104,1.039,5.282,0.8748,-7.337
13,2.691,8.295,2.197,2.274,4.703,0.7895,-5.047
13,2.121,1.263,2.465,0.8753,3.413,0.8905,-1.383
13,2.083,1.343,0.248,1.968,0.6211,0.7394,2.877
13,3.001,6.133,1.238,0.8371,9.017,0.9444,-2.34
13,2.685,8.964,4.491,1.833,2.728,0.8825,-4.209
13,2.455,2.98,1.993,2.166,0.5658,0.8846,-1.513
13,2.713,2.422,5.752,5.324,3.317,1.076,3.759
13,2.896,6.992,3.85,2.552,7.709,0.9103,-3.405
13,2.683,5.581,2.02,1.174,2.75,0.9549,-4.148
13,2.571,10.41,0.4539,3.808,0.7438,1.032,0.02435
13,2.421,5.591,4.388,0.1612,2.765,0.7942,-4.791
13,2.482,8.659,0.2258,0.4288,4.101,0.9007,-7.37
13,2.496,6.411,1.247,0.4958,3.667,0.7691,-7.473
13,2.818,8.591,3.411,0.685,6.299,0.8688,-6.784
13,2.18,4.029,3.117,1.307,3.371,0.8272,0.9095
13,2.386,6.141,0.01717,3.865,0.7082,0.9579,-2.122
13,2.311,7.769,4.652,0.1738,4.456,0.9296,3.726
13,2.57,3.439,2.363,0.1464,9.515,0.9611,-1.951
13,3.094,4.621,7.026,0.0111,7.686,1.048,1.794
13,2.516,4.327,4.522,0.7562,2.131,0.8886,-4.975
13,2.542,8.685,3.089,1.89,1.971,1.236,3.465
13,2.337,1.365,1.476,0.1026,0.8763,0.8063,1.679
13,2.343,5.792,0.7022,0.2224,4.108,0.8999,-7.216
13,2.419,4.414,3.555,1.59,4.663,1.027,-1.619
13,2.542,1.575,3.015,1.289,9.928,1.102,3.634
13,2.638,3.994,3.693,0.9696,7.114,0.892,-4.163
13,2.485,5.462,0.8756,4.51,0.5839,1.003,-0.7967
13,2.54,8.2,1.324,0.373,0.6034,0.7705,-5.001
13,3.146,9.821,6.138,0.4326,6.714,0.9393,-3.415
13,3.217,5.95,6.468,1.018,8.315,1.014,1.13
13,3.079,6.036,6.575,1.289,8.385,1.115,1.744
13,2.511,5.843,0.8877,1.542,3.801,0.9918,-5.278
13,2.316,2.1,0.9775,1.367,5.111,0.9281,-3.645
13,2.82,6.01,2.691,0.9366,8.258,1.013,-3.592
13,2.764,4.169,8.098,4.009,1.769,0.9113,2.717
13,2.008,1.205,0.6693,2.215,0.1401,0.8156,1.282
13,2.585,4.722,2.62,3.936,2.103,0.8669,-2.695
13,2.487,1.669,1.684,2.046,4.876,1.11,0.6643
13,2.651,3.982,4.346,1.198,5.001,0.8613,-4.664
13,3.072,9.708,1.927,0.06514,8.911,1.073,-1.937
13,2.704,6.411,2.498,0.4466,10.21,0.9458,-1.855
13,2.705,6.785,0.1678,1.642,7.38,0.949,-5.489
13,2.428,2.557,1.223,2.537,5.775,0.8696,-2.819
13,2.597,4.776,0.9291,2.533,8.238,0.8789,-2.683
13,2.52,7.884,3.158,1.049,2.414,0.9311,-5.619
13,2.826,2.917,5.813,1.715,5.656,0.9949,-0.4456
13,2.603,7.39,2.504,0.939,5.339,0.9489,-5.906
13,2.256,2.024,0.2357,0.1516,3.724,0.849,-4.719
13,2.235,1.186,1.959,0.6101,5.233,1.071,-0.2077
13,2.223,4.344,1.233,1.393,4.712,0.8276,-1.717
13,2.936,4.573,2.781,0.1691,8.606,1.245,4.927
13,2.936,8.185,2.361,0.4112,9.945,0.897,-4.549
13,2.557,5.209,4.874,0.2266,0.6274,0.8564,-4.227
13,2.758,9.01,1.683,1.982,2.023,0.747,-3.112
13,2.529,2.683,3.177,1.707,4.211,0.8737,-3.86
13,3.023,7.093,4.042,0.1584,6.081,0.7467,-0.9958
13,3.454,5.471,7.794,1.375,10.22,0.9089,7.472
13,2.514,2.259,3.496,2.635,8.703,1.029,3.363
13,2.573,2.428,1.525,0.4957,6.927,1.069,-1.109
13,2.756,6.903,2.851,0.5396,6.603,0.9801,-5.634
13,2.543,10.14,0.7181,1.368,3.041,0.7932,-4.812
13,2.886,9.956,3.667,1.113,6.771,0.8667,-5.033
13,2.26,2.278,3.003,0.6519,1.951,0.9002,-3.917
13,2.656,6.759,3.389,0.2049,3.951,0.8219,-7.687
13,2.974,11.3,1.253,0.1289,9.5,0.9858,-3.453
13,3.018,7.292,2.773,1.035,6.939,0.8314,-4.097
13,3.433,11,2.65,2.665,6.354,1.129,5.114
13,2.278,3.611,2.766,1.314,0.2842,0.9376,-3.571
13,2.888,9.82,0.6228,3.938,7.157,0.9906,-1.676
13,2.148,1.523,0.4184,2.288,1.474,0.9975,-1.085
13,2.701,6.748,3.298,0.2055,5.365,0.7454,-6.226
13,2.543,3.436,0.7235,0.6358,7.815,0.863,-4.737
13,2.837,5.917,0.1129,4.479,5.559,0.8606,-2.077
13,3.044,7.849,4.092,0.1708,7.271,0.9845,-3.766
13,2.476,5.147,2.654,1.029,3.482,1.042,-3.797
13,2.363,4.35,1.521,1.979,2.871,0.9086,-5.014
13,2.729,4.428,2.336,4.131,7.509,0.8697,-0.88
13,2.704,6.487,3.153,1.654,5.336,0.7812,-5.485
13,2.668,3.441,0.5646,1.612,4.108,0.9928,-0.8113
13,2.491,4.845,0.6338,0.7799,3.234,1.104,-1.892
13,2.913,7.848,3.132,4.503,4.518,0.9454,-2.561
13,2.857,6.356,1.595,0.6354,11.3,1.05,-0.621
13,2.524,8.058,0.4396,1.178,5.167,0.7905,-6.193
13,2.184,3.287,0.02189,2.777,0.3938,1.012,-1.181
13,2.995,7.709,5.809,1.189,3.947,0.9954,-2.703
13,2.529,5.005,1.815,0.3175,2.49,0.7821,-5.346
13,2.498,2.153,1.933,2.389,4.253,0.9245,-2.895
13,2.679,2.656,0.2911,1.073,8.349,0.7397,1.976
13,2.877,4.934,3.422,0.8483,9.507,0.9797,-2.366
13,2.642,4.362,2.154,4.762,6.267,0.7499,3.755
13,2.838,10.48,3,0.01703,2.986,0.9268,-6.128
13,2.832,5.509,3.851,2.094,4.652,0.8504,-4.427
13,2.928,3.86,4.198,2.712,6.602,0.9955,-0.7246
13,2.848,5.22,8.369,0.4941,3.4,1.014,-0.3855
13,2.74,8.586,3.876,3.623,5.808,0.8841,0.5892
13,2.372,1.638,0.4268,1.3,3.676,0.8041,-1.922
13,2.512,5.696,0.4995,3.019,0.5912,1.08,-0.3369
13,2.946,4.261,4.439,1.87,7.647,0.9704,-1.571
13,2.609,6.131,2.203,3.77,5.019,0.7463,0.4254
13,2.909,11.68,0.7536,1.03,5.704,0.9012,-5.823
13,2.589,7.449,1.059,2.057,3.906,0.8558,-6.694
13,3.065,10.35,2.843,0.4601,5.904,0.8791,-5.342
13,2.312,2.988,0.8468,0.4024,6.299,1.225,3.009
13,2.547,5.892,4.465,5.913,0.2804,1.07,4.294
13,2.523,5.936,1.849,1.551,4.181,1.006,-4.744
13,2.984,6.73,6.176,5.092,0.43,1.084,3.89
13,2.363,4.363,3.046,2.244,2.91,1.117,0.4979
13,2.477,3.445,0.5606,0.7878,5.228,1.037,-3.264
13,2.577,7.372,0.154,2.829,3.803,0.7654,-4.28
13,2.398,2.281,1.891,3.005,2.795,0.8426,-2.114
13,3.046,9.455,4.546,2.537,6.28,0.7228,0.1333
13,2.874,8.62,0.7314,1.843,4.938,0.8183,-5.371
13,2.679,5.666,1.559,1.201,4.069,1.051,-3.166
13,2.979,6.89,4.376,1.757,3.014,1,-1.074
13,2.666,2.421,1.245,1.257,2.262,0.9525,3.66
13,2.395,3.692,2.146,0.84,3.837,0.8951,-5.897
13,3.146,4.503,3.659,2.458,9.3,0.811,3.542
13,2.569,8.185,3.746,0.9679,1.324,0.6995,-1.548
13,2.74,3.858,0.4633,2.807,3.284,0.9989,0.9884
13,2.5,5.533,0.6886,0.5016,4.776,0.7727,-7.171
13,2.9,5.714,5.107,1.908,8.382,0.9666,-1.74
13,3.253,4.861,2.08,1.025,17.9,0.9673,11.69
13,2.642,7.033,1.842,2.185,6.801,0.8317,-4.11
13,2.856,2.841,7.351,3.13,4.298,0.8484,2.446
13,2.651,8.579,0.7548,2.539,4.143,0.8534,-5.872
13,2.571,2.318,2.333,1.125,2.115,0.8716,0.0243
13,3.283,10.58,7.926,5.485,7.292,0.8515,9.535
13,2.91,8.742,3.807,2.707,8.467,0.782,1.271
13,2.526,3.785,2.769,2.18,2.423,0.8362,-4.003
13,2.847,1.599,5.554,3.401,4.122,0.9644,2.809
13,2.389,2.019,5.451,1.228,6.416,0.978,2.553
13,2.804,8.56,4.554,0.4282,2.207,0.9898,-4.383
13,2.364,5.043,2.102,0.0854,3.908,0.898,-6.855
13,3.009,6.372,10.68,0.7765,1.113,0.8603,4.928
13,2.601,1.207,4.384,5.044,2.415,0.9543,2.558
13,2.63,6.294,3.037,0.08423,1.382,1.011,-3.519
13,2.524,5.455,2.151,0.6852,4.023,0.8408,-7.485
13,2.332,1.932,0.01311,1.879,2.083,0.9296,-2.02
13,2.798,8.365,4.685,0.7522,4.482,0.9098,-6.1
13,2.441,1.613,2.782,5.971,0.09046,1.039,4.141
13,2.552,1.168,1.151,0.5605,8.509,0.9946,-0.5493
13,2.407,4.381,0.5151,0.9743,2.203,0.7501,-3.844
13,2.361,2.128,0.9143,1.556,5.282,0.808,-3.094
13,3.018,4.981,1.441,0.6513,11.86,1.112,2.666
13,2.897,7.221,10.17,0.6065,0.9974,0.8013,4.166
13,2.5,2.308,0.1558,2.356,4.624,0.901,-2.646
13,2.442,6.203,0.1247,0.2872,0.61,1.045,-2.496
13,2.771,6.449,4.749,3.476,5.335,1.166,2.631
13,2.576,5.791,2.49,1.746,2.283,0.8918,-5.883
13,2.711,6.421,3.66,4.732,1.538,0.8459,-0.954
13,2.654,3.915,2.18,3.129,2.727,1.058,-0.527
13,2.909,3.277,0.4495,4.058,9.271,0.932,1.335
13,3.251,5.249,3.073,4.889,8.827,0.8252,5.364
13,2.78,5.511,3.506,3.173,4.238,0.9953,-2.952
13,3.27,5.963,6.188,0.3461,11.45,0.8526,3.616
13,2.722,3.907,1.01,2.239,6.3,0.8411,-3.352
13,2.88,6.39,5.973,0.0997,7.281,0.876,-4.092
13,2.819,3.458,0.02295,0.2194,9.339,0.9206,-0.2013
13,2.334,3.953,0.6799,0.6793,3.247,0.9698,-5.347
13,2.668,6.593,2.66,4.798,4.764,0.8059,0.8021
13,2.891,9.918,1.713,0.5486,9.611,1.095,-0.6681
13,2.268,5.131,1.103,2.62,0.2172,0.8354,-2.836
13,2.634,4.652,0.2328,0.1832,10.29,0.8141,-2.768
13,2.519,7.319,2.153,0.2296,1.772,0.8082,-7.413
13,2.666,1.333,3.167,1.279,8.732,0.9769,0.1335
13,2.684,6.079,0.4717,1.618,8.13,0.7857,-4.5
13,2.985,10.78,5.196,0.04021,0.41,0.8647,-0.5228
13,2.88,2.973,0.9809,0.477,13.29,0.9567,3.087
13,3.109,4.867,2.799,5.023,11.66,0.9454,4.142
13,2.303,1.959,0.1965,3.825,3.516,1.029,0.0482
13,2.663,4.528,3.638,0.05942,3.481,0.821,-4.709
13,2.739,9.174,1.949,0.3885,4.496,0.7887,-7.772
13,2.033,2,0.411,2.341,0.8027,0.8518,-0.3502
13,2.484,4.237,2.368,0.03767,1.945,0.9237,-5.033
13,2.88,4.119,5.465,2.889,6.601,0.8085,-0.03626
13,2.474,5.273,0.04467,0.6168,5.223,0.8034,-7.262
13,2.485,4.289,3.548,0.7962,6.246,0.8732,-3.82
13,2.307,1.938,1.921,0.04461,3.545,0.8663,-4.703
13,3.385,7.538,4.984,3.939,10.79,0.8369,4.385
13,2.721,9.709,2.388,1.417,1.94,0.8732,-5.99
13,2.62,6.734,1.247,0.6578,3.441,0.8498,-7.442
13,2.544,6.013,2.009,0.8372,4.189,1.077,-3.42
13,2.642,5.028,1.211,1.309,8.409,0.8863,-4.676
13,2.734,8.537,0.3722,0.8685,6.274,0.759,-6.637
13,2.476,4.88,1.711,1.138,4.226,0.9057,-6.542
13,2.436,3.975,1.795,1.053,6.37,0.7445,-2.252
13,2.246,5.831,0.7772,0.9099,3.252,0.8941,-5.126
13,2.993,6.744,5.8,3.444,6.756,0.9695,-0.9586
13,2.561,4.955,2.038,1.62,4.463,0.8113,-6.097
13,2.539,5.993,1.017,0.9294,4.633,0.737,-6.009
13,2.302,2.547,3.247,2.173,2.165,0.9012,-2.383
13,2.745,4.696,4.056,3.363,4.322,0.8008,-2.125
13,2.908,8.136,3.523,2.925,6.677,0.9012,-3.929
13,2.566,3.193,1.538,1.693,8.12,0.9035,-2.988
13,2.553,3.973,4.405,2.774,1.875,0.9725,-2.267
13,2.635,4.976,0.8085,3.56,4.512,0.721,-0.2627
13,2.818,7.386,6.067,0.04848,2.846,1.075,-1.845
13,2.37,5.812,4.594,0.9794,0.524,0.7736,-1.947
13,2.917,6.852,4.658,1.048,4.536,0.7996,-4.194
13,2.849,5.654,1.938,1.928,6.669,0.9988,-3.477
13,2.491,4.93,3.783,0.5697,4.494,0.8279,-5.61
13,2.434,6.142,0.9328,0.5899,3.939,0.8451,-7.863
13,2.544,6.533,5.266,0.00693,3.901,0.8753,-5.013
13,2.38,5.231,2.861,0.7023,5.245,0.7519,-1.457
13,2.643,6.835,2.855,0.222,4.604,0.8169,-8.003
13,2.531,2.421,4.096,3.78,2.978,1.097,1.657
13,2.427,4.84,2.653,3.179,2.489,0.8218,-2.34
13,3.161,5.215,5.141,1.35,10.8,0.9434,1.03
13,2.455,7.541,2.066,1.706,2.071,0.8613,-5.571
13,2.588,9.627,3.971,0.8652,2.166,0.9312,-4.322
13,3.148,1.34,4.819,4.21,8.419,1.15,8.804
13,2.752,7.887,0.399,1.35,7.565,0.9613,-5.513
13,2.902,9.745,4.882,0.6608,4.386,0.8518,-5.911
13,2.254,2.97,1.136,1.388,4.402,0.7973,-2.986
13,2.659,5.028,0.806,3.093,7.517,0.9156,-3.387
13,2.465,7.485,2.254,0.7224,4.375,0.9872,-4.536
13,2.846,7.96,1.03,0.8366,3.604,0.9853,-3.217
13,2.664,7.823,1.669,0.4615,6.125,0.7783,-7.316
13,2.594,8.744,1.249,0.5347,3.815,0.7342,-6.442
13,2.844,7.955,8.715,0.103,5.101,0.952,-0.1493
13,2.941,9.093,5.678,0.7482,2.683,0.9649,-3.686
13,2.879,5.606,3.672,3.837,5.578,1.053,-0.8958
13,2.827,6.801,4.752,1.661,3.778,0.9236,-4.951
13,2.883,9.07,0.003669,3.008,0.9373,0.9603,1.409
13,2.835,9.175,0.2629,0.3848,7.404,0.8576,-7.198
13,2.265,2.172,2.662,1.827,1.195,0.8079,-1.685
13,2.49,5.297,0.8541,2.048,2.674,0.7877,-5.145
13,2.609,5.187,2.999,0.3485,2.688,0.8382,-5.885
13,2.601,5.992,0.2868,4.742,2.126,0.873,-2.087
13,2.282,2.067,1.167,2.659,3.141,0.9895,-1.786
13,2.714,6.313,1.721,0.188,10.41,0.9186,-3.09
13,2.601,4.221,1.125,0.0966,7.45,0.861,-5.959
13,2.725,6.379,6.682,0.4911,1.971,0.7956,-2.923
13,2.773,10.3,4.162,0.3647,4.08,0.6149,6.113
13,2.431,4.9,3.187,0.384,6.183,0.8367,-3.665
13,2.391,4.555,5.91,1.515,4.736,0.9968,2.911
13,2.646,2.255,7.095,0.3591,2.014,1.04,1.365
13,2.304,4.079,1.476,0.5581,6.024,1.043,-1.858
13,2.648,3.588,3.075,0.5717,2.631,0.7843,-0.6121
13,2.948,6.298,3.541,2.129,4.389,0.9299,-3.004
13,2.957,7.011,1.944,0.3066,10.89,0.9769,-2.718
13,2.593,6.483,5.64,0.9421,3.084,0.8038,-3.535
