stk,CU,muAlpha,alpha,beta0,sigmaAlpha,sigma
1,PrtI,1.603151492,1.100468801,2.69E-05,0.434734926,0.260821124
1,PrtI,1.60903823,0.930774032,1.81E-05,0.294207097,0.372432032
1,PrtI,1.600891279,1.337796208,2.71E-05,0.168045255,0.427930874
1,PrtI,1.254210231,1.36184243,3.08E-05,1.300533767,0.282854148
1,PrtI,0.491813847,1.177121507,3.08E-05,1.187504485,0.365978199
1,PrtI,1.065875947,1.116619893,2.50E-05,0.278774361,0.328758422
1,PrtI,1.493083684,1.317600789,2.58E-05,0.203684791,0.273675849
1,PrtI,1.384260196,1.420948341,3.22E-05,0.463953133,0.490899808
1,PrtI,1.473501501,1.35225633,3.96E-05,0.453249736,0.404390803
1,PrtI,1.173695763,1.091555348,2.38E-05,0.542648811,0.392339599
1,PrtI,1.110559174,1.09187269,2.26E-05,0.803238977,0.337961197
1,PrtI,1.637935914,1.615193957,3.71E-05,0.182022081,0.370652348
1,PrtI,0.729744874,1.362000246,3.37E-05,0.325564732,0.313927792
1,PrtI,1.638728086,1.348344232,2.32E-05,0.329167145,0.304426458
1,PrtI,0.865961216,1.389311742,2.85E-05,0.514577604,0.284787435
1,PrtI,1.036421993,1.315446572,2.96E-05,0.280346638,0.471081658
1,PrtI,1.575081902,1.368958727,2.95E-05,1.081523386,0.30998715
1,PrtI,1.790657301,1.25752487,2.44E-05,0.415740442,0.345566525
1,PrtI,1.633960427,1.264168933,2.40E-05,0.333889284,0.403449682
1,PrtI,1.413011426,1.165611153,2.78E-05,0.373634928,0.37226007
1,PrtI,1.255429691,1.304177777,2.75E-05,0.261260618,0.382564762
1,PrtI,1.116729735,1.454733813,3.37E-05,0.098745476,0.473753337
1,PrtI,1.477071441,1.213575242,2.80E-05,0.292961048,0.354894662
1,PrtI,1.256045013,1.391031147,3.31E-05,0.100181693,0.340175469
1,PrtI,0.673692046,1.375752305,2.86E-05,0.661861124,0.444975397
1,PrtI,1.300583711,1.178698848,2.32E-05,0.209850861,0.424345217
1,PrtI,0.881284824,1.224895732,2.92E-05,1.202882454,0.352994947
1,PrtI,0.955106907,1.435157257,3.40E-05,0.099673859,0.293705277
1,PrtI,1.019977701,1.262119649,2.75E-05,0.174886099,0.311694559
1,PrtI,1.20240702,1.27136693,2.79E-05,0.520150823,0.24835897
1,PrtI,0.990270714,0.882254868,1.85E-05,0.32160263,0.247843896
1,PrtI,1.065618374,1.266478253,3.01E-05,0.150173313,0.3051913
1,PrtI,0.967125314,1.635822496,3.81E-05,0.169050693,0.308863079
1,PrtI,1.068709415,0.946419599,2.28E-05,0.219908332,0.255567799
1,PrtI,0.842652236,0.992636859,2.14E-05,0.197576196,0.293553479
1,PrtI,1.099652857,1.299009093,2.70E-05,0.135227463,0.263717
1,PrtI,1.370463607,1.245047151,3.01E-05,0.234444266,0.276735761
1,PrtI,1.406727016,1.282423947,2.88E-05,0.28785722,0.356395004
1,PrtI,1.097544843,1.228479711,2.73E-05,0.682129077,0.314995684
1,PrtI,1.121455344,1.498034556,3.42E-05,0.212921325,0.361225692
1,PrtI,1.113590672,1.267266594,3.01E-05,0.071057769,0.340927338
1,PrtI,1.174051316,1.168894272,2.29E-05,0.142667789,0.405546541
1,PrtI,1.298768098,1.498223278,3.42E-05,0.315548225,0.305493539
1,PrtI,1.188541831,1.524688759,4.08E-05,0.225254396,0.372336972
1,PrtI,1.335576287,1.127915404,2.57E-05,0.474227821,0.285520789
1,PrtI,1.478095499,1.178818878,2.81E-05,0.243811396,0.245787182
1,PrtI,1.060462505,1.280052719,3.10E-05,0.114259148,0.388875094
1,PrtI,0.585943635,1.22112443,2.38E-05,0.662516432,0.444787665
1,PrtI,1.381411928,1.438067492,3.43E-05,0.112477901,0.456856104
1,PrtI,1.213664748,1.352216202,3.10E-05,0.159328336,0.358991394
1,PrtI,1.057917625,1.148562132,2.72E-05,0.356772257,0.263607019
1,PrtI,2.033351176,1.35040327,3.46E-05,0.354500187,0.332810662
1,PrtI,0.172979673,1.273576641,3.18E-05,0.820135948,0.485345885
1,PrtI,1.668044417,1.317824085,3.07E-05,0.476868304,0.281183249
1,PrtI,1.555651062,0.938103068,1.48E-05,0.272747157,0.332783095
1,PrtI,1.559130173,1.349041883,2.78E-05,0.467538897,0.32931424
1,PrtI,1.073921275,1.2172012,3.05E-05,0.549361661,0.298635012
1,PrtI,1.413251467,1.227701783,2.89E-05,0.191427584,0.305564381
1,PrtI,1.18421173,1.317879224,3.06E-05,0.515038233,0.326697664
1,PrtI,1.236502697,1.11532546,2.62E-05,0.266429418,0.341072427
1,PrtI,1.272071457,1.118312456,2.52E-05,0.140540328,0.454848835
1,PrtI,1.02778461,0.969586522,1.50E-05,0.166851388,0.460796681
1,PrtI,1.04193392,1.052677542,2.17E-05,0.140748748,0.411058243
1,PrtI,1.089675656,1.156299056,2.98E-05,0.105729235,0.394312829
1,PrtI,0.938395397,1.286060895,3.19E-05,0.429202018,0.336911713
1,PrtI,1.080093734,1.218830844,2.81E-05,1.361568261,0.281758906
1,PrtI,1.745340403,1.550418932,3.39E-05,0.183257483,0.277310329
1,PrtI,1.128829285,1.337120327,2.99E-05,0.13547114,0.333109097
1,PrtI,0.865155963,1.263639081,2.76E-05,0.42275688,0.469495622
1,PrtI,1.291354502,1.271915378,2.80E-05,0.176209524,0.405376777
1,PrtI,0.95522766,1.054707467,2.10E-05,0.183291612,0.39321483
1,PrtI,1.426162624,1.296626767,2.54E-05,0.570287967,0.241540628
1,PrtI,1.09689915,1.266452351,2.68E-05,0.095055814,0.234937131
1,PrtI,1.216356338,1.287019325,2.76E-05,0.477333402,0.285551729
1,PrtI,1.067456898,1.020260266,2.33E-05,0.454481495,0.368680865
1,PrtI,1.517196836,1.000717133,1.99E-05,0.162002521,0.494430078
1,PrtI,0.230208662,1.058901611,2.43E-05,0.576966847,0.310010027
1,PrtI,1.02358633,1.321662335,3.02E-05,0.229330382,0.258036585
1,PrtI,0.913125797,1.136377036,2.62E-05,0.590500534,0.434561213
1,PrtI,1.164617384,1.663466088,3.78E-05,0.346020268,0.407396107
1,PrtI,1.216788288,1.25176875,2.70E-05,0.178539021,0.324307085
1,PrtI,0.84568305,1.111362555,2.15E-05,1.075749764,0.367117964
1,PrtI,0.993809064,1.524484111,3.81E-05,0.617737671,0.302290924
1,PrtI,1.561591493,1.435436518,2.91E-05,0.306217582,0.339350893
1,PrtI,0.952552126,1.231614673,2.48E-05,0.138695486,0.356309634
1,PrtI,0.925541302,1.250238683,2.67E-05,0.386197267,0.313115105
1,PrtI,1.159259125,1.436250593,2.95E-05,0.207997597,0.284509906
1,PrtI,1.046654491,1.378795898,3.18E-05,0.095728082,0.323169509
1,PrtI,1.629643937,1.38058129,3.58E-05,0.414957526,0.272816496
1,PrtI,1.486053238,1.050846846,2.38E-05,0.240311682,0.342468775
1,PrtI,1.408240442,1.382058981,3.09E-05,0.396968907,0.289056234
1,PrtI,0.792013864,1.071723208,2.12E-05,0.147583861,0.237103624
1,PrtI,0.971378507,1.201647358,3.03E-05,0.797846917,0.292037834
1,PrtI,1.639153874,1.466419325,3.28E-05,0.403797707,0.31421405
1,PrtI,1.352684924,1.232098151,2.75E-05,0.152676364,0.351927952
1,PrtI,2.02682102,1.104598424,2.46E-05,2.16792072,0.394831936
1,PrtI,1.006857746,1.315063223,2.93E-05,0.375007887,0.335533055
1,PrtI,1.086183602,1.203311925,2.63E-05,1.556936463,0.349304451
1,PrtI,1.205829019,1.356580622,3.28E-05,0.194884286,0.320769447
1,PrtI,0.957281977,1.177121536,2.72E-05,0.134734322,0.485966835
1,PrtI,1.964504618,1.179353497,2.96E-05,0.469883898,0.238701668
1,PrtI,1.121062624,1.320925859,2.63E-05,0.180447364,0.344902781
1,PrtI,1.782654117,1.478905213,4.02E-05,0.71964005,0.510041365
1,PrtI,1.380274207,1.582746161,3.69E-05,0.104242892,0.335131921
1,PrtI,0.881163873,1.238907366,3.03E-05,0.180210068,0.282676333
1,PrtI,1.025587747,1.153228452,2.86E-05,0.178900552,0.266236131
1,PrtI,1.073199617,1.194932833,2.89E-05,0.151105084,0.414813094
1,PrtI,1.77946759,1.304202225,3.53E-05,0.550941502,0.307109212
1,PrtI,1.389945521,1.237277462,2.80E-05,0.516268321,0.342200772
1,PrtI,1.202339391,1.513927187,4.05E-05,0.236448269,0.515720602
1,PrtI,1.327663264,1.128000303,2.45E-05,0.939667034,0.277045851
1,PrtI,1.167074627,1.30404038,3.11E-05,0.168377025,0.22888328
1,PrtI,1.048346631,1.191441292,2.60E-05,0.548705085,0.421747431
1,PrtI,0.859860243,1.269882487,3.14E-05,0.854530852,0.281207602
1,PrtI,1.189965243,1.355387434,2.90E-05,0.310159542,0.282299527
1,PrtI,1.036733516,1.24876221,2.95E-05,1.711411079,0.31458935
1,PrtI,1.660169816,1.312841052,2.87E-05,0.215834768,0.2379065
1,PrtI,0.77459903,1.391866961,3.27E-05,0.505400106,0.328764522
1,PrtI,0.968432085,0.914974089,1.91E-05,0.219628159,0.46282466
1,PrtI,1.076152108,1.450599925,3.35E-05,0.17263897,0.390292739
1,PrtI,1.593377731,1.217389712,2.05E-05,0.246002925,0.40812796
1,PrtI,1.424564212,1.366828922,2.97E-05,0.370404146,0.322870465
1,PrtI,1.520419724,1.260346495,3.30E-05,3.289972196,0.320521045
1,PrtI,1.199473087,1.227380791,2.85E-05,0.352957422,0.369056641
1,PrtI,1.483434428,1.610796593,3.80E-05,0.214076667,0.34313788
1,PrtI,1.258699495,1.359826746,3.34E-05,0.849876701,0.236417521
1,PrtI,1.343640474,1.249095699,3.01E-05,0.061509986,0.393711483
1,PrtI,1.208040302,1.07037614,2.56E-05,0.172542215,0.245671153
1,PrtI,1.030727809,1.313983852,3.11E-05,0.486474013,0.238385991
1,PrtI,1.188703609,1.282400975,3.08E-05,0.205865231,0.428152051
1,PrtI,0.943405933,0.983103329,1.95E-05,0.736142728,0.402364668
1,PrtI,1.481070044,1.001829257,1.71E-05,0.471224411,0.39539509
1,PrtI,1.027521641,1.091195232,2.03E-05,0.168610927,0.40972424
1,PrtI,0.808686592,1.290419937,2.94E-05,0.468236581,0.259554195
1,PrtI,1.39668724,1.374143838,3.28E-05,0.141802234,0.297209871
1,PrtI,0.570913773,1.464305012,3.63E-05,0.58965636,0.347534923
1,PrtI,1.384826472,1.334380787,2.95E-05,0.293259954,0.260317023
1,PrtI,1.441912511,1.250948363,2.50E-05,0.316448539,0.294612016
1,PrtI,1.072850904,1.064604193,2.44E-05,0.55551286,0.301542351
1,PrtI,0.956369682,1.572805128,3.66E-05,0.360983996,0.307770494
1,PrtI,1.492966621,1.254953911,2.60E-05,0.259188564,0.446037924
1,PrtI,1.272712067,1.245546092,3.07E-05,0.271825679,0.237697415
1,PrtI,1.013034141,1.445776728,3.28E-05,0.117156242,0.374561993
1,PrtI,1.195897063,1.505750778,3.54E-05,0.230492924,0.43485517
1,PrtI,1.102555919,1.183673636,2.34E-05,0.274405791,0.373764058
1,PrtI,1.225930779,1.059074425,2.37E-05,0.111534028,0.328753277
1,PrtI,0.952244058,1.047063766,2.20E-05,0.170216253,0.383537891
1,PrtI,1.349146642,1.132026309,1.92E-05,0.136087481,0.34441923
1,PrtI,1.231692577,1.424294051,2.94E-05,0.134420231,0.272472317
1,PrtI,1.473436509,1.137077375,3.10E-05,0.418981537,0.371941888
1,PrtI,1.218325837,1.04552096,2.69E-05,0.368905021,0.383318606
1,PrtI,0.992047908,1.040219198,2.25E-05,0.468673905,0.27302537
1,PrtI,1.125833802,1.166518901,2.70E-05,0.215374041,0.382304526
1,PrtI,1.557783122,1.08539826,2.52E-05,0.551607927,0.298349693
1,PrtI,1.237137074,1.437286016,3.22E-05,0.37628115,0.338945579
1,PrtI,2.066479364,1.397914274,3.32E-05,1.136523734,0.354738857
1,PrtI,1.072422007,1.165328424,2.47E-05,0.392690781,0.286721173
1,PrtI,1.66217844,1.340348042,3.31E-05,0.87405773,0.386954438
1,PrtI,1.09104025,1.164495789,2.06E-05,0.218146465,0.421042197
1,PrtI,1.735290399,1.30625407,2.75E-05,0.28601047,0.319110046
1,PrtI,1.254681447,1.158414172,2.14E-05,1.241046221,0.372115594
1,PrtI,0.955478458,1.178851549,2.41E-05,0.386695273,0.24866115
1,PrtI,0.971546219,1.223950619,2.87E-05,0.347176508,0.318316748
1,PrtI,0.89851782,1.205074697,2.83E-05,0.316707841,0.304496065
1,PrtI,1.119735774,1.075615333,1.61E-05,0.462395697,0.372527724
1,PrtI,0.936736347,1.21463324,2.73E-05,0.467097166,0.314661768
1,PrtI,2.195680744,1.489709096,4.02E-05,1.952161519,0.354749605
1,PrtI,1.117240899,1.450239759,3.51E-05,0.244828461,0.315669515
1,PrtI,1.270533673,1.165641155,2.64E-05,0.460050562,0.277542636
1,PrtI,1.316396063,0.905387788,1.81E-05,0.434943562,0.331843066
1,PrtI,1.519560511,1.50162433,3.88E-05,0.324037256,0.287529532
1,PrtI,1.151888917,1.231816046,2.56E-05,0.203327449,0.23614841
1,PrtI,1.268361153,1.210294628,2.61E-05,0.210029646,0.29899506
1,PrtI,2.00999016,1.367784978,3.53E-05,1.106211984,0.361032941
1,PrtI,1.203302248,1.127371231,2.62E-05,0.172419373,0.387913785
1,PrtI,1.37339913,1.232277927,3.12E-05,0.203726522,0.576064902
1,PrtI,0.595714611,1.141100176,2.50E-05,1.09083167,0.369944934
1,PrtI,1.724404062,1.256357354,2.67E-05,0.296465065,0.259933162
1,PrtI,0.925653782,1.318557785,2.75E-05,0.317650436,0.280882682
1,PrtI,1.150423558,1.283756823,2.79E-05,0.124676037,0.336712203
1,PrtI,1.205456446,1.213125634,2.49E-05,0.100605365,0.232142252
1,PrtI,1.436041843,1.3968965,3.27E-05,0.292930885,0.256417582
1,PrtI,1.341861504,1.210271667,2.54E-05,0.274939852,0.248166129
1,PrtI,1.223299306,1.036289229,2.50E-05,0.863029227,0.306168449
1,PrtI,1.199499594,1.086924802,2.14E-05,0.370287728,0.383856503
1,PrtI,1.100010947,1.0311119,2.11E-05,0.268973492,0.283428059
1,PrtI,0.82460593,1.412316725,3.31E-05,1.35250832,0.364053187
1,PrtI,1.006975889,1.351675509,2.85E-05,0.231157692,0.36700256
1,PrtI,1.174633249,1.208202513,2.68E-05,0.18641838,0.494791682
1,PrtI,1.49790081,1.249212699,2.53E-05,0.382053024,0.441786381
1,PrtI,1.25509114,1.146705769,2.40E-05,0.240999925,0.377346443
1,PrtI,1.162163557,1.111836103,2.36E-05,0.297964801,0.307833371
1,PrtI,1.12664326,0.979080422,2.43E-05,0.123273336,0.329849782
1,PrtI,1.661782944,1.254375702,3.03E-05,0.370016703,0.422710346
1,PrtI,0.992973703,1.499179618,3.52E-05,0.324753431,0.279999705
1,PrtI,1.085049089,1.226707672,2.60E-05,0.41883613,0.226045648
1,PrtI,1.253406857,1.409964981,2.85E-05,0.207130023,0.35125399
1,PrtI,1.244974981,1.315489437,3.09E-05,0.268710717,0.384200445
1,PrtI,1.217782671,1.30817033,3.04E-05,0.77866657,0.3513418
1,PrtI,1.065659726,1.270785177,2.74E-05,0.415821874,0.537331821
1,PrtI,1.677510027,1.430250133,2.99E-05,0.791032606,0.300022868
1,PrtI,1.20914064,1.532371507,3.51E-05,0.082795534,0.285825552
1,PrtI,1.842344749,1.373300305,2.80E-05,0.59754043,0.318088888
1,PrtI,1.017663932,1.289861108,2.85E-05,0.181637769,0.409970903
1,PrtI,0.953269525,1.542768347,3.38E-05,0.258773241,0.353938765
1,PrtI,0.775444178,1.704764568,3.75E-05,0.487227819,0.380125291
1,PrtI,1.24031164,1.384011021,2.73E-05,0.249647786,0.421830053
1,PrtI,1.19843823,1.313801146,3.08E-05,0.244217434,0.331299351
1,PrtI,0.701234793,1.322856516,3.51E-05,0.998967189,0.39194922
1,PrtI,1.28462808,1.287193314,2.44E-05,0.239257041,0.363907437
1,PrtI,1.3362238,1.254204208,2.57E-05,0.154670071,0.364953455
1,PrtI,1.149981644,1.117328524,2.38E-05,0.484154348,0.390880512
1,PrtI,1.2463825,1.382880886,3.38E-05,0.192008335,0.300260858
1,PrtI,1.213357548,1.388842695,3.41E-05,0.219477982,0.224976767
1,PrtI,1.273565921,1.255258114,2.75E-05,0.120550023,0.275780947
1,PrtI,0.796841516,1.177476299,2.71E-05,0.460861561,0.299953001
1,PrtI,1.273894377,1.170720157,2.81E-05,0.630865091,0.385808069
1,PrtI,1.526371398,1.164826027,2.54E-05,0.338107784,0.369975502
1,PrtI,0.953670369,1.20604571,2.68E-05,0.312344067,0.41164741
1,PrtI,1.33108738,1.340455882,2.77E-05,0.303843901,0.331236218
1,PrtI,0.976163047,1.384276517,3.53E-05,0.739114241,0.408605801
1,PrtI,1.092954543,1.630309748,3.84E-05,0.598898289,0.349141564
1,PrtI,0.910175087,1.483870684,3.77E-05,0.185868395,0.309363985
1,PrtI,1.133960604,1.415064791,3.84E-05,0.153719804,0.383084768
1,PrtI,0.83061932,1.17409994,2.58E-05,0.189760551,0.347790526
1,PrtI,1.475384346,1.187314543,1.90E-05,0.30141526,0.308244379
1,PrtI,1.296496778,1.051867271,2.02E-05,0.090374168,0.371065412
1,PrtI,1.33286516,1.149252097,2.86E-05,0.243667933,0.318136367
1,PrtI,1.08189684,1.21180604,3.37E-05,0.461675626,0.711357618
1,PrtI,1.371133278,1.68562579,4.08E-05,0.117626207,0.378632019
1,PrtI,1.467367041,1.507343037,3.24E-05,0.190454409,0.574337638
1,PrtI,1.363056923,1.154904787,2.58E-05,0.206232332,0.291283684
1,PrtI,0.838156638,1.431876586,2.92E-05,0.454246473,0.272129454
1,PrtI,0.794798757,1.037490045,2.02E-05,1.81030381,0.259261899
1,PrtI,1.360959487,1.191140223,2.63E-05,0.237478185,0.351815327
1,PrtI,1.186604573,1.216456971,3.07E-05,0.204577444,0.236797132
1,PrtI,1.192952117,1.234472188,2.80E-05,0.579736977,0.255845039
1,PrtI,1.000537446,1.374145291,3.42E-05,0.280380479,0.26575369
1,PrtI,1.219401614,1.146920432,2.65E-05,0.161238458,0.304322454
1,PrtI,0.763206644,0.975681086,1.62E-05,0.786667448,0.457903362
1,PrtI,1.087437666,0.733915841,1.61E-05,0.283235886,0.378258664
1,PrtI,1.25828601,1.395152727,3.01E-05,0.345693498,0.355814799
1,PrtI,1.017190531,1.08533688,2.60E-05,0.729967986,0.428063951
1,PrtI,0.998341812,1.289186427,2.86E-05,0.374047616,0.446928682
1,PrtI,1.046027187,1.143518622,2.82E-05,0.177717258,0.609621146
1,PrtI,1.209336275,1.245610049,2.63E-05,0.207304295,0.444024798
1,PrtI,1.261692898,1.126355142,2.45E-05,0.336758466,0.361493033
1,PrtI,1.242519389,1.258899284,2.79E-05,0.073335337,0.325970471
1,PrtI,1.196350908,1.225089873,2.63E-05,0.210439169,0.360239179
1,PrtI,0.86463483,1.046741497,2.03E-05,0.146872117,0.280206565
1,PrtI,1.364269387,1.164211337,3.14E-05,0.366611349,0.332675807
1,PrtI,1.313966375,1.233809134,2.94E-05,0.163991589,0.415175393
1,PrtI,1.303990914,1.22888786,3.04E-05,0.192258104,0.333456255
1,PrtI,1.421662986,1.35606279,3.00E-05,0.220710258,0.289105217
1,PrtI,1.32397689,1.252510784,2.94E-05,0.151301265,0.236311145
1,PrtI,0.787979037,1.183928214,2.78E-05,0.687287752,0.295317159
1,PrtI,1.162153895,1.263537328,3.22E-05,0.234659903,0.315367721
1,PrtI,1.42431872,1.430136556,2.76E-05,0.588788437,0.473685972
1,PrtI,1.378792653,1.302806825,2.75E-05,0.174220881,0.241176222
1,PrtI,1.090228529,1.265706595,3.02E-05,0.157924056,0.252444581
1,PrtI,1.077502721,1.062478278,2.24E-05,0.110062652,0.444977579
1,PrtI,1.172304547,1.083876145,2.08E-05,0.237541519,0.293874901
1,PrtI,1.00057679,1.360327846,3.53E-05,0.699974329,0.299720223
1,PrtI,1.403049821,1.106271752,2.73E-05,1.21652129,0.35730579
1,PrtI,1.804795414,1.053038226,2.47E-05,0.413143346,0.36306966
1,PrtI,1.108707486,0.930359594,1.97E-05,0.128442502,0.283692778
1,PrtI,1.106661987,1.063224039,2.81E-05,0.21664084,0.430202108
1,PrtI,1.248060692,1.223079371,2.62E-05,0.732481753,0.458167003
1,PrtI,1.249932439,1.017345581,2.42E-05,0.314495211,0.306597381
1,PrtI,1.161962598,1.254183008,2.60E-05,0.19124803,0.316262225
1,PrtI,1.547099793,1.165405523,2.55E-05,0.302435438,0.346799471
1,PrtI,0.73531114,1.124836333,2.25E-05,0.698253955,0.272838085
1,PrtI,0.820691742,1.379057255,2.88E-05,0.361246693,0.413661507
1,PrtI,0.952935178,1.27283159,2.15E-05,0.217207295,0.390578894
1,PrtI,1.455585505,1.275062669,3.05E-05,0.114518264,0.404860841
1,PrtI,1.239466305,1.433447973,3.22E-05,0.348065348,0.298360154
1,PrtI,1.208028743,1.339515629,3.29E-05,0.173546575,0.380776074
1,PrtI,1.161855139,1.203965694,2.73E-05,0.121674174,0.384296011
1,PrtI,1.43253385,1.042933393,2.03E-05,0.40836791,0.335917122
1,PrtI,1.313363092,1.388813259,3.08E-05,0.33228589,0.269043321
1,PrtI,1.51943719,1.126650345,2.60E-05,0.298751471,0.506766953
1,PrtI,1.547908401,1.265770424,2.44E-05,0.830366721,0.438610761
1,PrtI,1.366094537,1.349153819,2.79E-05,0.268433248,0.36512651
1,PrtI,1.18101082,1.176006667,2.91E-05,0.280567894,0.292257221
1,PrtI,1.326752546,1.133189211,2.76E-05,0.211528613,0.249399192
1,PrtI,0.569222373,1.332412628,3.21E-05,0.687043824,0.274479809
1,PrtI,1.24807949,1.438401187,3.15E-05,0.17532932,0.377010511
1,PrtI,1.034674542,1.328931371,3.11E-05,0.124722948,0.437725455
1,PrtI,1.120588751,1.206051104,2.73E-05,0.34256469,0.305794221
1,PrtI,1.689455771,1.312563244,3.03E-05,0.535868615,0.281397935
1,PrtI,1.693749824,1.271739174,2.86E-05,1.110308819,0.305570175
1,PrtI,1.093969354,1.246209306,2.39E-05,0.145380915,0.3331912
1,PrtI,1.700947364,1.14208962,2.04E-05,0.528252154,0.463169234
1,PrtI,1.381960776,1.21554641,2.19E-05,0.41560061,0.358424197
1,PrtI,1.296692506,1.212841021,2.55E-05,0.601129829,0.34405039
1,PrtI,1.549895357,1.354419402,3.41E-05,0.204547306,0.319838929
1,PrtI,1.460748791,0.955225541,1.85E-05,0.128054577,0.366716682
1,PrtI,1.218856944,1.365162296,2.75E-05,0.190674922,0.297472322
1,PrtI,1.072867989,1.3164366,3.37E-05,0.46481534,0.375001849
1,PrtI,0.787102492,1.185870575,2.42E-05,0.147749101,0.35426355
1,PrtI,1.468482911,1.424110535,3.20E-05,0.460394071,0.466466602
1,PrtI,1.240425217,1.318278605,2.73E-05,0.415689365,0.410131138
1,PrtI,0.814460633,1.357971373,3.88E-05,0.220833985,0.489698151
1,PrtI,0.761788342,1.186264281,3.19E-05,0.39928442,0.32746406
1,PrtI,1.274026768,1.21313345,2.34E-05,0.083882986,0.27012913
1,PrtI,0.945048571,1.329297629,2.76E-05,0.150969176,0.323281521
1,PrtI,0.930634088,0.991777271,2.54E-05,0.159419857,0.387415106
1,PrtI,1.798378405,1.219047674,3.48E-05,0.39243649,0.451759043
1,PrtI,1.102215719,1.600159153,3.73E-05,0.158808883,0.586667228
1,PrtI,0.708345748,1.358892114,3.13E-05,0.870484035,0.402566021
1,PrtI,1.018381899,1.314246526,3.03E-05,0.116866617,0.505066623
1,PrtI,0.642190639,1.479454639,3.47E-05,0.667431359,0.382467179
1,PrtI,1.482898598,1.178326443,2.14E-05,0.287522882,0.33736658
1,PrtI,1.035298007,1.048510197,2.34E-05,0.309311858,0.37613299
1,PrtI,1.283385585,1.243172697,2.39E-05,0.182065192,0.320915546
1,PrtI,1.188756062,1.119208411,2.58E-05,0.125018752,0.516772982
1,PrtI,1.051494587,1.226848907,2.47E-05,0.159949923,0.3222582
1,PrtI,1.037557826,0.952104278,2.10E-05,0.39844187,0.327474576
1,PrtI,0.93783169,1.19528886,2.17E-05,0.246043381,0.35562764
1,PrtI,0.372679571,1.216674241,2.68E-05,2.009943858,0.350453673
1,PrtI,1.012836104,1.328491065,3.14E-05,0.175291335,0.340416914
1,PrtI,0.775163694,1.183955982,2.65E-05,0.193859503,0.269008227
1,PrtI,1.284714451,1.289782439,3.03E-05,0.311126291,0.359432419
1,PrtI,1.587716522,1.082748916,1.96E-05,0.278686845,0.318512891
1,PrtI,1.70654943,1.497494853,4.08E-05,0.266709517,0.350649723
1,PrtI,1.445662038,1.406761552,2.49E-05,0.164859359,0.483078022
1,PrtI,1.019099357,1.104858697,2.74E-05,0.079992673,0.422977939
1,PrtI,0.783819575,1.038709294,2.43E-05,0.259471283,0.386372783
1,PrtI,1.005917246,1.180320001,2.69E-05,0.387044838,0.450822473
