stk,yr,cyc,rec2,rec3,rec4,rec5,rec,eff,ets,
18,2007,3,0,0,0.011425,0.069776,0.081201,0.019935,0.042521507,
18,2008,4,0,0.000009,0.014412,0.065539,0.079951,0.006348,0.013444786,
18,2009,1,0,0,0.009166,0.039967,0.049133,0.018838,0.031920542,
18,2010,2,0,0.000038,0.015543,0.023919,0.039462,0.008783,0.016791152,
18,2011,3,0,0.000011,0.022565,NA,0.022565,0.030439,0.056636435,
18,2012,4,0,0,NA,NA,NA,0.041415,0.078088966,
18,2013,1,NA,NA,NA,NA,NA,0.030166,0.056020969,
18,2014,2,NA,NA,NA,NA,NA,0.014427,0.030292808,
18,2015,3,NA,NA,NA,NA,NA,0.018361,0.039075901,
19,1948,4,0,0,0.043283,0,0.043283,0.014577,0.026162,
19,1949,1,0,0.011423,0.02565,0,0.037073,0.004372,0.007949,
19,1950,2,0,0.048269,0.02983,0,0.078099,0.018216,0.032833,
19,1951,3,0.000903,0.103041,0.018078,0,0.121119,0.013181,0.017035,
19,1952,4,0,0.018421,0.004633,0,0.023054,0.017215,0.025751,
19,1953,1,0,0.002232,0.007552,0,0.009784,0.007641,0.020441,
19,1954,2,0,0.006146,0.008651,0,0.014797,0.016869,0.027784,
19,1955,3,0.000087,0.060115,0.080836,0,0.140951,0.003405,0.005584,
19,1956,4,0,0.087258,0.0096,0,0.096858,0.001266,0.002586,
19,1957,1,0.000043,0.025371,0.034739,0,0.06011,0.00182,0.003785,
19,1958,2,0.000107,0.055305,0.00448,0,0.059785,0.006404,0.014587,
19,1959,3,0.000014,0.010452,0.031079,0,0.041531,0.017657,0.027738,
19,1960,4,0,0.026094,0.003357,0,0.029451,0.007076,0.017039,
19,1961,1,0.000041,0.001634,0.01155,0,0.013184,0.021725,0.042346,
19,1962,2,0,0.031134,0.019678,0,0.050812,0.004155,0.008065,
19,1963,3,0,0.050277,0.037548,0,0.087825,0.009803,0.022258,
19,1964,4,0.000047,0.043883,0.007247,0,0.05113,0.001101,0.0022,
19,1965,1,0.000065,0.008237,0.012043,0,0.02028,0.007779,0.015003,
19,1966,2,0.000019,0.042848,0.012577,0,0.055425,0.009295,0.032499,
19,1967,3,0.000145,0.021814,0.028976,0,0.05079,0.012672,0.020406,
19,1968,4,0.000126,0.013492,0.004193,0,0.017685,0.002854,0.005366,
19,1969,1,0,0.00215,0.005152,0,0.007302,0.007559,0.014685,
19,1970,2,0.000098,0.01881,0.020855,0,0.039665,0.006471,0.012573,
19,1971,3,0,0.061283,0.023176,0,0.084459,0.00197,0.00379,
19,1972,4,0,0.001153,0.00081,0,0.001963,0.000794,0.001346,
19,1973,1,0,0.032256,0.005425,0,0.037681,0.001571,0.003052,
19,1974,2,0,0.006133,0.034205,0,0.040338,0.008709,0.01692,
19,1975,3,0,0.022979,0.105641,0,0.12862,0.003381,0.00585,
19,1976,4,0,0.04341,0.001184,0,0.044594,0.002933,0.005058,
19,1977,1,0,0.016076,0.007982,0,0.024058,0.001374,0.002236,
19,1978,2,0,0.007016,0.034177,0,0.041193,0.010488,0.019655,
19,1979,3,0,0.00047,0.010425,0,0.010895,0.020234,0.045543,
19,1980,4,0,0.013416,0.000977,0,0.014393,0.002262,0.005092,
19,1981,1,0,0.012466,0.005403,0,0.017869,0.001788,0.003193,
19,1982,2,0,0.004275,0.024681,0,0.028956,0.004686,0.009167,
19,1983,3,0,0.007855,0.009995,0,0.01785,0.002132,0.004171,
19,1984,4,0.000069,0.003558,0.001569,0,0.005127,0.000689,0.001265,
19,1985,1,0.000069,0.003694,0.010713,0,0.014407,0.001825,0.0041,
19,1986,2,0,0.00568,0.003927,0,0.009607,0.004145,0.007,
19,1987,3,0,0.0033,0.041748,0,0.045048,0.002686,0.004973,
19,1988,4,0.000185,0.002005,0.001786,0,0.003791,0.000947,0.001544,
19,1989,1,0,0.000489,0.012934,0,0.013423,0.001997,0.002867,
19,1990,2,0,0.061732,0.064156,0,0.125888,0.001888,0.004515,
19,1991,3,0,0.004426,0.033685,0,0.038111,0.007958,0.014768,
19,1992,4,0,0.000517,0.003219,0,0.003736,0.000172,0.000313,
19,1993,1,0,0.014645,0.004451,0,0.019096,0.002271,0.003249,
19,1994,2,0,0.000286,0.020396,0,0.020682,0.006087,0.009294,
19,1995,3,0,0.001537,0.048276,0,0.049813,0.006758,0.01646,
19,1996,4,0,0.003058,0.004502,0,0.00756,0.008255,0.015303,
19,1997,1,0,0.010357,0.071883,0,0.08224,0.001084,0.001409,
19,1998,2,0,0.01816,0.04605,0,0.06421,0.003012,0.00445,
19,1999,3,0,0.016673,0.074656,0,0.091329,0.005592,0.008565,
19,2000,4,0,0.00795,0.003873,0,0.011823,0.001745,0.004343,
19,2001,1,0,0.05396,0.333007,0,0.386967,0.008335,0.015234,
19,2002,2,0,0.088078,0.188564,0,0.276642,0.024384,0.041177,
19,2003,3,0,0.020138,0.083148,0,0.103286,0.006043,0.008234,
19,2004,4,0,0.107366,0.03485,0,0.142216,0.000986,0.002106,
19,2005,1,0,0.00577,0.010133,0,0.015903,0.211547,0.386264,
19,2006,2,0,0.390123,0.998292,0,1.388415,0.090944,0.168093,
19,2007,3,0,0.304933,1.33185,0,1.636783,0.057444,0.128166,
19,2008,4,0,0.057907,0.11883,0,0.176737,0.004409,0.006708,
19,2009,1,0.000021,0.025206,0.149544,0,0.17475,0.100603,0.287754,
19,2010,2,0.000098,0.229656,1.263346,0.001833,1.493002,0.399661,0.713749,
19,2011,3,0.00003,0.059104,0.200394,NA,NA,0.38708,0.72917,
19,2012,4,0.000026,0.017107,NA,NA,NA,0.032895,0.070261,
19,2013,1,0.000031,NA,NA,NA,NA,0.078023,0.239145,
19,2014,2,NA,NA,NA,NA,NA,0.238373,0.386606,
19,2015,3,NA,NA,NA,NA,NA,0.0583,0.11479,
