Group_Order,Stock_Group,Cyc,Year,Excld,Mission_Escapement,Mission_50_DoY,Mission_50_Date,Mission_HG_Travel_Time,HellsGate_50_DoY,HG_50_date,Catch_Above_Mission,PSE,SE,DBE,pDBE,pMA,lnDBE,QN_31,QMn_31,TN_31,TMn_31,QN_19,QMn_19,TN_19,TMn_19
1,EStu,3,1987,1,174803,11-Jul,11-Jul-87,5,16-Jul,16-Jul-87,21000,153803,148194,-5609,-0.036469,0.037849036,0.03715,31,4070.322581,29,17.43103448,19,4544.210526,17,17.12352941
1,EStu,0,1988,1,192191,07-Jul,07-Jul-88,5,12-Jul,12-Jul-88,26000,166191,179807,13616,0.08193,-0.075725639,-0.078746,31,4704.83871,31,15.99677419,19,5108.947368,19,15.36842105
1,EStu,1,1989,1,464618,06-Jul,06-Jul-89,5,11-Jul,11-Jul-89,190000,274618,384799,110181,0.401216,-0.286333904,-0.33734,31,4271.290323,31,16.84516129,19,4468.421053,19,16.22105263
1,EStu,2,1990,1,167389,10-Jul,10-Jul-90,5,15-Jul,15-Jul-90,51000,116389,97035,-19354,-0.166287,0.199453805,0.181866,31,6386.451613,31,15.50645161,19,7247.894737,19,14.86842105
1,EStu,3,1991,1,369412,16-Jul,16-Jul-91,5,21-Jul,21-Jul-91,177000,192412,141119,-51293,-0.266579,0.363473381,0.310035,31,5765.16129,31,16.85806452,19,6286.315789,19,16.24210526
1,EStu,0,1992,1,324098,14-Jul,14-Jul-92,5,19-Jul,19-Jul-92,145000,179098,66098,-113000,-0.630939,1.709582741,0.996795,31,3654.83871,31,18.71612903,19,3955.789474,19,17.92631579
1,EStu,1,1993,1,701973,15-Jul,15-Jul-93,5,20-Jul,20-Jul-93,212000,489973,688013,198040,0.404186,-0.287843398,-0.339457,31,3444.83871,31,17.30322581,19,3542.631579,19,16.66842105
1,EStu,2,1994,1,193559,12-Jul,12-Jul-94,5,17-Jul,17-Jul-94,36000,157559,29125,-128434,-0.815149,4.409751073,1.688203,31,5144.516129,31,17.02258065,19,5555.789474,19,15.58421053
1,EStu,3,1995,1,171517,07-Jul,07-Jul-95,5,12-Jul,12-Jul-95,6000,165517,122856,-42661,-0.257744,0.347243928,0.298061,31,4141.903226,31,17.35806452,19,4526.263158,19,16.75789474
1,EStu,0,1996,1,130626,10-Jul,10-Jul-96,5,15-Jul,15-Jul-96,2566,128060,87571,-40489,-0.316173,0.462358906,0.380051,31,6444.83871,31,15.32258065,19,6790.526316,19,14.67368421
1,EStu,1,1997,1,1259456,18-Jul,18-Jul-97,5,23-Jul,23-Jul-97,359422,900034,266863,-633171,-0.703497,2.372643709,1.215697,31,6997.096774,31,15.9,19,7655.789474,19,15.25789474
1,EStu,2,1998,1,183679,09-Jul,09-Jul-98,5,14-Jul,14-Jul-98,14919,168759,32570,-136189,-0.807003,4.181436234,1.645082,31,3967.096774,31,18.7,19,4145.789474,19,18.1
1,EStu,3,1999,1,166908,09-Jul,09-Jul-99,5,14-Jul,14-Jul-99,22084,144825,24552,-120273,-0.830471,4.898688754,1.77473,31,8785.806452,31,13.77096774,19,9346.842105,19,12.96315789
1,EStu,0,2000,1,340279,04-Jul,04-Jul-00,5,09-Jul,09-Jul-00,188045,152235,89858,-62377,-0.40974,0.694168072,0.527192,31,6764.193548,31,14.86774194,19,7061.578947,19,14.06315789
1,EStu,1,2001,1,240556,06-Jul,06-Jul-01,5,11-Jul,11-Jul-01,36394,204162,170968,-33194,-0.162586,0.194152835,0.177437,31,5165.16129,31,16.05483871,19,5020,19,15.87368421
1,EStu,2,2002,1,61310,11-Jul,11-Jul-02,5,16-Jul,16-Jul-02,4364,56945,24637,-32308,-0.567358,1.311379652,0.837845,31,6735.16129,31,15.8,19,7518.421053,19,14.8
1,EStu,3,2003,1,29486,11-Jul,11-Jul-03,5,16-Jul,16-Jul-03,372,29115,13166,-15949,-0.547786,1.21134042,0.793599,31,4426.129032,31,17.19677419,19,4937.368421,19,16.35789474
1,EStu,0,2004,1,128920,12-Jul,12-Jul-04,5,17-Jul,17-Jul-04,32576,96344,9281,-87063,-0.903668,9.380792675,2.339957,31,3790.322581,31,18.57741935,19,4035.263158,19,17.78947368
1,EStu,1,2005,1,214550,23-Jul,23-Jul-05,5,28-Jul,28-Jul-05,16349,198201,98513,-99688,-0.502964,1.01192639,0.699093,31,4167.419355,31,17.34516129,19,4660,19,16.80526316
1,EStu,2,2006,0,53457,14-Jul,14-Jul-06,5,19-Jul,19-Jul-06,5301,48156,35816,-12340,-0.256252,0.344541275,0.296053,31,3597.096774,31,18.48064516,19,3896.315789,19,17.85789474
1,EStu,3,2007,1,12547,07-Jul,07-Jul-07,5,12-Jul,12-Jul-07,789,11758,5347,-6411,-0.545238,1.198951443,0.787981,31,6817.387097,31,15.96129032,19,7051.789474,19,15.28947368
1,EStu,0,2008,1,38946,05-Jul,05-Jul-08,5,10-Jul,10-Jul-08,3557,35389,29808,-5581,-0.157709,0.187238185,0.17163,31,5439.354839,31,15.81612903,19,6221.578947,19,15.15789474
1,EStu,1,2009,1,82498,05-Jul,05-Jul-09,5,10-Jul,10-Jul-09,7197,75301,45297,-30004,-0.398454,0.662381949,0.508251,31,4692.903226,31,15.78387097,19,4948.947368,19,14.68947368
1,EStu,2,2010,1,100542,11-Jul,11-Jul-10,5,16-Jul,16-Jul-10,2577,97965,60262,-37703,-0.384861,0.625648235,0.485907,31,4111.290323,31,16.61801344,19,4545.789474,19,15.75423684
1,EStu,3,2011,1,24762,10-Jul,10-Jul-11,5,15-Jul,15-Jul-11,1686,23077,758,-22710.3865,-0.967701231,29.44459103,3.432726154,31,8424.136586,31,13.97251344,19,8904.31579,19,13.36857456
1,EStu,0,2012,0,182478,10-Jul,10-Jul-12,5,15-Jul,15-Jul-12,6640,175838,26230,-149608,-0.850828604,5.703698056,1.902659323,31,8066.451613,31,15.43225806,19,8844.736842,19,14.42631579
1,EStu,1,2013,1,180501,09-Jul,09-Jul-13,5,14-Jul,14-Jul-13,9323,171177,86262,-84915,-0.496065476,0.984384781,0.685308932,31,5287.677419,31,17.63870968,19,6072.526316,19,16.69473684
1,EStu,2,2014,1,227888,15-Jul,15-Jul-14,5,20-Jul,20-Jul-14,20791,207097,68610,-138487,-0.668705969,2.018466696,1.104748986,31,4759,31,17.8,19,5068,19,17.5
1,EStu,3,2015,0,31933,12-Jul,12-Jul-15,5,17-Jul,17-Jul-15,631,31302,10087,-21215,-0.67775222,2.103202141,1.132434527,31,3593.61678,31,19.49947581,19,3998.842105,19,19.78421053
1,EStu,0,2016,0,17884,09-Jul,09-Jul-16,5,14-Jul,14-Jul-16,1527,16357,8608,-7749,-0.473742129,0.900209108,0.641963937,31,4369.372596,31,17.85412634,19,4452.923709,19,17.25673246
2,ESum_RNT,1,1977,1,59610,30-Jul,30-Jul-77,4,03-Aug,03-Aug-77,8000,51610,45518,-6092,-0.118039,0.133837163,0.125608,31,4346.451613,31,17.11935484,19,4766.842105,19,16.33684211
2,ESum_RNT,2,1978,1,92000,07-Aug,07-Aug-78,4,11-Aug,11-Aug-78,16000,76000,77013,1013,0.013329,-0.013153623,-0.013241,31,3189.677419,31,17.79677419,19,3315.789474,19,18.77894737
2,ESum_RNT,3,1979,1,223192,03-Aug,03-Aug-79,4,07-Aug,07-Aug-79,49000,174192,168265,-5927,-0.034026,0.0352242,0.034618,31,3090,31,17.99032258,19,3453.684211,19,17.66315789
2,ESum_RNT,0,1980,1,87500,31-Jul,31-Jul-80,4,04-Aug,04-Aug-80,15000,72500,59856,-12644,-0.1744,0.21124031,0.191645,31,3141.935484,31,17.01935484,19,3480,19,16.92631579
2,ESum_RNT,1,1981,1,86050,30-Jul,30-Jul-81,4,03-Aug,03-Aug-81,23000,63050,59670,-3380,-0.053608,0.05664488,0.055099,31,4341.612903,31,18.4,19,4685.789474,19,17.59473684
2,ESum_RNT,2,1982,1,139900,08-Aug,08-Aug-82,4,12-Aug,12-Aug-82,35000,104900,91279,-13621,-0.129847,0.149223808,0.139087,31,5196.451613,31,16.75806452,19,5742.631579,19,17.27368421
2,ESum_RNT,3,1983,1,197700,05-Aug,05-Aug-83,4,09-Aug,09-Aug-83,34000,163700,86094,-77606,-0.474075,0.901410087,0.642596,31,4018.709677,31,17.63225806,19,4411.052632,19,17.52105263
2,ESum_RNT,0,1984,1,122186,22-Jul,22-Jul-84,4,26-Jul,26-Jul-84,30000,92186,108993,16807,0.182316,-0.154202563,-0.167475,31,5629.354839,31,15.92258065,19,6083.684211,19,14.78421053
2,ESum_RNT,1,1985,1,55368,04-Aug,04-Aug-85,4,08-Aug,08-Aug-85,21000,34368,42401,8033,0.233735,-0.189453079,-0.210046,31,3189.032258,31,17.43548387,19,3495.789474,19,17.82631579
2,ESum_RNT,2,1986,1,156925,08-Aug,08-Aug-86,4,12-Aug,12-Aug-86,53000,103925,196226,92301,0.888146,-0.470380025,-0.635596,31,3483.870968,31,17.18064516,19,3899.473684,19,17.15789474
2,ESum_RNT,3,1987,1,393541,02-Aug,02-Aug-87,4,06-Aug,06-Aug-87,97000,296541,186400,-110141,-0.37142,0.59088616,0.464291,31,3331.290323,31,17.18709677,19,3543.684211,19,17.48421053
2,ESum_RNT,0,1988,1,381462,05-Aug,05-Aug-88,4,09-Aug,09-Aug-88,51000,330462,180194,-150268,-0.454721,0.833923438,0.606458,31,3270.967742,31,17.80645161,19,3418.947368,19,17.68947368
2,ESum_RNT,1,1989,1,130917,28-Jul,28-Jul-89,4,01-Aug,01-Aug-89,17000,113917,47062,-66855,-0.586875,1.420572043,0.884004,31,3517.096774,31,17.45483871,19,3596.315789,19,17.64736842
2,ESum_RNT,2,1990,1,682846,12-Aug,12-Aug-90,4,16-Aug,16-Aug-90,122000,560846,428756,-132090,-0.235519,0.308077321,0.268558,31,3336.774194,31,18.09354839,19,3725.789474,19,18.50526316
2,ESum_RNT,3,1991,1,516762,05-Aug,05-Aug-91,4,09-Aug,09-Aug-91,68000,448762,247573,-201189,-0.44832,0.812645159,0.594787,31,4691.290323,31,18.16774194,19,4712.105263,19,17.98421053
2,ESum_RNT,0,1992,1,369794,01-Aug,01-Aug-92,4,05-Aug,05-Aug-92,225000,144794,93207,-51587,-0.356279,0.553467014,0.440489,31,2989.032258,31,19.77096774,19,3155.789474,19,19.81578947
2,ESum_RNT,1,1993,0,20298,31-Jul,31-Jul-93,4,04-Aug,04-Aug-93,9000,11298,63657,52359,4.634143,-0.822510706,-1.728845,31,3121.290323,31,18.27741935,19,3243.684211,19,18.22105263
2,ESum_RNT,2,1994,1,470687,06-Aug,06-Aug-94,4,10-Aug,10-Aug-94,91000,379687,235722,-143965,-0.379167,0.610738798,0.476693,31,3330.322581,31,19.20967742,19,3788.421053,19,19.36315789
2,ESum_RNT,3,1995,1,197636,07-Aug,07-Aug-95,4,11-Aug,11-Aug-95,61000,136636,154225,17589,0.128729,-0.114047658,-0.121092,31,3738.709677,31,16.48064516,19,3997.368421,19,16.81578947
2,ESum_RNT,0,1996,1,449807,30-Jul,30-Jul-96,4,03-Aug,03-Aug-96,81857,367950,313143,-54807,-0.148952,0.175021457,0.161286,31,4885.806452,31,16.76451613,19,5543.157895,19,16.50526316
2,ESum_RNT,1,1997,1,137207,31-Jul,31-Jul-97,4,04-Aug,04-Aug-97,28794,108413,53151,-55262,-0.509738,1.0397264,0.712816,31,5725.483871,31,17,19,6378.947368,19,16.55789474
2,ESum_RNT,2,1998,1,472108,03-Aug,03-Aug-98,4,07-Aug,07-Aug-98,54185,417923,148616,-269307,-0.644394,1.812098532,1.033931,31,3074.193548,31,19.89677419,19,3357.894737,19,20.46842105
2,ESum_RNT,3,1999,1,323607,02-Aug,02-Aug-99,4,06-Aug,06-Aug-99,57639,265968,68771,-197197,-0.741431,2.86744601,1.352594,31,6288.387097,31,16.50322581,19,7009.473684,19,15.84736842
2,ESum_RNT,0,2000,1,618869,26-Jul,26-Jul-00,4,30-Jul,30-Jul-00,154995,463874,531696,67822,0.146208,-0.12755801,-0.136459,31,5374.193548,31,17.30322581,19,5904.736842,19,16.78947368
2,ESum_RNT,1,2001,1,261965,24-Jul,24-Jul-01,4,28-Jul,28-Jul-01,55066,206899,170391,-36508,-0.176454,0.214261966,0.194136,31,5096.129032,31,16.50645161,19,5290,19,16.49473684
2,ESum_RNT,2,2002,1,506881,04-Aug,04-Aug-02,4,08-Aug,08-Aug-02,61136,445745,365453,-80292,-0.18013,0.219705235,0.198609,31,3680.645161,31,16.83225806,19,4240.526316,19,16.7
2,ESum_RNT,3,2003,1,240206,04-Aug,04-Aug-03,4,08-Aug,08-Aug-03,46999,193207,115164,-78043,-0.403934,0.677665916,0.517403,31,3126.774194,31,19.24516129,19,3372.631579,19,19.37894737
2,ESum_RNT,0,2004,1,637661,31-Jul,31-Jul-04,4,04-Aug,04-Aug-04,137964,499697,89097,-410600,-0.821698,4.608464965,1.724277,31,2931.612903,31,20.0516129,19,3185.789474,19,19.85263158
2,ESum_RNT,1,2005,1,471711,29-Aug,29-Aug-05,4,02-Sep,02-Sep-05,55064,416647,162700,-253947,-0.609502,1.560831966,0.940332,31,2188.709677,31,16.48064516,19,2328.947368,19,17.31052632
2,ESum_RNT,2,2006,0,1112199,15-Aug,15-Aug-06,4,19-Aug,19-Aug-06,142026,970173,351539,-618634,-0.637653,1.7597867,1.015153,31,2149.677419,31,18.29032258,19,2359.473684,19,18.35789474
2,ESum_RNT,3,2007,1,113618,12-Aug,12-Aug-07,4,16-Aug,16-Aug-07,10331,103287,81209,-22078,-0.213752,0.271863637,0.240483,31,3474.419355,31,17.39354839,19,3954.631579,19,17.50526316
2,ESum_RNT,0,2008,1,384742,20-Jul,20-Jul-08,4,24-Jul,24-Jul-08,83979,300763,171816,-128947,-0.428734,0.750497515,0.5599,31,4132.903226,31,16.91612903,19,4644.210526,19,16.5
2,ESum_RNT,1,2009,1,153895,07-Aug,07-Aug-09,4,11-Aug,11-Aug-09,7814,146081,60216,-85865,-0.587792,1.425957539,0.886226,31,3127.741935,31,19.16571237,19,3596.315789,19,19.67877193
2,ESum_RNT,2,2010,1,2098960,12-Aug,12-Aug-10,4,16-Aug,16-Aug-10,220537,1878423,1512960,-365463,-0.194558,0.241554699,0.216364,31,2604.516129,31,18.22044355,19,2858.421053,19,18.81208333
2,ESum_RNT,3,2011,1,439356,09-Aug,09-Aug-11,4,13-Aug,13-Aug-11,87298,352058.4238,171503,-180555.4238,-0.512856423,1.052782889,0.719196379,31,5266.033026,31,16.5122523,19,5792.512876,19,16.35440789
2,ESum_RNT,0,2012,1,457881,22-Jul,22-Jul-12,4,26-Jul,26-Jul-12,63692,394190,284412,-109778,-0.278490068,0.385982307,0.326409135,31,6563.870968,31,17.20967742,19,7461.052632,19,16.55789474
2,ESum_RNT,1,2013,1,443721,08-Aug,08-Aug-13,4,12-Aug,12-Aug-13,34481,409241,183974,-225267,-0.550450712,1.224450194,0.799509781,31,3082.193548,31,19.99677419,19,3250.526316,19,20.43157895
2,ESum_RNT,2,2014,1,1209324,13-Aug,13-Aug-14,4,17-Aug,17-Aug-14,187398,1021926,649905,-372021,-0.364039079,0.572423662,0.452618163,31,2862,31,19.5,19,3145,19,20
2,ESum_RNT,3,2015,1,372072,10-Aug,10-Aug-15,4,14-Aug,14-Aug-15,24054,348018,137216,-210802,-0.605721543,1.536278568,0.930697876,31,2352.679167,31,19.13245968,19,2552.63443,19,19.37322368
2,ESum_RNT,0,2016,1,213721,27-Jul,27-Jul-16,4,31-Jul,31-Jul-16,20632,193089,112625,-80464,-0.416719751,0.714441731,0.539087507,31,3660.258065,31,19.18387097,19,4076.578947,19,18.79473684
3,Pitt,1,1977,1,12300,30-Jul,30-Jul-77,4,03-Aug,03-Aug-77,0,12300,13852,1552,0.126179,-0.112041582,-0.11883,31,4346.451613,31,17.11935484,19,4766.842105,19,16.33684211
3,Pitt,2,1978,1,8200,22-Jul,22-Jul-78,4,26-Jul,26-Jul-78,0,8200,24786,16586,2.022683,-0.669168079,-1.106145,31,3939.677419,31,18.26129032,19,4358.421053,19,17.80526316
3,Pitt,3,1979,1,19930,01-Aug,01-Aug-79,4,05-Aug,05-Aug-79,0,19930,37542,17612,0.883693,-0.46912791,-0.633234,31,3217.419355,31,17.9516129,19,3631.578947,19,17.74736842
3,Pitt,0,1980,1,13800,24-Jul,24-Jul-80,4,28-Jul,28-Jul-80,0,13800,17101,3301,0.239203,-0.193029647,-0.214468,31,3416.451613,31,16.71935484,19,3802.631579,19,16.81578947
3,Pitt,1,1981,1,35150,01-Aug,01-Aug-81,4,05-Aug,05-Aug-81,0,35150,25327,-9823,-0.279459,0.387846962,0.327754,31,4264.516129,31,18.54193548,19,4601.052632,19,17.77368421
3,Pitt,2,1982,1,9200,20-Jul,20-Jul-82,4,24-Jul,24-Jul-82,0,9200,8708,-492,-0.053478,0.05649977,0.054961,31,6710.322581,31,16.30967742,19,7151.578947,19,15.58947368
3,Pitt,3,1983,1,16900,25-Jul,25-Jul-83,4,29-Jul,29-Jul-83,0,16900,16852,-48,-0.00284,0.002848327,0.002844,31,4891.290323,31,16.70967742,19,5435.263158,19,15.95263158
3,Pitt,0,1984,1,18604,25-Jul,25-Jul-84,4,29-Jul,29-Jul-84,0,18604,15797,-2807,-0.150882,0.177691967,0.163557,31,5344.516129,31,16.33870968,19,5815.789474,19,15.46315789
3,Pitt,1,1985,1,11100,27-Jul,27-Jul-85,4,31-Jul,31-Jul-85,0,11100,3560,-7540,-0.679279,2.117977528,1.137185,31,3604.193548,31,17.53870968,19,3865.789474,19,17.48947368
3,Pitt,2,1986,1,75924,07-Aug,07-Aug-86,4,11-Aug,11-Aug-86,0,75924,29177,-46747,-0.615706,1.602176674,0.956348,31,3563.225806,31,17.11935484,19,3973.157895,19,17.08421053
3,Pitt,3,1987,1,31556,31-Jul,31-Jul-87,4,04-Aug,04-Aug-87,0,31556,13637,-17919,-0.567845,1.313985471,0.838971,31,3389.032258,31,17.25806452,19,3502.631579,19,17.54210526
3,Pitt,0,1988,1,24644,31-Jul,31-Jul-88,4,04-Aug,04-Aug-88,0,24644,37747,13103,0.531691,-0.347126924,-0.426373,31,3433.225806,31,17.66451613,19,3600.526316,19,17.53157895
3,Pitt,1,1989,1,32700,28-Jul,28-Jul-89,4,01-Aug,01-Aug-89,0,32700,16037,-16663,-0.509572,1.039034732,0.712477,31,3517.096774,31,17.45483871,19,3596.315789,19,17.64736842
3,Pitt,2,1990,1,25827,04-Aug,04-Aug-90,4,08-Aug,08-Aug-90,0,25827,12202,-13625,-0.527549,1.116620226,0.749821,31,3887.096774,31,18.08709677,19,4255.263158,19,17.68947368
3,Pitt,3,1991,1,38187,04-Aug,04-Aug-91,4,08-Aug,08-Aug-91,0,38187,22500,-15687,-0.410794,0.6972,0.52898,31,4725.483871,31,18.12580645,19,4735.789474,19,17.98421053
3,Pitt,0,1992,1,40506,03-Aug,03-Aug-92,4,07-Aug,07-Aug-92,0,40506,9129,-31377,-0.774626,3.437068682,1.489994,31,2930.322581,31,19.78709677,19,3122.631579,19,19.81578947
3,Pitt,1,1993,1,4962,31-Jul,31-Jul-93,4,04-Aug,04-Aug-93,0,4962,22835,17873,3.602379,-0.782721086,-1.526573,31,3121.290323,31,18.27741935,19,3243.684211,19,18.22105263
3,Pitt,2,1994,1,12063,01-Aug,01-Aug-94,4,05-Aug,05-Aug-94,0,12063,9500,-2563,-0.212496,0.26983463,0.238887,31,3691.290323,31,19.22903226,19,4178.421053,19,19.37368421
3,Pitt,3,1995,1,5873,28-Jul,28-Jul-95,4,01-Aug,01-Aug-95,0,5873,5500,-373,-0.063511,0.067818182,0.065617,31,3795.16129,31,17.31290323,19,3812.631579,19,17.82631579
3,Pitt,0,1996,1,35365,29-Jul,29-Jul-96,4,02-Aug,02-Aug-96,0,35365,50081,14716,0.416118,-0.293843973,-0.347919,31,4975.806452,31,16.72580645,19,5636.315789,19,16.47368421
3,Pitt,1,1997,1,57375,01-Aug,01-Aug-97,4,05-Aug,05-Aug-97,0,57375,35798,-21577,-0.376067,0.602736844,0.471713,31,5601.935484,31,17.07419355,19,6234.210526,19,16.68421053
3,Pitt,2,1998,1,76888,25-Jul,25-Jul-98,4,29-Jul,29-Jul-98,0,76888,76888,0,-0.000003,2.74E-06,0.000003,31,3502.580645,31,19.80645161,19,3720.526316,19,19.54736842
3,Pitt,3,1999,1,36030,01-Aug,01-Aug-99,4,05-Aug,05-Aug-99,0,36030,35961,-69,-0.001915,0.001918745,0.001917,31,6411.290323,31,16.40967742,19,7125.789474,19,15.67894737
3,Pitt,0,2000,1,43005,25-Jul,25-Jul-00,4,29-Jul,29-Jul-00,0,43005,42638,-367,-0.008534,0.008607346,0.008571,31,5473.870968,31,17.22580645,19,5988.421053,19,16.67368421
3,Pitt,1,2001,1,140611,27-Jul,27-Jul-01,4,31-Jul,31-Jul-01,0,140611,131481,-9130,-0.064931,0.069439691,0.067135,31,5031.935484,31,16.6,19,5385.263158,19,16.31578947
3,Pitt,2,2002,1,90280,03-Aug,03-Aug-02,4,07-Aug,07-Aug-02,0,90280,90280,0,0,-1.53E-08,0,31,3796.774194,31,16.80322581,19,4394.736842,19,16.67368421
3,Pitt,3,2003,1,78229,30-Jul,30-Jul-03,4,03-Aug,03-Aug-03,0,78229,78229,0,0,0,0,31,3363.870968,31,19.01935484,19,3561.578947,19,18.94736842
3,Pitt,0,2004,1,63769,29-Jul,29-Jul-04,4,02-Aug,02-Aug-04,0,63769,60942,-2827,-0.044332,0.046388369,0.045345,31,2988.387097,31,19.91290323,19,3275.263158,19,19.83684211
3,Pitt,1,2005,1,62047,10-Aug,10-Aug-05,4,14-Aug,14-Aug-05,0,62047,62047,0,0,0,0,31,2929.032258,31,18.09677419,19,3236.842105,19,18.35263158
3,Pitt,2,2006,1,38816,14-Aug,14-Aug-06,4,18-Aug,18-Aug-06,0,38816,38816,0,0,0,0,31,2189.677419,31,18.32258065,19,2404.736842,19,18.32105263
3,Pitt,3,2007,1,29801,07-Aug,07-Aug-07,4,11-Aug,11-Aug-07,0,29801,41829,12028,0.403597,-0.287544586,-0.339038,31,3978.870968,31,17.46129032,19,4661.105263,19,17.50526316
3,Pitt,0,2008,1,19899,24-Jul,24-Jul-08,4,28-Jul,28-Jul-08,0,19899,16921,-2978,-0.149641,0.175974311,0.162097,31,3718.387097,31,17.38064516,19,4075.789474,19,17.04736842
3,Pitt,1,2009,1,32528,01-Aug,01-Aug-09,4,05-Aug,05-Aug-09,0,32528,31034,-1494,-0.045935,0.048146506,0.047023,31,3489.677419,31,19.15604839,19,3923.157895,19,19.58837719
3,Pitt,2,2010,1,28251,02-Aug,02-Aug-10,4,06-Aug,06-Aug-10,0,28251,16818,-11433,-0.404691,0.679800081,0.518675,31,3004.516129,31,18.59017473,19,3222.105263,19,18.55116228
3,Pitt,3,2011,1,24002,02-Aug,02-Aug-11,4,06-Aug,06-Aug-11,0,24001.54373,59006,35004.45627,1.458425202,-0.59323554,-0.899520983,31,5999.960948,31,16.03417435,19,6766.193301,19,15.44703947
3,Pitt,0,2012,1,107062,22-Jul,22-Jul-12,4,26-Jul,26-Jul-12,0,107062,78038,-29024,-0.271095253,0.371921372,0.316212218,31,6563.870968,31,17.20967742,19,7461.052632,19,16.55789474
3,Pitt,1,2013,1,196463,26-Jul,26-Jul-13,4,30-Jul,30-Jul-13,0,196463,73051,-123412,-0.628169172,1.68939508,0.989316291,31,3679.387097,31,19.57741935,19,4024.473684,19,18.68947368
3,Pitt,2,2014,1,49952,02-Aug,02-Aug-14,4,06-Aug,06-Aug-14,0,49952,36496,-13456,-0.269378603,0.36869794,0.313859879,31,3614,31,19.2,19,4079,19,18.7
3,Pitt,3,2015,1,90845,06-Aug,06-Aug-15,4,10-Aug,10-Aug-15,0,90845,38478,-52367,-0.576443393,1.360959509,0.859068108,31,2497.151371,31,19.17712366,19,2668.404868,19,19.19425439
3,Pitt,0,2016,1,58214,29-Jul,29-Jul-16,4,02-Aug,02-Aug-16,0,58214,58241,27,0.000463806,-0.000463591,-0.000463698,31,3562.548387,31,19.40967742,19,3957.578947,19,19.00526316
4,Summ_excRNT_excHarr,1,1977,1,790296,30-Jul,30-Jul-77,5,04-Aug,04-Aug-77,111000,679296,737185,57889,0.085219,-0.0785271,-0.081782,31,4284.193548,31,17.24516129,19,4705.789474,19,16.45263158
4,Summ_excRNT_excHarr,2,1978,1,337200,13-Aug,13-Aug-78,5,18-Aug,18-Aug-78,74000,263200,227092,-36108,-0.137188,0.159001638,0.147559,31,2885.16129,31,17.16451613,19,3096.315789,19,17.94210526
4,Summ_excRNT_excHarr,3,1979,1,774412,10-Aug,10-Aug-79,5,15-Aug,15-Aug-79,122000,652412,582162,-70250,-0.107677,0.120670879,0.113928,31,2647.419355,31,18.36774194,19,2824.210526,19,18.06315789
4,Summ_excRNT_excHarr,0,1980,1,758400,10-Aug,10-Aug-80,5,15-Aug,15-Aug-80,131000,627400,571139,-56261,-0.089673,0.098506668,0.093952,31,2740.645161,31,16.50322581,19,2744.210526,19,16.98421053
4,Summ_excRNT_excHarr,1,1981,1,1458900,06-Aug,06-Aug-81,5,11-Aug,11-Aug-81,254000,1204900,1054581,-150319,-0.124756,0.142539075,0.133253,31,3928.709677,31,18.78387097,19,4240.526316,19,18.44210526
